siren,siret,activitePrincipaleUniteLegale,economieSocialeSolidaireUniteLegale,caractereEmployeurUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsEtablissement,categorieEntreprise,codePostalEtablissement,codeCommuneEtablissement,dateCreationUniteLegale,categorieJuridiqueUniteLegale,etablissementSiege,etatAdministratifUniteLegale,APE_2_code,APE_niv_1,siret_count
692043714,69204371400108,64.19Z,O,O,42,2019.0,GE,75009.0,75109,1982-11-24,5194,True,A,64,K,236
693001091,69300109100091,82.99Z,N,O,41,2019.0,GE,92210.0,92064,1900-01-01,5710,True,A,82,N,11
695680108,69568010802753,46.73A,N,O,42,,GE,92400.0,92026,1986-01-13,5710,True,A,46,G,230
696520410,69652041000023,15.12Z,N,O,51,2019.0,GE,75008.0,75108,1976-01-01,5710,True,A,15,C,70
696780428,69678042800376,25.61Z,N,O,41,2019.0,ETI,69800.0,69290,1967-01-01,5710,True,A,25,C,40
698800935,69880093500018,30.20Z,N,O,42,2019.0,ETI,59154.0,59160,1969-01-01,5710,True,A,30,C,10
699804308,69980430800053,46.19A,O,O,22,2019.0,ETI,78550.0,78048,1969-01-01,5560,True,A,46,G,5
700200983,70020098300018,10.92Z,N,O,41,2019.0,GE,30470.0,30006,1970-01-01,5710,True,A,10,C,16
702000522,70200052201044,43.21A,N,O,51,2019.0,GE,95800.0,95127,1970-01-01,5306,True,A,43,F,166
702001785,70200178500022,22.21Z,N,O,32,2019.0,ETI,77470.0,77475,1900-01-01,5710,True,A,22,C,16
702002221,70200222100035,64.92Z,N,O,42,2019.0,GE,93160.0,93051,1970-01-01,5599,True,A,64,K,361
702011172,70201117200518,82.99Z,N,O,41,,GE,92130.0,92040,1970-01-01,5499,True,A,82,N,51
702021114,70202111400112,81.21Z,N,O,53,2019.0,GE,94470.0,94004,1970-01-01,5710,True,A,81,N,211
702023433,70202343300023,29.10Z,N,O,42,2019.0,GE,59600.0,59392,1970-01-01,5202,True,A,29,C,1
702027871,70202787100111,52.21Z,N,O,41,2019.0,GE,69500.0,69029,1970-01-01,5599,True,A,52,H,33
702028234,70202823401960,70.10Z,N,O,41,2019.0,GE,93200.0,93066,1970-01-01,5710,True,A,70,M,26
702034398,70203439800066,11.07A,N,O,42,,GE,92130.0,92040,1970-07-29,5710,True,A,11,C,5
702042755,70204275500109,62.02A,N,O,53,2019.0,GE,92400.0,92026,1970-01-01,5710,True,A,62,J,53
702055187,70205518700166,17.22Z,N,O,42,2019.0,GE,93400.0,93070,1980-05-01,5710,True,A,17,C,13
705580108,70558010800011,10.51A,N,O,42,2019.0,GE,89150.0,89209,1955-01-01,5710,True,A,10,C,16
705580389,70558038900025,28.14Z,N,O,32,,GE,89100.0,89387,1955-01-01,5710,True,A,28,C,2
706580149,70658014900138,46.46Z,N,O,42,2019.0,GE,59120.0,59360,1965-01-01,5710,True,A,46,G,18
706980182,70698018200028,46.21Z,N,O,41,2019.0,GE,10400.0,10268,1969-01-01,5710,True,A,46,G,239
709200307,70920030700011,10.51A,N,O,41,2019.0,ETI,35530.0,35207,1970-01-01,5710,True,A,10,C,9
709801781,70980178100127,46.75Z,N,O,41,2019.0,ETI,69680.0,69271,1970-01-01,5699,True,A,46,G,41
709806624,70980662400033,22.21Z,N,O,41,2019.0,ETI,24150.0,24023,1970-01-01,5710,True,A,22,C,8
712019538,71201953800131,30.30Z,N,O,51,2019.0,GE,78140.0,78640,1900-01-01,5710,True,A,30,C,8
712030154,71203015400611,43.99D,N,O,41,2019.0,GE,92500.0,92063,1900-01-01,5710,True,A,43,F,51
712042456,71204245600111,30.30Z,N,O,52,,GE,75008.0,75108,1971-01-01,5599,True,A,30,C,21
712044502,71204450202397,47.71Z,N,O,41,,ETI,75003.0,75103,1971-01-01,5710,True,A,47,G,235
712049618,71204961800739,32.50B,N,O,12,2019.0,GE,94220.0,94018,1971-12-31,5599,True,A,32,C,60
712052141,71205214100272,82.99Z,N,O,00,,ETI,75009.0,75109,1971-01-01,5710,True,A,82,N,25
712052612,71205261200116,52.29B,N,O,41,2019.0,ETI,93290.0,93073,1971-01-01,5710,True,A,52,H,18
712056266,71205626600117,26.30Z,N,O,41,2019.0,ETI,91300.0,91377,1900-01-01,5710,True,A,26,C,76
712058965,71205896500245,52.29B,N,O,41,2019.0,ETI,93290.0,93073,1985-11-30,5710,True,A,52,H,20
712620715,71262071500169,38.21Z,N,O,41,2019.0,GE,11100.0,11262,1971-01-01,5710,True,A,38,E,35
712880830,71288083000096,81.21Z,N,O,41,2019.0,ETI,10300.0,10362,1971-01-01,5710,True,A,81,N,11
713820660,71382066000031,64.19Z,O,O,41,2019.0,GE,14000.0,14118,1971-01-01,5194,True,A,64,K,103
719807406,71980740600884,64.92Z,N,O,41,,GE,92000.0,92050,1977-01-01,5599,True,A,64,K,91
720501410,72050141000024,20.51Z,N,O,41,2019.0,ETI,89550.0,89201,1972-01-01,5710,True,A,20,C,2
720800689,72080068900047,71.12B,N,O,41,2019.0,ETI,31700.0,31069,1972-01-01,5710,True,A,71,M,17
720801497,72080149700028,10.86Z,N,O,42,2019.0,ETI,31250.0,31451,1972-01-01,5710,True,A,10,C,9
722000395,72200039500144,56.29A,N,O,51,2019.0,GE,93290.0,93073,1972-01-01,5599,True,A,56,I,11
722000957,72200095700018,55.10Z,,O,NN,,,75017.0,75117,1972-01-01,5710,True,C,55,I,1
722003464,72200346400152,20.42Z,N,O,41,,ETI,75008.0,75108,1972-01-01,5710,True,A,20,C,16
722024742,72202474200172,43.29B,N,O,51,2019.0,GE,49124.0,49267,1973-01-01,5710,True,A,43,F,204
722045879,72204587900136,71.12B,N,O,42,2019.0,ETI,91190.0,91679,1985-06-21,5599,True,A,71,M,13
722057460,72205746001971,65.12Z,N,O,53,2019.0,GE,92000.0,92050,1972-01-01,5599,True,A,65,K,184
722063997,72206399700174,15.12Z,N,O,51,,GE,75001.0,75101,1984-01-01,5202,True,A,15,C,35
722065638,72206563800065,46.51Z,,O,41,2019.0,ETI,77600.0,77058,1972-01-01,5710,True,A,46,G,8
722069366,72206936600374,42.13A,N,O,41,,GE,31130.0,31044,1900-01-01,5710,True,A,42,F,38
722620119,72262011901773,45.31Z,N,O,41,,ETI,69800.0,69290,1972-01-01,5710,True,A,45,G,197
722621166,72262116600049,10.12Z,N,O,41,2019.0,ETI,89770.0,89069,1972-01-01,5710,True,A,10,C,14
723001467,72300146700049,66.19B,N,N,41,2019.0,GE,78280.0,78297,1972-01-01,5599,True,A,66,K,7
726580152,72658015200098,46.73B,N,O,41,2019.0,ETI,69100.0,69266,1965-01-01,5710,True,A,46,G,9
727050080,72705008000017,30.30Z,N,O,03,2019.0,ETI,47200.0,47157,1970-01-01,5710,True,A,30,C,3
728206533,72820653300800,33.12Z,N,O,41,2019.0,ETI,94000.0,94028,1900-01-01,5710,True,A,33,C,107
729201590,72920159000019,22.22Z,N,O,22,2019.0,PME,35680.0,35161,1972-01-01,5710,True,A,22,C,3
729800706,72980070600586,23.62Z,N,O,42,,GE,92400.0,92026,1900-01-01,5599,True,A,23,C,51
732075312,73207531200122,62.02A,N,O,51,2019.0,GE,75013.0,75113,1900-01-01,5710,True,A,62,J,32
732980479,73298047900032,49.41A,N,O,41,2019.0,ETI,26200.0,26198,1973-01-01,5710,True,A,49,H,7
737050187,73705018700092,15.12Z,N,O,41,2019.0,ETI,75001.0,75101,1900-01-01,5710,True,A,15,C,19
738205269,73820526901882,77.33Z,N,O,42,,ETI,75017.0,75117,1973-01-01,5710,True,A,77,N,154
739806230,73980623000499,47.76Z,N,O,51,2019.0,GE,91090.0,91340,1975-01-01,5710,True,A,47,G,96
745420653,74542065300016,41.20B,N,O,42,2019.0,ETI,73100.0,73008,1954-01-01,5699,True,A,41,F,85
745550111,74555011100520,38.11Z,N,O,41,,GE,59260.0,59346,1955-01-01,5599,True,A,38,E,52
747252120,74725212000015,42.12Z,N,O,41,2019.0,GE,77500.0,77108,1972-01-01,5710,True,A,42,F,5
749811881,74981188100053,22.29A,N,O,32,,ETI,25400.0,25031,2012-02-13,5710,True,A,22,C,5
750475360,75047536000012,84.30A,N,O,41,2019.0,ETI,67100.0,67482,2012-04-01,8110,True,A,84,O,33
750775660,75077566000012,46.46Z,N,O,41,2019.0,ETI,94150.0,94065,2012-04-02,5710,True,A,46,G,3
752108134,75210813400038,62.02A,N,O,32,2019.0,GE,92100.0,92012,2012-03-26,5710,True,A,62,J,5
753108950,75310895000019,86.10Z,,O,51,,ETI,59800.0,59350,2012-09-01,9970,True,A,86,Q,6
753201144,75320114400015,82.99Z,N,O,00,2019.0,PME,92240.0,92046,2012-08-07,6220,True,C,82,N,35
753673409,75367340900011,84.30A,N,O,41,2019.0,ETI,59000.0,59350,2013-01-01,8110,True,A,84,O,7
753759570,75375957000017,84.30A,N,O,41,2019.0,ETI,35000.0,35238,2013-01-01,8110,True,A,84,O,10
754800712,75480071203230,64.19Z,N,O,51,2019.0,GE,67000.0,67482,1954-01-01,5599,True,A,64,K,467
755501590,75550159001407,64.19Z,N,O,51,2019.0,GE,33100.0,33063,1955-01-01,5192,True,A,64,K,358
755800646,75580064600373,58.29C,N,O,41,2019.0,ETI,92100.0,92012,1955-01-01,5599,True,A,58,J,38
756800322,75680032200130,46.73A,N,O,32,2019.0,GE,67500.0,67180,1956-01-01,5710,True,A,46,G,98
756802328,75680232800598,58.13Z,N,O,41,2019.0,GE,54180.0,54265,1955-03-01,5599,True,A,58,J,36
758501001,75850100100013,27.33Z,N,O,51,2019.0,GE,87000.0,87085,1953-07-21,5599,True,A,27,C,52
759200751,75920075100130,68.20A,N,O,41,2019.0,ETI,1000.0,01053,1959-01-01,5515,True,A,68,L,15
767800121,76780012100018,86.10Z,N,O,41,2019.0,GE,54100.0,54395,1967-01-01,5710,True,A,86,Q,2
769800202,76980020200020,52.29B,N,O,51,2019.0,ETI,67100.0,67482,1969-01-18,5710,True,A,52,H,131
772500369,77250036900016,52.29A,N,O,41,2019.0,GE,87280.0,87085,1972-01-01,5710,True,A,52,H,16
775347891,77534789101439,65.12Z,O,O,42,,ETI,45100.0,45234,1971-04-01,8210,True,A,65,K,181
775424914,77542491400015,29.32Z,N,O,41,2019.0,GE,41100.0,41269,1973-01-01,5710,True,A,29,C,2
775552151,77555215100273,84.30A,,O,42,2019.0,ETI,6100.0,06088,1900-01-01,8110,True,A,84,O,21
775559115,77555911500016,84.30A,N,O,42,2019.0,ETI,13005.0,13205,1900-01-01,8110,True,A,84,O,164
775559404,77555940400014,64.19Z,N,O,51,2019.0,GE,13006.0,13206,1984-10-30,5699,True,A,64,K,573
775565088,77556508800066,65.12Z,O,O,41,2019.0,ETI,17400.0,17347,1900-01-01,6411,True,A,65,K,157
775567761,77556776100017,65.12Z,O,O,51,2019.0,GE,21000.0,21231,1969-01-01,8210,True,A,65,K,232
775569726,77556972601040,64.19Z,O,O,42,2019.0,GE,16800.0,16374,1900-01-01,6596,True,A,64,K,150
775576986,77557698600928,46.23Z,O,O,42,2019.0,ETI,29800.0,29103,1900-01-01,6317,True,C,46,G,279
775577018,77557701800499,64.19Z,O,O,51,2019.0,GE,29480.0,29235,1900-01-01,5560,True,A,64,K,520
775579659,77557965900019,84.30A,,O,41,2019.0,ETI,30900.0,30189,1900-01-01,8110,True,A,84,O,9
775583248,77558324800163,46.34Z,N,O,41,,GE,33300.0,33063,1957-01-01,5710,True,A,46,G,17
775588692,77558869200258,46.72Z,N,O,32,2019.0,GE,34000.0,34172,1957-01-01,5599,True,A,46,G,30
775589187,77558918700019,84.30A,N,O,41,2019.0,ETI,34000.0,34172,1972-01-01,8110,True,A,84,O,67
775590847,77559084701906,64.19Z,O,O,42,2019.0,GE,35136.0,35281,1900-01-01,5192,True,A,64,K,194
775591563,77559156300280,10.11Z,N,O,42,2019.0,GE,35500.0,35360,1966-01-01,5710,True,A,10,C,27
775592496,77559249600068,42.11Z,N,O,41,,GE,45590.0,45272,1964-01-01,5710,True,A,42,F,25
775602238,77560223800013,89.03,,N,,,,42000.0,42218,1900-01-01,6596,True,A,89,R,1
775605462,77560546200149,65.12Z,O,O,42,2019.0,GE,44200.0,44109,1900-01-01,8210,True,A,65,K,77
775605595,77560559500245,84.30A,N,O,41,2019.0,ETI,44000.0,44109,1900-01-01,8110,True,A,84,O,38
775606361,77560636100019,65.12Z,O,O,41,2019.0,ETI,45200.0,45004,1900-01-01,8210,True,A,65,K,71
775607609,77560760900069,84.30A,N,O,41,2019.0,ETI,45000.0,45234,1900-01-01,8110,True,A,84,O,57
775609621,77560962100070,65.12Z,O,O,42,2019.0,ETI,49000.0,49007,1973-06-30,8210,True,A,65,K,221
775614308,77561430800879,46.34Z,N,O,41,2019.0,ETI,67210.0,67348,1973-01-01,5710,True,A,46,G,9
775615511,77561551100018,84.30A,N,O,41,2019.0,ETI,54000.0,54395,1954-01-01,8110,True,A,84,O,80
775615537,77561553700765,65.12Z,O,O,32,,GE,54000.0,54395,1900-01-01,8210,True,A,65,K,85
775616162,77561616200365,64.19Z,O,O,42,2019.0,GE,57000.0,57463,1972-01-01,6596,True,A,64,K,193
775616592,77561659200017,88.99B,O,O,41,2019.0,ETI,55800.0,55531,1900-01-01,9220,True,A,88,Q,28
775618622,77561862205126,64.19Z,O,O,51,,GE,67100.0,67482,1973-05-17,5196,True,A,64,K,508
775618689,77561868900290,87.90A,O,O,42,2019.0,ETI,57000.0,57463,1981-01-19,9260,True,A,87,Q,88
775621733,77562173300135,88.10A,O,O,32,2019.0,ETI,59140.0,59183,1982-01-01,9220,True,A,88,Q,5
775624240,77562424000013,85.42Z,O,O,41,2019.0,ETI,59800.0,59350,1900-01-01,9230,True,A,85,P,26
775624562,77562456200366,84.30A,N,O,42,2019.0,ETI,59650.0,59009,1981-05-01,8110,True,A,84,O,94
775627391,77562739100755,65.12Z,O,O,41,,GE,75008.0,75108,1900-01-01,8210,True,A,65,K,397
775629074,77562907400011,72.19Z,N,O,41,2019.0,ETI,60300.0,60612,1965-01-01,8470,True,A,72,M,17
775634132,77563413201331,55.20Z,O,O,41,2019.0,ETI,63100.0,63113,1900-01-01,9220,True,A,55,I,145
775634249,77563424900053,84.30A,,O,41,2019.0,ETI,63100.0,63113,1900-01-01,8110,True,A,84,O,3
775634272,77563427200287,84.30A,N,O,32,2019.0,ETI,63100.0,63113,1900-01-01,8110,True,A,84,O,32
775642044,77564204400017,88.99B,O,O,41,2019.0,ETI,67000.0,67482,1958-01-01,9260,True,A,88,Q,24
775644149,77564414900236,38.11Z,N,O,42,2019.0,GE,69190.0,69199,1958-01-01,5710,True,A,38,E,56
775648231,77564823100014,84.30A,N,O,42,2019.0,ETI,69003.0,69383,1900-01-01,8110,True,A,84,O,45
775661390,77566139000739,46.19A,N,O,42,2019.0,GE,94200.0,94041,1971-01-01,5599,True,A,46,G,53
775664873,77566487304147,43.21A,N,O,51,,GE,78280.0,78297,1900-01-01,5710,True,A,43,F,397
775665433,77566543300014,62.01Z,N,O,41,,GE,75007.0,75107,1976-04-01,6220,True,A,62,J,15
775665615,77566561500347,64.19Z,O,O,51,2019.0,GE,75012.0,75112,1969-03-01,6596,True,A,64,K,449
775665631,77566563101359,65.12Z,O,O,42,2019.0,GE,92800.0,92062,1900-01-01,6411,True,A,65,K,192
775666340,77566634000085,65.12Z,O,O,12,,ETI,75015.0,75115,1900-01-01,8210,True,A,65,K,3
775667637,77566763700034,29.32Z,N,O,32,2019.0,ETI,19800.0,19081,1955-01-01,5710,True,A,29,C,2
775670284,77567028406938,64.19Z,N,O,52,,GE,75116.0,75116,1954-11-18,5599,True,A,64,K,580
775672165,77567216500013,88.99B,O,O,51,2019.0,ETI,75008.0,75108,1900-01-01,9300,True,A,88,Q,80
775675291,77567529100436,82.99Z,N,O,32,,GE,75009.0,75109,1963-01-01,5710,True,A,82,N,5
775675739,77567573903131,90.02Z,N,O,42,2019.0,ETI,92200.0,92051,1900-01-01,6599,True,A,90,R,163
775678584,77567858403070,65.12Z,O,O,42,2019.0,GE,75009.0,75109,1977-01-01,8210,True,A,65,K,250
775678980,77567898000092,26.11Z,N,O,32,2019.0,ETI,28230.0,28140,1900-01-01,5710,True,A,26,C,7
775681091,77568109100010,88.99B,O,O,41,2019.0,ETI,75012.0,75112,1900-01-01,9300,True,A,88,Q,20
775682990,77568299000038,86.10Z,O,O,51,2019.0,ETI,75014.0,75114,1900-01-01,9300,True,A,86,Q,7
775685316,77568531600017,86.21Z,N,O,52,2019.0,GE,75015.0,75115,1948-03-19,8120,True,A,86,Q,402
775685340,77568534003557,65.12Z,O,O,51,2019.0,ETI,75013.0,75113,1976-06-27,8210,True,A,65,K,317
775685399,77568539902977,65.12Z,O,O,51,2019.0,GE,75015.0,75115,1946-12-08,8210,True,A,65,K,350
775690035,77569003500578,70.10Z,N,O,32,2019.0,GE,92400.0,92026,1973-06-01,5710,True,A,70,M,14
775690621,77569062104890,70.10Z,N,O,12,2019.0,GE,92200.0,92051,1985-02-14,5599,True,A,70,M,377
775694730,77569473000018,84.30A,,O,42,2019.0,ETI,75019.0,75119,1900-01-01,8110,True,A,84,O,26
775694995,77569499500116,27.90Z,N,O,42,,GE,93120.0,93027,1954-01-01,5710,True,A,27,C,9
775701477,77570147700017,65.12Z,O,O,52,2019.0,GE,76100.0,76540,1969-01-01,6411,True,A,65,K,1349
775701758,77570175800218,84.30A,N,O,41,2019.0,ETI,76100.0,76540,1981-05-04,8110,True,A,84,O,69
775709702,77570970201646,65.12Z,O,O,52,2019.0,GE,79000.0,79191,1980-11-01,6411,True,A,65,K,333
775711674,77571167400116,88.99B,O,O,41,2019.0,ETI,81000.0,81004,1900-01-01,8210,True,A,88,Q,110
775713662,77571366200093,84.30A,,O,41,2019.0,ETI,83000.0,83137,1900-01-01,8110,True,A,84,O,11
775714991,77571499100277,46.21Z,O,O,42,2019.0,ETI,85000.0,85191,1900-01-01,6317,True,A,46,G,181
775715592,77571559200314,46.21Z,O,O,32,2019.0,ETI,16100.0,16102,1900-01-01,6317,True,A,46,G,293
775716673,77571667300014,65.12Z,O,O,41,2019.0,ETI,87000.0,87085,1900-01-01,9220,True,A,65,K,115
775716772,77571677200014,84.30A,N,O,41,2019.0,ETI,87100.0,87085,1900-01-01,8110,True,A,84,O,44
775718216,77571821600887,64.19Z,O,O,42,2019.0,GE,10000.0,10387,1977-01-01,6596,True,A,64,K,280
775733835,77573383501313,77.29Z,N,O,52,2019.0,GE,93500.0,93055,1956-01-01,5599,True,A,77,N,119
775742919,77574291900050,55.10Z,N,O,12,2019.0,ETI,95880.0,95210,1900-01-01,5710,True,A,55,I,4
775761844,77576184400957,65.12Z,O,O,42,,ETI,69003.0,69383,1900-01-01,8210,True,A,65,K,181
775784689,77578468900025,46.21Z,O,O,41,2019.0,ETI,11400.0,11076,1900-01-01,6317,True,A,46,G,199
776179335,77617933500026,64.19Z,O,O,41,2019.0,GE,66100.0,66136,1900-01-01,6596,True,A,64,K,122
776221467,77622146700017,10.11Z,N,O,51,2019.0,GE,29300.0,29233,1970-01-01,5699,True,A,10,C,24
776531568,77653156800025,84.30A,,O,41,2019.0,ETI,74000.0,74010,1900-01-01,8110,True,A,84,O,9
776916207,77691620700025,64.19Z,O,O,42,2019.0,GE,31000.0,31555,1900-01-01,6596,True,A,64,K,173
776938599,77693859900011,86.10Z,O,O,41,2019.0,ETI,31300.0,31555,1900-01-01,9220,True,A,86,Q,4
776950396,77695039600072,84.30A,N,O,41,2019.0,ETI,31100.0,31555,1900-01-01,8110,True,A,84,O,53
776950404,77695040400025,84.30A,,O,42,2019.0,ETI,31000.0,31555,1900-01-01,8110,True,A,84,O,2
776950446,77695044600026,84.30C,,O,41,2019.0,ETI,31000.0,31555,1900-01-01,8110,True,A,84,O,36
777346099,77734609900313,46.73A,N,O,41,2019.0,GE,93000.0,93008,1973-01-01,5710,True,A,46,G,108
777346412,77734641200052,32.50A,N,O,41,2019.0,ETI,56330.0,56177,1965-01-01,5710,True,A,32,C,21
777456179,77745617900020,64.19Z,O,O,42,2019.0,GE,22440.0,22215,1900-01-01,6596,True,A,64,K,108
777749326,77774932600149,84.30A,N,O,41,2019.0,ETI,35000.0,35238,1900-01-01,8110,True,A,84,O,39
777749342,77774934200021,84.30A,N,O,41,2019.0,ETI,35000.0,35238,1900-01-01,8110,True,A,84,O,18
777749375,77774937500021,84.30C,,O,41,2019.0,ETI,35000.0,35238,1900-01-01,8110,True,A,84,O,17
777863820,77786382000034,65.12Z,O,O,42,2019.0,ETI,56100.0,56121,1900-01-01,8210,True,A,65,K,55
777903816,77790381600026,64.19Z,O,O,42,2019.0,GE,56000.0,56260,1900-01-01,6596,True,A,64,K,143
777907684,77790768400123,84.30A,N,O,41,2019.0,ETI,56000.0,56260,1900-01-01,8110,True,A,84,O,11
778115824,77811582401699,46.73A,N,O,42,2019.0,GE,33610.0,33090,1968-01-01,5710,True,A,46,G,261
778127613,77812761300041,30.30Z,N,O,51,2019.0,GE,17300.0,17299,1970-01-01,5710,True,A,30,C,16
778137877,77813787700081,86.10Z,N,O,41,2019.0,GE,69008.0,69388,1970-01-01,5599,True,A,86,Q,7
778147454,77814745400384,64.19Z,N,O,42,2019.0,GE,69009.0,69389,1970-01-01,5660,True,A,64,K,195
778204271,77820427100010,86.10Z,O,O,41,2019.0,ETI,21000.0,21231,1900-01-01,9220,True,A,86,Q,4
778213322,77821332200614,84.30A,N,O,41,2019.0,ETI,21000.0,21231,1981-04-21,8110,True,A,84,O,59
778740001,77874000100111,17.22Z,N,O,41,2019.0,ETI,67730.0,67073,1973-01-01,5710,True,A,17,C,12
778846873,77884687300017,64.19Z,O,O,12,2019.0,GE,67000.0,67482,1900-01-01,5195,True,A,64,K,4
779213867,77921386700020,86.10Z,,O,41,2019.0,ETI,63000.0,63113,1900-01-01,9900,True,A,86,Q,1
779463223,77946322300338,47.52B,N,O,42,2019.0,GE,38100.0,38185,1900-01-01,5710,True,A,47,G,56
779471986,77947198600892,65.12Z,O,O,42,2019.0,ETI,26000.0,26362,1900-01-01,8210,True,A,65,K,122
779555887,77955588700024,72.19Z,N,O,41,2019.0,ETI,38000.0,38185,1967-01-19,6599,True,A,72,M,2
779558501,77955850100606,65.12Z,O,O,41,,GE,75015.0,75115,1981-10-01,8210,True,A,65,K,56
779639103,77963910300018,84.30A,,O,NN,,,38200.0,38544,1946-01-17,8110,True,C,84,O,1
779838366,77983836600028,65.12Z,O,O,51,2019.0,GE,69009.0,69389,1900-01-01,8250,True,A,65,K,456
779924133,77992413300019,86.10Z,N,O,42,2019.0,ETI,69008.0,69388,1900-01-01,9900,True,A,86,Q,2
780129987,78012998703591,29.10Z,N,O,53,2019.0,GE,92100.0,92012,1900-01-01,5710,True,A,29,C,222
780428942,78042894200020,84.30A,N,O,41,2019.0,ETI,51100.0,51454,1900-01-01,8110,True,A,84,O,8
781112891,78111289100010,86.10Z,,O,41,2019.0,ETI,76000.0,76540,1900-01-01,9900,True,A,86,Q,3
781423280,78142328000010,65.12Z,O,O,32,2019.0,GE,79180.0,79081,1900-01-01,6411,True,A,65,K,634
781446521,78144652100028,24.20Z,N,O,41,2019.0,ETI,79360.0,79137,1900-01-01,5699,True,A,24,C,1
781452511,78145251100814,65.12Z,O,O,52,2019.0,GE,79000.0,79191,1900-01-01,6411,True,A,65,K,1008
781831714,78183171400014,86.10Z,O,O,42,2019.0,ETI,33000.0,33063,1900-01-01,9230,True,A,86,Q,1
781847421,78184742100018,84.30A,N,O,42,2019.0,ETI,33300.0,33063,1900-01-01,8110,True,A,84,O,16
781847447,78184744700088,84.30A,N,O,41,2019.0,ETI,33300.0,33063,1985-01-01,8110,True,A,84,O,46
781847488,78184748800058,84.30C,,O,41,2019.0,ETI,33300.0,33063,1963-04-01,8110,True,A,84,O,4
782021307,78202130700015,86.10Z,O,O,42,2019.0,ETI,33400.0,33522,1900-01-01,9300,True,A,86,Q,12
782620520,78262052000034,84.30C,,O,41,2019.0,ETI,6100.0,06088,1981-01-01,8110,True,A,84,O,19
782885735,78288573500020,84.30A,,O,51,2019.0,ETI,13009.0,13209,1900-01-01,8110,True,A,84,O,9
782921233,78292123300014,86.10Z,N,O,42,2019.0,ETI,13009.0,13209,1900-01-01,9900,True,A,86,Q,4
783169196,78316919600020,84.30C,,O,41,2019.0,ETI,83000.0,83137,1900-01-01,8110,True,A,84,O,14
783336068,78333606800029,86.10Z,,O,41,2019.0,ETI,54500.0,54547,1900-01-01,9900,True,A,86,Q,2
783712045,78371204500930,65.12Z,O,O,41,,ETI,59120.0,59360,1900-01-01,8210,True,A,65,K,137
784257164,78425716400011,86.10Z,O,O,51,2019.0,ETI,75005.0,75105,1900-01-01,9300,True,A,86,Q,15
784275778,78427577802426,64.19Z,O,O,41,,GE,77420.0,77083,1984-09-17,5192,True,A,64,K,200
784608416,78460841600144,64.19Z,N,O,42,2019.0,GE,92120.0,92049,1900-01-01,5599,True,A,64,K,15
784939688,78493968810915,47.11A,N,O,52,,GE,77300.0,77186,1958-01-01,5710,True,A,47,G,1113
784971301,78497130100022,84.30A,,O,41,2019.0,ETI,77950.0,77394,1980-09-22,8110,True,A,84,O,1
784971343,78497134300016,84.30C,,O,41,2019.0,ETI,77000.0,77288,1900-01-01,8110,True,A,84,O,4
785480351,78548035102271,47.11D,N,O,52,2019.0,GE,59110.0,59368,1954-01-01,5710,True,A,47,G,219
785820507,78582050700016,24.51Z,N,O,41,2019.0,ETI,8440.0,08488,1958-01-01,5699,True,A,24,C,8
786019554,78601955400116,84.30C,,O,41,2019.0,ETI,44100.0,44109,1900-01-01,8110,True,A,84,O,11
786150391,78615039100088,68.20A,N,O,32,2019.0,ETI,77950.0,77394,1961-01-01,5546,True,A,68,L,7
786920306,78692030600093,47.11C,N,O,53,2019.0,GE,77183.0,77146,1980-12-30,5710,True,A,47,G,151
788058030,78805803009579,55.90Z,N,O,51,,GE,75013.0,75113,1957-01-01,5515,True,A,55,I,857
788212660,78821266000013,35.30Z,N,O,41,2019.0,GE,76600.0,76351,1960-01-01,5710,True,A,35,D,12
788213825,78821382500987,80.10Z,N,O,52,,GE,75015.0,75115,1973-01-01,5710,True,A,80,N,104
788617793,78861779300013,84.30A,N,O,51,2019.0,ETI,93100.0,93048,2013-01-01,8110,True,A,84,O,19
788778777,78877877700011,84.30A,N,O,41,2019.0,ETI,33520.0,33075,2013-01-01,8110,True,A,84,O,8
789139789,78913978900018,47.11D,N,O,51,2019.0,ETI,39700.0,39462,2012-10-29,5710,True,A,47,G,128
789216702,78921670200033,28.99A,N,O,41,2019.0,ETI,26500.0,26058,2012-10-19,5710,True,A,28,C,4
789485869,78948586900091,56.10A,,O,42,2019.0,ETI,75015.0,75115,2012-10-25,5710,True,A,56,I,21
789551892,78955189200019,70.22Z,N,O,03,2019.0,PME,94440.0,94075,2012-11-12,5710,True,A,70,M,1
789791464,78979146400991,52.29B,N,O,51,,ETI,92700.0,92025,2012-12-04,5710,True,A,52,H,103
790843411,79084341100022,41.20B,N,O,42,2019.0,ETI,57950.0,57480,2013-01-25,5710,True,A,41,F,29
791567092,79156709200014,22.19Z,N,O,32,2019.0,ETI,27380.0,27151,2013-03-04,5710,True,A,22,C,1
792345530,79234553000069,62.01Z,N,N,01,,PME,33130.0,33039,2013-01-01,5499,True,A,62,J,6
793618828,79361882800024,21.20Z,N,O,41,2019.0,ETI,76960.0,76474,2013-06-10,5710,True,A,21,C,2
793797283,79379728300363,43.22B,N,O,41,,ETI,1700.0,01043,2013-06-20,5710,True,A,43,F,47
794846501,79484650100011,84.30A,N,O,42,2019.0,ETI,69200.0,69259,2014-01-01,8110,True,A,84,O,17
795120039,79512003900107,84.30A,N,O,32,,ETI,45160.0,45232,2014-01-01,8110,True,A,84,O,10
