siren,siret,activitePrincipaleUniteLegale,economieSocialeSolidaireUniteLegale,caractereEmployeurUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsEtablissement,categorieEntreprise,codePostalEtablissement,codeCommuneEtablissement,dateCreationUniteLegale,categorieJuridiqueUniteLegale,etablissementSiege,etatAdministratifUniteLegale,APE_2_code,APE_niv_1,siret_count
795316785,79531678500026,47.77Z,N,O,11,2019.0,PME,75002.0,75102,2013-09-02,5710,True,A,47,G,6
795329580,79532958000018,49.41B,N,O,41,2019.0,ETI,44220.0,44047,2013-09-10,5710,True,A,49,H,27
797080850,79708085000275,11.07A,N,O,51,2019.0,GE,74500.0,74119,1970-06-25,5710,True,A,11,C,16
797896412,79789641200021,82.20Z,N,O,41,2019.0,ETI,92100.0,92012,2013-10-15,5710,True,A,82,N,3
797897923,79789792300026,82.20Z,N,O,42,2019.0,ETI,92100.0,92012,2013-10-15,5710,True,A,82,N,3
797904968,79790496800014,52.23Z,N,O,42,,GE,35510.0,35051,2013-10-15,5710,True,A,52,H,7
799995386,79999538600023,21.20Z,N,O,41,2019.0,ETI,37530.0,37185,2014-01-24,5710,True,A,21,C,2
801250531,80125053100028,27.51Z,N,O,41,2019.0,ETI,92500.0,92063,2014-03-05,5710,True,A,27,C,11
801252719,80125271900019,87.10B,O,O,51,2019.0,ETI,69120.0,69256,2014-01-01,9300,True,A,87,Q,121
802523936,80252393600028,62.01Z,N,O,02,2019.0,PME,75020.0,75120,2014-06-01,5710,True,A,62,J,2
802801472,80280147200050,58.21Z,N,N,12,,PME,75011.0,75111,2014-05-12,5710,True,A,58,J,5
804153468,80415346800017,96.09Z,N,O,01,2019.0,PME,75013.0,75113,2014-08-01,5499,True,A,96,S,1
804790350,80479035000198,70.10Z,N,O,NN,,ETI,6610.0,06065,2014-09-22,5599,True,A,70,M,19
804834711,80483471100041,52.22Z,N,O,41,,ETI,62100.0,62193,2014-09-01,5599,True,A,52,H,4
805020740,80502074000017,63.11Z,N,O,42,,GE,74940.0,74010,2014-09-25,5710,True,A,63,J,33
807641360,80764136000027,24.42Z,N,O,42,2019.0,GE,68600.0,68036,2014-10-29,5710,True,A,24,C,2
807856596,80785659600018,58.13Z,N,O,41,2019.0,ETI,6200.0,06088,2014-11-14,5710,True,A,58,J,29
808051502,80805150200025,71.12B,N,O,02,,PME,78100.0,78551,2014-11-06,5710,True,A,71,M,2
808227052,80822705200012,49.31Z,N,O,51,2019.0,GE,33000.0,33063,2014-11-24,5599,True,A,49,H,4
808234801,80823480100013,46.36Z,N,O,41,2019.0,GE,92140.0,92023,2014-12-03,5710,True,A,46,G,3
808630826,80863082600044,62.02A,N,O,41,,GE,92100.0,92012,2014-12-17,5710,True,A,62,J,4
808809909,80880990900043,74.90B,N,N,02,,PME,31290.0,31582,2015-01-08,5458,True,A,74,M,4
809872807,80987280700023,78.30Z,N,O,32,2019.0,ETI,92300.0,92044,2015-02-12,5710,True,A,78,N,2
810794800,81079480000013,46.18Z,N,O,41,2019.0,GE,93210.0,93066,2015-03-30,5710,True,A,46,G,15
811847243,81184724300011,46.46Z,N,O,41,2019.0,ETI,92150.0,92073,2015-06-02,5710,True,A,46,G,3
811934363,81193436300482,71.12B,N,O,42,2019.0,ETI,92500.0,92063,2015-06-05,5710,True,A,71,M,64
812164739,81216473900045,64.20Z,N,O,02,,ETI,69100.0,69266,2015-06-05,5710,True,A,64,K,6
812773711,81277371100237,62.02A,N,O,42,,GE,75013.0,75113,2015-07-16,6220,True,A,62,J,32
813123486,81312348600033,63.12Z,N,O,12,2019.0,PME,33600.0,33318,2015-07-28,5599,True,A,63,J,3
813179793,81317979301165,65.12Z,O,O,41,,ETI,34080.0,34172,2015-07-06,8210,True,A,65,K,124
813603347,81360334700044,47.51Z,N,O,21,,PME,75002.0,75102,2015-09-10,5710,True,A,47,G,6
813928942,81392894200024,59.11B,N,N,03,,PME,93310.0,93061,2015-09-23,5710,True,A,59,J,2
815145347,81514534700036,24.51Z,N,O,,,GE,54700.0,54431,2015-11-04,5710,True,A,24,C,25
815371661,81537166100027,49.31Z,N,O,41,2019.0,GE,21000.0,21231,2015-12-17,5710,True,A,49,H,4
817389141,81738914100018,85.42Z,N,O,21,2019.0,ETI,38000.0,38185,2015-12-17,5599,True,A,85,P,1
817390941,81739094100018,46.36Z,,O,21,2019.0,ETI,85150.0,85152,2015-12-22,5710,True,A,46,G,1
818706590,81870659000036,43.32A,N,O,,,PME,38134.0,38405,2016-03-15,5710,True,A,43,F,3
820039311,82003931100031,63.12Z,N,N,12,2019.0,PME,75010.0,75110,2016-04-26,5710,True,A,63,J,3
820363331,82036333100019,62.02A,N,O,41,2019.0,ETI,44800.0,44162,2016-05-18,5710,True,A,62,J,20
820402915,82040291500012,86.10Z,,N,,,PME,30820.0,30075,2016-06-01,9970,True,A,86,Q,1
820724508,82072450800016,70.10Z,N,O,12,2019.0,PME,69002.0,69382,2016-05-24,5710,True,A,70,M,3
822947636,82294763600020,26.11Z,N,O,41,2019.0,ETI,91100.0,91174,2016-10-01,5710,True,A,26,C,2
823463377,82346337700023,64.20Z,N,O,02,,PME,75015.0,75115,2016-10-14,6599,True,A,64,K,2
823982954,82398295400013,35.13Z,N,O,41,2019.0,GE,67000.0,67482,2016-11-25,5599,True,A,35,D,7
824085732,82408573200041,49.31Z,N,O,41,,GE,14123.0,14271,2016-11-29,5710,True,A,49,H,4
824164792,82416479200023,49.31Z,N,O,,,GE,59700.0,59378,2016-11-29,5599,True,A,49,H,2
824274534,82427453400018,74.90B,N,O,12,2019.0,PME,93100.0,93048,2016-12-09,5710,True,A,74,M,1
824484653,82448465300012,46.69A,N,N,,,GE,92100.0,92012,2016-12-13,5710,True,A,46,G,473
824690002,82469000200020,66.19B,N,O,03,,PME,69002.0,69382,2017-01-01,5710,True,A,66,K,2
827688011,82768801100010,62.01Z,N,O,,,PME,97300.0,97302,2017-02-01,5710,True,A,62,J,1
828902387,82890238700012,62.01Z,N,O,03,2019.0,PME,33000.0,33063,2017-03-01,5710,True,A,62,J,3
829323211,82932321100013,10.13A,,O,41,,GE,22400.0,22093,2017-05-02,5710,True,A,10,C,4
829335108,82933510800017,10.13A,,O,41,,GE,22400.0,22093,2017-05-02,5710,True,A,10,C,3
831888318,83188831800019,82.11Z,N,N,51,2019.0,GE,59650.0,59009,2017-08-21,5710,True,A,82,N,8
832235402,83223540200019,52.10B,N,O,51,2019.0,GE,59650.0,59009,2017-09-19,5710,True,A,52,H,35
832345540,83234554000021,74.10Z,N,N,02,,PME,45100.0,45234,2017-09-29,5710,True,A,74,M,2
832454060,83245406000019,71.12B,N,O,01,2019.0,PME,35000.0,35238,2017-10-04,5710,True,A,71,M,1
833457211,83345721100013,25.21Z,N,O,42,2019.0,ETI,67580.0,67291,2017-10-25,5710,True,A,25,C,30
834096695,83409669500574,71.20B,N,O,42,2019.0,ETI,78280.0,78297,2017-12-12,5710,True,A,71,M,88
834157513,83415751300922,71.20B,N,O,42,2019.0,ETI,78280.0,78297,2017-12-12,5710,True,A,71,M,131
834242018,83424201800010,96.02B,,O,02,2019.0,PME,37000.0,37261,2017-12-27,5710,True,A,96,S,1
837905660,83790566000010,58.29A,N,O,01,2019.0,PME,34000.0,34172,2018-02-14,5710,True,A,58,J,1
838391514,83839151400026,71.12B,N,O,12,,ETI,92300.0,92044,2018-03-09,5710,True,A,71,M,2
838612562,83861256200010,82.11Z,N,O,12,2019.0,ETI,30900.0,30189,2018-03-08,6220,True,C,82,N,1
843802265,84380226500010,46.34Z,N,O,,,PME,11000.0,11069,2018-11-12,5710,True,A,46,G,2
844881417,84488141700019,65.12Z,O,O,41,2019.0,GE,85000.0,85191,2018-11-09,8210,True,A,65,K,164
845420280,84542028000016,25.50A,N,O,42,2019.0,ETI,52310.0,52058,1954-01-01,5710,True,A,25,C,3
847845849,84784584900011,95.12Z,N,O,12,2019.0,ETI,92000.0,92050,2019-01-30,5710,True,C,95,S,2
849726161,84972616100029,49.31Z,N,O,41,2019.0,GE,49124.0,49267,2019-03-04,5710,True,A,49,H,4
851386961,85138696100029,70.22Z,N,O,01,,PME,75002.0,75102,2019-05-23,5710,True,A,70,M,2
852389865,85238986500027,70.22Z,N,O,03,2019.0,ETI,75008.0,75108,2019-07-10,5710,True,A,70,M,2
853126175,85312617500019,49.32Z,N,O,,,PME,73200.0,73014,2019-08-07,5710,True,A,49,H,1
854800745,85480074501554,43.22B,N,O,52,,GE,92400.0,92026,1954-01-01,5599,True,A,43,F,161
855200507,85520050700017,70.22Z,N,O,53,2019.0,GE,63000.0,63113,1955-01-01,5308,True,A,70,M,133
855801072,85580107202664,64.19Z,N,O,51,2019.0,GE,44000.0,44109,1955-01-01,5599,True,A,64,K,457
855802369,85580236900816,46.73A,N,O,42,2019.0,GE,44100.0,44109,1955-01-01,5710,True,A,46,G,120
856802400,85680240000098,46.71Z,N,O,41,2019.0,GE,44100.0,44109,1956-01-01,5710,True,A,46,G,227
857200521,85720052100022,46.18Z,N,O,42,2019.0,ETI,63800.0,63124,1957-01-01,5710,True,A,46,G,26
857500227,85750022702672,64.19Z,N,O,51,,GE,35760.0,35278,1957-01-01,5560,True,A,64,K,455
857800692,85780069200017,32.99Z,N,O,41,2019.0,ETI,44100.0,44109,1957-01-01,5710,True,A,32,C,12
857802508,85780250800047,28.22Z,N,O,51,2019.0,ETI,44150.0,44003,1957-01-01,5599,True,A,28,C,13
862500279,86250027900099,10.13A,N,O,41,2019.0,GE,56300.0,56246,1962-01-01,5710,True,A,10,C,4
867800427,86780042700090,46.17A,O,O,51,2019.0,ETI,44470.0,44026,1967-01-01,5552,True,A,46,G,15
867800518,86780051800609,38.11Z,N,O,42,2019.0,GE,44200.0,44109,1967-01-01,5710,True,A,38,E,56
869500223,86950022300019,10.11Z,N,O,41,2019.0,ETI,56500.0,56140,1969-01-01,5710,True,A,10,C,3
870800299,87080029903000,64.19Z,O,O,42,2019.0,GE,44000.0,44109,1900-01-01,5194,True,A,64,K,312
872803390,87280339000030,62.03Z,N,O,41,2019.0,ETI,44240.0,44035,1972-01-01,5710,True,A,62,J,10
876580077,87658007700017,47.75Z,N,O,42,2019.0,ETI,56200.0,56061,1965-01-01,5599,True,A,47,G,680
877220095,87722009500062,26.51B,N,O,12,2019.0,PME,78210.0,78545,1976-01-01,5710,True,A,26,C,4
878128289,87812828900013,10.20Z,N,O,,,PME,69003.0,69383,2019-10-15,5710,True,A,10,C,1
878730647,87873064700012,62.01Z,N,O,,,PME,75005.0,75105,2019-11-05,5710,True,A,62,J,1
879916799,87991679900015,43.21A,N,O,,,GE,13015.0,13215,2019-11-13,5710,True,A,43,F,10
880669957,88066995700016,62.01Z,N,O,,,,75011.0,75111,2020-01-15,5710,True,A,62,J,1
882848229,88284822900010,46.41Z,N,O,,,,59700.0,59378,2020-04-03,5710,True,A,46,G,3
885581033,88558103300135,77.29Z,N,O,41,2019.0,GE,59700.0,59378,1955-01-01,5710,True,A,77,N,17
886080282,88608028200090,86.10Z,,O,42,2019.0,GE,59000.0,59350,1960-01-01,5710,True,A,86,Q,10
897080289,89708028900027,26.51B,N,O,41,2019.0,ETI,35270.0,35029,1970-01-01,5599,True,A,26,C,17
905620035,90562003500014,11.01Z,N,O,42,2019.0,GE,16100.0,16102,1956-01-01,5599,True,A,11,C,12
916920697,91692069700015,28.25Z,,O,32,2019.0,ETI,68250.0,68287,1969-01-01,5710,True,A,28,C,7
925520108,92552010800182,41.20B,N,O,41,2019.0,GE,60280.0,60382,1966-01-01,5710,True,A,41,F,19
927250217,92725021700027,50.10Z,N,O,51,2019.0,ETI,29680.0,29239,1972-01-01,5699,True,A,50,H,9
937080414,93708041400066,46.76Z,N,O,41,2019.0,ETI,93290.0,93073,1970-01-01,5710,True,A,46,G,4
945551018,94555101800019,49.31Z,N,O,41,2019.0,GE,68100.0,68224,1955-01-01,5515,True,A,49,H,1
945752137,94575213700212,43.21A,N,O,51,2019.0,GE,68200.0,68224,1957-01-01,5599,True,A,43,F,156
946051018,94605101800012,78.30Z,O,O,01,2019.0,PME,68200.0,68224,1960-01-01,5552,True,A,78,N,8
946750650,94675065000016,20.12Z,N,O,41,2019.0,ETI,68128.0,68349,1967-01-01,5710,True,A,20,C,9
947252029,94725202900014,28.13Z,,O,41,2019.0,ETI,68220.0,68135,1972-01-01,5710,True,A,28,C,2
950026914,95002691404620,56.10C,N,O,42,,GE,92110.0,92024,1979-09-28,5710,True,A,56,I,445
950033555,95003355500026,41.20B,N,O,32,2019.0,GE,35330.0,35175,1900-01-01,5710,True,A,41,F,11
950608406,95060840600019,10.12Z,N,O,41,2019.0,GE,56660.0,56222,1989-10-05,5710,True,A,10,C,4
954200838,95420083800199,25.92Z,N,O,42,,ETI,93400.0,93070,1954-01-01,5710,True,A,25,C,19
954503439,95450343901719,46.69A,N,O,51,2019.0,GE,92500.0,92063,1956-01-01,5710,True,A,46,G,172
954506077,95450607700120,29.10Z,N,O,52,2019.0,GE,69800.0,69290,1954-01-01,5710,True,A,29,C,57
954507976,95450797600015,64.19Z,N,O,51,2019.0,GE,69001.0,69381,1954-01-01,5599,True,A,64,K,702
954509741,95450974100011,64.19Z,N,O,53,2019.0,GE,69002.0,69382,1954-01-01,5599,True,A,64,K,3410
955500293,95550029300076,29.31Z,N,O,51,2019.0,GE,94000.0,94028,1955-01-01,5710,True,A,29,C,5
955503982,95550398200014,28.29B,N,O,42,2019.0,ETI,69003.0,69383,1955-01-01,5710,True,A,28,C,68
955510029,95551002900718,46.49Z,N,O,41,2019.0,GE,92400.0,92026,1955-01-01,5710,True,A,46,G,103
955511217,95551121700056,27.12Z,N,O,32,2019.0,ETI,69720.0,69287,1955-01-01,5710,True,A,27,C,12
955801204,95580120400483,58.13Z,O,O,NN,,,6200.0,06088,1955-01-01,5505,True,A,58,J,43
956501258,95650125800019,33.20A,N,O,41,2019.0,ETI,69100.0,69266,1956-01-01,5699,True,A,33,C,26
956506828,95650682800196,28.25Z,N,O,41,2019.0,ETI,69200.0,69259,1956-01-01,5710,True,A,28,C,48
956512495,95651249500352,27.51Z,N,O,41,2019.0,GE,69130.0,69081,1973-01-01,5710,True,A,27,C,9
957503931,95750393100223,47.19A,N,O,51,2019.0,GE,75009.0,75109,1977-01-01,5710,True,A,47,G,102
957520901,95752090100019,35.11Z,N,O,42,2019.0,GE,69004.0,69384,1934-06-14,5699,True,A,35,D,55
957526858,95752685800627,47.91B,N,O,51,2019.0,ETI,69380.0,69059,1957-01-01,5710,True,A,47,G,288
957528474,95752847400886,37.00Z,N,O,41,,GE,69120.0,69256,1957-01-01,5599,True,A,37,E,88
957802416,95780241600058,10.39A,N,O,32,2019.0,ETI,29140.0,29241,1985-07-01,5710,True,A,10,C,4
960506152,96050615200276,68.20A,N,O,41,2019.0,GE,69007.0,69387,1960-01-01,5546,True,A,68,L,30
962501318,96250131800076,33.12Z,N,O,42,2019.0,ETI,69450.0,69191,1962-01-01,5710,True,A,33,C,22
967501065,96750106500338,46.69B,N,O,32,2019.0,ETI,92000.0,92050,1967-01-01,5710,True,A,46,G,37
967501685,96750168500028,32.50A,N,O,41,2019.0,ETI,69210.0,69175,1967-01-01,5710,True,A,32,C,2
967504697,96750469700566,21.20Z,N,O,51,2019.0,ETI,69510.0,69131,1967-01-01,5599,True,A,21,C,98
967505967,96750596700018,45.31Z,N,O,41,2019.0,ETI,69540.0,69100,1967-01-01,5710,True,A,45,G,7
968502559,96850255900105,71.12B,N,O,41,2019.0,GE,69006.0,69386,1968-01-01,5599,True,A,71,M,13
968802249,96880224900019,86.10Z,N,O,41,2019.0,ETI,6100.0,06088,1968-01-01,5710,True,A,86,Q,2
971204052,97120405204256,46.63Z,N,O,42,,ETI,92100.0,92012,1971-01-01,5710,True,A,46,G,371
971506191,97150619100024,33.20B,N,O,41,2019.0,ETI,69530.0,69027,1971-01-01,5710,True,A,33,C,83
973505357,97350535700275,52.29A,N,O,52,2019.0,GE,69007.0,69387,1973-01-01,5710,True,A,52,H,189
973510019,97351001900050,80.20Z,N,O,41,2019.0,GE,69410.0,69040,1985-05-01,5599,True,A,80,N,119
975620675,97562067500010,20.42Z,,O,41,2019.0,GE,3300.0,03094,1956-01-01,5710,True,A,20,C,4
976320309,97632030900587,23.61Z,N,O,42,,ETI,84140.0,84007,1963-01-01,5710,True,A,23,C,54
985520154,98552015400016,20.14Z,N,O,41,2019.0,ETI,40100.0,40088,1955-01-01,5710,True,A,20,C,7
998348601,99834860100043,50.30Z,,O,42,2019.0,ETI,67000.0,67482,1976-01-01,5710,True,A,50,H,7
998823504,99882350431782,78.20Z,N,O,51,,GE,69100.0,69266,1969-04-02,5710,True,A,78,N,2964
441378312,44137831200025,64.20Z,N,N,02,2019.0,GE,59100.0,59512,2002-03-18,5699,True,A,64,K,2
441491875,44149187500031,93.21Z,,O,03,2019.0,PME,13640.0,13084,2002-04-01,5710,True,A,93,R,3
441921913,44192191300014,65.12Z,O,O,51,,ETI,75015.0,75115,2002-03-14,8210,True,A,65,K,60
441921962,44192196200011,65.12Z,O,O,41,2019.0,GE,75015.0,75115,2002-03-14,8210,True,A,65,K,8
442528873,44252887300031,49.31Z,N,N,00,2019.0,GE,92130.0,92040,2002-06-24,5710,True,A,49,H,3
442642666,44264266600014,68.10Z,N,O,03,2019.0,PME,59710.0,59398,2002-07-01,5499,True,A,68,L,1
442694436,44269443600225,29.32Z,N,O,42,2019.0,ETI,92140.0,92023,2002-06-26,5710,True,A,29,C,22
442848925,44284892500404,71.20B,N,O,41,2019.0,ETI,78140.0,78640,2002-07-01,5710,True,A,71,M,109
443061304,44306130400012,47.71Z,N,O,41,2019.0,ETI,35400.0,35288,2002-07-01,5710,True,A,47,G,133
443146873,44314687300023,10.20Z,N,O,41,,ETI,29100.0,29046,2002-07-24,5710,True,A,10,C,5
443177233,44317723300048,26.51A,N,O,41,2019.0,GE,27950.0,27562,2002-08-19,5710,True,A,26,C,4
443716832,44371683200011,72.11Z,N,O,42,2019.0,GE,31790.0,31516,2002-10-01,5710,True,A,72,M,18
443748157,44374815700049,21.20Z,,O,32,2019.0,GE,1400.0,01093,2002-10-07,5710,True,A,21,C,4
443982038,44398203800020,29.32Z,N,O,42,2019.0,ETI,25400.0,25031,2002-10-15,5710,True,A,29,C,7
444030902,44403090200019,93.21Z,N,O,41,2019.0,GE,86130.0,86115,2002-11-01,5615,True,A,93,R,3
444187884,44418788400077,20.14Z,N,O,32,2019.0,ETI,69800.0,69290,2002-10-15,5710,True,A,20,C,8
444212955,44421295500496,58.12Z,N,O,51,2019.0,ETI,92100.0,92012,2004-12-31,5599,True,A,58,J,51
444285829,44428582900123,45.11Z,N,O,32,,GE,97232.0,97213,2002-12-01,5710,True,A,45,G,12
444329346,44432934600027,47.11D,N,O,41,2019.0,GE,21200.0,21054,2002-11-27,5499,True,A,47,G,137
444329478,44432947800028,47.11D,N,O,41,2019.0,GE,59553.0,59165,2002-11-27,5499,True,A,47,G,138
444329734,44432973400024,47.11D,N,O,41,2019.0,GE,14600.0,14333,2002-11-27,5499,True,A,47,G,209
444330641,44433064100028,47.11D,N,O,41,2019.0,GE,38780.0,38288,2002-11-28,5499,True,A,47,G,112
444330781,44433078100022,47.11D,N,O,41,2019.0,GE,78660.0,78003,2002-11-28,5499,True,A,47,G,160
444420830,44442083001208,53.20Z,N,O,51,,GE,92130.0,92040,2002-12-03,5710,True,A,53,H,138
444454326,44445432600059,41.20B,N,O,41,2019.0,GE,92000.0,92050,2002-12-05,5710,True,A,41,F,5
444483770,44448377000079,80.10Z,N,O,22,2019.0,ETI,13008.0,13208,2002-12-13,5710,True,A,80,N,8
444502025,44450202500018,10.12Z,N,O,51,2019.0,GE,72300.0,72264,2002-12-12,5710,True,A,10,C,6
444565659,44456565900018,29.32Z,,O,41,2019.0,ETI,69540.0,69100,2002-12-09,5710,True,C,29,C,2
444619258,44461925802482,35.12Z,N,O,52,,GE,92800.0,92062,2002-12-19,5699,True,A,35,D,256
444643720,44464372000022,33.14Z,N,O,41,2019.0,GE,38330.0,38397,2002-12-11,5710,True,A,33,C,30
444786511,44478651100022,35.22Z,N,O,52,,GE,75009.0,75109,2002-12-09,5599,True,A,35,D,689
444798813,44479881300317,43.22B,N,O,42,,GE,75017.0,75117,2002-12-04,5710,True,A,43,F,36
444953830,44495383000015,64.19Z,O,O,51,2019.0,GE,81000.0,81004,2002-12-06,6596,True,A,64,K,254
445088057,44508805700077,62.02A,,O,51,2019.0,GE,75013.0,75113,2003-01-27,5710,True,A,62,J,7
445174675,44517467500014,86.10Z,O,O,51,2019.0,ETI,13008.0,13208,2003-01-01,9220,True,A,86,Q,4
445201247,44520124700076,80.10Z,N,O,42,,ETI,93290.0,93073,2003-01-01,5710,True,A,80,N,7
445213770,44521377000024,69.10Z,N,O,11,2019.0,PME,92240.0,92046,2002-11-28,6565,True,A,69,M,2
445331192,44533119200010,70.10Z,N,O,51,2019.0,GE,59370.0,59410,2003-01-02,6220,True,A,70,M,178
445950074,44595007400234,41.20B,N,O,41,2019.0,ETI,59193.0,59202,1959-01-01,5710,True,A,41,F,32
447754086,44775408600018,43.12B,N,O,42,2019.0,GE,13103.0,13094,2003-03-14,5710,True,A,43,F,31
447800475,44780047500124,70.22Z,N,O,41,2019.0,GE,75008.0,75108,2003-03-12,5599,True,A,70,M,13
448933325,44893332500046,82.20Z,N,O,41,2019.0,ETI,62100.0,62193,2003-06-03,5710,True,A,82,N,5
449354224,44935422400320,23.32Z,N,O,41,,ETI,69570.0,69072,2003-07-09,5710,True,A,23,C,33
449586544,44958654400016,61.90Z,N,O,51,2019.0,GE,92240.0,92046,2003-07-15,5710,True,A,61,J,86
449990712,44999071200019,46.46Z,N,O,42,2019.0,ETI,92430.0,92047,2003-09-10,5710,True,A,46,G,10
450372347,45037234700010,29.20Z,N,O,41,2019.0,ETI,50220.0,50168,2003-10-01,5710,True,A,29,C,3
450547930,45054793000013,86.10Z,,O,41,2019.0,GE,56000.0,56260,2003-10-03,5710,True,A,86,Q,1
450776968,45077696805188,77.32Z,N,O,51,2019.0,ETI,56850.0,56036,2003-10-15,5710,True,A,77,N,685
450792999,45079299900028,58.29A,N,O,42,2019.0,GE,74940.0,74010,2003-10-15,5599,True,A,58,J,28
451148209,45114820900534,82.11Z,N,O,41,,GE,69100.0,69266,2003-12-05,5710,True,A,82,N,74
451208292,45120829200172,82.20Z,,O,00,2019.0,GE,75009.0,75109,2003-11-20,5710,True,C,82,N,22
451221295,45122129500012,46.72Z,N,O,41,2019.0,ETI,31100.0,31555,2003-12-15,5499,True,A,46,G,31
451329908,45132990806315,78.20Z,N,O,42,,GE,75017.0,75117,2003-12-17,5710,True,A,78,N,756
451354005,45135400500139,87.10A,N,O,41,2019.0,ETI,6250.0,06085,2003-12-19,5710,True,A,87,Q,17
451363550,45136355000018,86.10Z,N,O,32,2019.0,GE,21240.0,21617,2003-12-24,5710,True,A,86,Q,4
451375638,45137563800017,21.20Z,N,O,42,2019.0,ETI,28000.0,28085,2003-12-22,5710,True,A,21,C,1
451678973,45167897300012,47.52B,N,O,53,2019.0,GE,59175.0,59585,2004-01-20,5710,True,A,47,G,187
451746077,45174607700069,70.10Z,N,O,NN,,GE,75015.0,75115,2004-01-23,5599,True,A,70,M,6
451799845,45179984500081,61.20Z,N,O,12,2019.0,PME,13100.0,13001,2004-01-26,5710,True,A,61,J,8
451847396,45184739600046,47.11D,N,O,41,2019.0,GE,68127.0,68295,2004-02-02,5499,True,A,47,G,107
452565864,45256586400017,56.10B,,O,NN,,,13009.0,13209,2004-03-15,5710,True,C,56,I,3
452807100,45280710000014,10.89Z,N,O,42,,GE,22120.0,22081,2004-03-29,5710,True,A,10,C,11
453102717,45310271700023,86.10Z,,O,41,2019.0,ETI,87000.0,87085,2004-05-01,5710,True,A,86,Q,4
455501452,45550145200102,38.11Z,N,O,42,2019.0,GE,59260.0,59346,1955-01-01,5599,True,A,38,E,13
455502096,45550209602250,64.19Z,N,O,51,2019.0,GE,59800.0,59350,1955-01-01,5599,True,A,64,K,427
456204809,45620480901281,64.19Z,N,O,42,2019.0,GE,33000.0,33063,1956-01-01,5599,True,A,64,K,342
456204940,45620494000542,58.13Z,N,O,41,2019.0,ETI,33100.0,33063,1956-01-01,5599,True,A,58,J,72
456500537,45650053700018,35.30Z,,O,52,2019.0,GE,59350.0,59527,1956-01-01,5599,True,A,35,D,539
457208619,45720861900074,10.41B,N,O,41,2019.0,GE,92600.0,92004,1981-10-20,5710,True,A,10,C,10
457506566,45750656600340,64.19Z,O,O,42,2019.0,GE,59700.0,59378,1983-06-30,5192,True,A,64,K,173
457507267,45750726700013,58.13Z,N,O,41,2019.0,ETI,59800.0,59350,1957-01-01,5599,True,A,58,J,87
458204963,45820496300029,68.20A,N,O,41,2019.0,GE,33300.0,33063,1958-01-01,5546,True,A,68,L,11
464202373,46420237300104,38.32Z,N,O,32,2019.0,GE,33370.0,33330,1964-01-01,5710,True,A,38,E,35
469600050,46960005000253,63.11Z,N,O,42,2019.0,GE,75013.0,75113,1969-01-01,6220,True,A,63,J,27
470500943,47050094300019,47.53Z,N,O,42,2019.0,ETI,59150.0,59650,1970-01-01,5599,True,A,47,G,231
470801168,47080116803039,68.20A,N,O,42,,GE,75013.0,75113,1961-08-10,5615,True,A,68,L,195
471502518,47150251800015,86.10Z,N,O,32,2019.0,GE,59800.0,59350,1971-01-01,5599,True,A,86,Q,1
475483319,47548331903685,47.71Z,N,O,41,,ETI,59700.0,59378,1954-01-01,5710,True,A,47,G,335
475680815,47568081500051,68.20A,N,O,41,2019.0,ETI,59491.0,59009,1983-02-18,5699,True,A,68,L,71
475750337,47575033700010,56.10A,N,O,41,2019.0,ETI,14800.0,14220,1957-01-01,5599,True,A,56,I,11
476980321,47698032100329,46.39B,N,O,42,2019.0,GE,92160.0,92002,1900-01-01,5710,True,A,46,G,36
477180186,47718018601882,47.91A,N,O,42,,GE,59100.0,59512,1971-01-01,5710,True,A,47,G,212
477181010,47718101000729,56.29B,N,O,52,2019.0,GE,59370.0,59410,1985-09-27,5710,True,A,56,I,786
477280846,47728084603753,47.71Z,N,O,42,,ETI,59650.0,59009,1973-01-01,5710,True,A,47,G,344
478372691,47837269100038,80.10Z,N,O,31,2019.0,ETI,62950.0,62624,2004-08-19,5499,True,A,80,N,3
478834930,47883493000016,64.19Z,O,O,51,2019.0,GE,14000.0,14118,2004-09-30,6596,True,A,64,K,234
479162695,47916269500072,29.31Z,N,O,42,2019.0,GE,95800.0,95127,2004-10-15,5710,True,A,29,C,7
479464166,47946416600053,11.07A,N,O,42,,GE,92130.0,92040,2004-10-21,5710,True,A,11,C,5
479673451,47967345100221,45.11Z,N,O,32,,GE,97232.0,97213,2005-12-31,5710,True,A,45,G,22
479918526,47991852600035,33.12Z,N,O,42,2019.0,ETI,59760.0,59271,2004-12-08,5710,True,A,33,C,14
479960965,47996096503051,47.71Z,N,O,41,,ETI,75003.0,75103,2004-12-10,5710,True,A,47,G,324
480011451,48001145100030,15.12Z,N,O,32,2019.0,GE,38490.0,38001,2004-12-02,5710,True,A,15,C,6
480081306,48008130600148,58.14Z,N,N,32,,ETI,93400.0,93070,2004-12-17,5710,True,A,58,J,14
480107911,48010791100426,26.51A,N,O,52,,GE,75015.0,75115,2005-05-10,5710,True,A,26,C,42
480108034,48010803400020,43.21A,N,O,41,2019.0,GE,45100.0,45234,2004-12-22,5202,True,A,43,F,18
480211671,48021167100452,46.73A,N,O,41,2019.0,GE,66530.0,66050,2005-01-01,5710,True,A,46,G,76
480470152,48047015200012,45.32Z,N,O,52,2019.0,GE,59262.0,59523,2005-01-11,5710,True,A,45,G,296
