siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,denominationUsuelle1UniteLegale,denominationUsuelle2UniteLegale,denominationUsuelle3UniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,caractereEmployeurUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
392327607,00157,39232760700157,O,2001-10-23,NN,,,2018-09-29T12:20:09,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,VOIE GEORGES POMPIDOU ET RN 74,,,,CTRE CIAL TOISON D'OR,21000,DIJON,,,21231,,,,,,,,,,,,,,,,,,,F,BOULANGER DIJON,,,,47.54Z,NAFRev2,O
392327607,00165,39232760700165,O,2002-09-12,NN,,,2019-11-14T14:00:19,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,ZONE COMMERCIALE PLAN DE CAMPAGNE,,,CHE,DES PENNES AUX PINS,13170,LES PENNES-MIRABEAU,,,13071,,,,,,,,,,,,,,,,,,,F,BOULANGER PLAN DE CAMPAGNE,,,,47.54Z,NAFRev2,O
392327607,00173,39232760700173,O,2002-10-12,NN,,,2019-11-14T14:00:59,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,ZAC DU CHEMIN DES EAUX,,,AV,DE LA CROIX BLANCHE,78340,LES CLAYES-SOUS-BOIS,,,78165,,,,,,,,,,,,,,,,,,,F,BOULANGER PLAISIR,,,,47.54Z,NAFRev2,O
392327607,00181,39232760700181,O,2003-03-05,NN,,,2015-05-14T06:09:22,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,,400,,AV,DU DOCTEUR CLAUDE BAILLET,30900,NIMES,,,30189,30918, NIMES CEDEX 2,,,,,,,,,,,,,,,,,F,BOULANGER NIMES,,,,47.54Z,NAFRev2,O
392327607,00199,39232760700199,O,2003-09-24,NN,,,2018-09-29T12:20:09,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,,1,,RUE,DU SAULE GAILLARD,54390,FROUARD,,,54215,,,,,,,,,,,,,,,,,,,F,PLANETE SATURN,,,,47.54Z,NAFRev2,O
392327607,00207,39232760700207,O,2004-04-01,NN,,,2019-11-14T14:01:05,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,ZI DU BOIS DE L'EPINE,11,,AV,I ET F JOLIOT CURIE,91130,RIS-ORANGIS,,,91521,,,,,,,,,,,,,,,,,,,F,,,,,47.54Z,NAFRev2,O
392327607,00215,39232760700215,O,2004-09-15,NN,,,2015-05-14T06:09:22,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,ZAC SABES,,,RUE,BERNARD CHOCHOY,62800,LIEVIN,,,62510,,,,,,,,,,,,,,,,,,,F,BOULANGER LIEVIN,,,,47.54Z,NAFRev2,O
392327607,00223,39232760700223,O,2004-10-01,NN,,,2009-10-24T07:20:22,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,HANGAR 17 - LES HANGARS DE,,,QUAI,BACALAN,33300,BORDEAUX,,,33063,,,,,,,,,,,,,,,,,,,F,PLANETE SATURN,,,,52.4L,NAFRev1,O
392327607,00231,39232760700231,O,2004-11-03,NN,,,2019-11-14T14:01:05,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,ZONE DES CIROLIERS CROIX BLANCHE,,,RUE,DU HUREPOIX,91700,FLEURY-MEROGIS,,,91235,,,,,,,,,,,,,,,,,,,F,PLANET SATURN,,,,47.54Z,NAFRev2,O
392327607,00249,39232760700249,O,2004-12-03,NN,,,2014-06-14T01:58:04,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,COMMERCIALE DE MERIGNAC SOLEIL,,,CHE,DE PONCHON,33700,MERIGNAC,,,33281,,,,,,,,,,,,,,,,,,,F,BOULANGER MERIGNAC,,,BOULANGER MERIGNAC,47.54Z,NAFRev2,O
392327607,00256,39232760700256,O,2005-05-04,NN,,,2015-05-14T06:09:22,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,CENTRE COMMERCIAL FLEUR D'EAU,2,,PL,MONDAIN CHANLOUINEAU,49100,ANGERS,,,49007,,,,,,,,,,,,,,,,,,,F,BOULANGER ANGERS,,,,47.54Z,NAFRev2,O
392327607,00264,39232760700264,O,2005-11-04,NN,,,2018-09-29T12:20:09,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,CENTRE COMMERCIAL ART DE VIVRE,1,,RUE,DU BAS NOYER,95610,ERAGNY,,,95218,,,,,,,,,,,,,,,,,,,F,BOULANGER ERAGNY,,,,47.54Z,NAFRev2,O
392327607,00272,39232760700272,O,2011-07-27,NN,,,2018-09-29T12:20:09,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,ZAC LES BLANTS MONTS,2,,AV,DES GOISSES,51350,CORMONTREUIL,,,51172,,,,,,,,,,,,,,,,,,,F,,,,,47.54Z,NAFRev2,O
392327607,00280,39232760700280,O,2011-09-01,NN,,,2018-09-29T12:20:09,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,CENTRE COMMERCIAL METZANINE,,,AV,SEBASTOPOL,57070,METZ,,,57463,,,,,,,,,,,,,,,,,,,F,BOULANGER,,,,47.54Z,NAFRev2,O
392327607,00298,39232760700298,O,2011-09-01,NN,,,2018-09-29T12:20:09,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,ESPACE CCIAL ARCAL'OZ - ZAC DE PERIAZ,,,BD,COSTA DE BEAUREGARD,74600,ANNECY,,,74010,,,,,,,,,,,,,,,,,,,F,BOULANGER,,,,47.54Z,NAFRev2,O
392327607,00306,39232760700306,O,2011-10-01,NN,,,2019-11-14T14:00:53,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,,2,,RUE,JACQUARD,69120,VAULX-EN-VELIN,,,69256,,,,,,,,,,,,,,,,,,,F,,,,,47.54Z,NAFRev2,O
392327607,00314,39232760700314,O,2011-12-01,NN,,,2018-09-29T12:20:09,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,CENTRE COMMERCIAL PORTE SUD,256,,AV,DU HUIT MAI 1945,86000,POITIERS,,,86194,,,,,,,,,,,,,,,,,,,F,,,,,47.54Z,NAFRev2,O
392327607,00322,39232760700322,O,2011-11-01,NN,,,2015-05-14T06:09:22,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,,6,,RUE,DU NONNENBRUCH,68270,WITTENHEIM,,,68376,,,,,,,,,,,,,,,,,,,F,,,,,47.54Z,NAFRev2,O
392327607,00330,39232760700330,O,2011-10-01,NN,,,2019-11-14T14:01:05,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,CCIAL QUAI D IVRY,,,BD,PAUL VAILLANT COUTURIER,94200,IVRY-SUR-SEINE,,,94041,,,,,,,,,,,,,,,,,,,F,,,,,47.54Z,NAFRev2,O
392327607,00348,39232760700348,O,2011-10-01,,,,2012-06-06T15:03:22,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,CCIAL CRETEIL SOLEIL,1,,AV,DU GENERAL DE GAULLE,94000,CRETEIL,,,94028,,,,,,,,,,,,,,,,,,,F,,,,,47.54Z,NAFRev2,O
392327607,00355,39232760700355,O,2011-11-01,NN,,,2019-11-14T14:01:05,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,CTR CIAL PARINOR,,,,LE HAUT DE GALY,93600,AULNAY-SOUS-BOIS,,,93005,,,,,,,,,,,,,,,,,,,F,,,,,47.54Z,NAFRev2,O
392327607,00363,39232760700363,O,2011-12-01,NN,,,2018-09-29T12:20:09,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,,11,,RUE,DE LA VISITATION,35000,RENNES,,,35238,,,,,,,,,,,,,,,,,,,F,,,,,47.54Z,NAFRev2,O
392327607,00371,39232760700371,O,2011-11-01,NN,,,2015-05-14T06:09:22,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,CENTRE CCIAL AUCHAN,,,,ZAC EURO MOSELLE,57280,SEMECOURT,,,57645,,,,,,,,,,,,,,,,,,,F,,,,,47.54Z,NAFRev2,O
392327607,00389,39232760700389,O,2011-11-01,NN,,,2015-05-14T06:09:22,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,CRETEIL SOLEIL,,,,CENTRE COMMER REG CRETEIL,94000,CRETEIL,,,94028,,,,,,,,,,,,,,,,,,,F,,,,,47.54Z,NAFRev2,O
392327607,00397,39232760700397,O,2011-11-01,NN,,,2015-05-14T06:09:22,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,ET BOULEVARD VIVIER MERLE-CENTRE COMME,,,RUE,DE BONNEL,69003,LYON 3EME,,,69383,,,,,,,,,,,,,,,,,,,F,BOULANGER,,,,47.54Z,NAFRev2,O
392327607,00405,39232760700405,O,2011-12-10,NN,,,2019-11-14T14:01:05,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,CENTRE COMMERCIAL DOMUS,16,,RUE,DE LISBONNE,93110,ROSNY-SOUS-BOIS,,,93064,,,,,,,,,,,,,,,,,,,F,,,,,47.54Z,NAFRev2,O
392327607,00413,39232760700413,O,2012-09-05,NN,,,2017-05-04T03:53:52,false,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,LESQUIN,,,RUE,DE LA HAIE PLOUVIER,59273,FRETIN,,,59256,,,,,,,,,,,,,,,,,,,F,BOULANGER,,,,47.54Z,NAFRev2,O
392327607,00421,39232760700421,O,2016-06-09,NN,,,2018-09-29T12:20:09,true,C,O,,1993-08-16,5306,CAP BOULANGER,,PLANETE SATURN - HYPERMEDIA,,,,,,,,,,,,47.54Z,NAFRev2,,,O,NN,,00421,2019-05-03T08:34:57,,,LE HUB,,,AV,DE LA MOTTE,59810,LESQUIN,,,59343,,,,,,,,,,,,,,,,,,,F,,,,,47.54Z,NAFRev2,N
413691643,00014,41369164300014,O,1997-08-25,,,,2019-11-14T14:00:34,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,CTRE CIAL DECOUVERTE,20,,AV,GENERAL DE GAULLE,35400,SAINT-MALO,,,35288,,,,,,,,,,,,,,,,,,,F,,,,,00.0Z,NAF1993,N
413691643,00022,41369164300022,O,1998-01-01,NN,,,2019-11-14T14:00:34,true,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,LA MOINERIE,10,,IMP,DU GRAND JARDIN,35400,SAINT-MALO,,BP 40,35288,35409,ST MALO CEDEX,,,,,,,,,,,,,,,,,F,,,,,47.71Z,NAFRev2,O
413691643,00030,41369164300030,O,1997-11-01,NN,,,2019-08-13T09:19:31,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,CASE N 7,,,,CENTRE COMMERCIAL CARREFOUR,44300,NANTES,,,44109,,,,,,,,,,,,,,,,,,,F,,,,,47.71Z,NAFRev2,O
413691643,00048,41369164300048,O,2000-09-02,NN,,,2019-11-14T14:00:39,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,CTRE CIAL OCEANIS,332,,RTE,DE LA COTE D AMOUR,44600,SAINT-NAZAIRE,,,44184,,,,,,,,,,,,,,,,,,,F,CACHE CACHE,,,,47.71Z,NAFRev2,O
413691643,00055,41369164300055,O,2001-02-28,NN,,,2013-05-18T04:21:42,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,,,,,CENTRE COMMERCIAL AUCHAN,36330,LE POINCONNET,,,36159,,,,,,,,,,,,,,,,,,,F,CACHE-CACHE,,,,47.71Z,NAFRev2,N
413691643,00063,41369164300063,O,2001-02-28,NN,,,2018-09-29T12:38:49,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,C.COMMERCIAL CARREFOUR,,,RUE,PIERRE GAULTIER,36000,CHATEAUROUX,,,36044,,,,,,,,,,,,,,,,,,,F,CACHE-CACHE,,,,47.71Z,NAFRev2,O
413691643,00071,41369164300071,O,2001-02-28,NN,,,2018-09-29T12:38:49,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,,,,,CENTRE COMMERCIAL CARREFOU,58180,MARZY,,,58160,,,,,,,,,,,,,,,,,,,F,CACHE-CACHE,,,,47.71Z,NAFRev2,O
413691643,00089,41369164300089,O,2001-02-28,NN,,,2016-04-26T04:10:46,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,CENTRE COMMERCIAL,15,,RUE,PABLO PICASSO,03100,MONTLUCON,,,03185,,,,,,,,,QU LEDRU ROLLIN,03100,MONTLUCON,,,03185,,,,,F,CACHE CACHE,,,,47.71Z,NAFRev2,O
413691643,00097,41369164300097,O,2001-11-17,NN,,,2015-05-14T08:05:01,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,33 35 ET 37,,,RUE,DU GENERAL DE GAULLE,53000,LAVAL,,,53130,,,,,,,,,,,,,,,,,,,F,CACHE CACHE,,,,47.71Z,NAFRev2,O
413691643,00105,41369164300105,O,2001-12-07,NN,,,2018-09-29T12:38:49,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,,6,,RUE,PELVOYSIN,18000,BOURGES,,,18033,,,,,,,,,,,,,,,,,,,F,CACHE CACHE,,,,47.71Z,NAFRev2,O
413691643,00113,41369164300113,O,2002-04-24,NN,,,2018-09-29T12:38:49,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,CENTRE COMMERCIAL,,,,LES MINIMES,37520,LA RICHE,,,37195,,,,,,,,,,,,,,,,,,,F,CACHE CACHE,,,,47.71Z,NAFRev2,O
413691643,00121,41369164300121,O,2002-11-21,NN,,,2018-09-29T12:38:49,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,CCIAL GEANT,,,RTE,N 10 LA GRANDE CHAUME,16430,CHAMPNIERS,,,16078,,,,,,,,,,,,,,,,,,,F,CACHE-CACHE,,,,47.71Z,NAFRev2,O
413691643,00139,41369164300139,O,2003-03-21,NN,,,2013-05-18T04:21:42,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,CENTR COMMERCIAL CARREFOUR,,,RUE,DES MARICHELLES,62800,LIEVIN,,,62510,,,,,,,,,,,,,,,,,,,F,CACHE CACHE,,,,47.71Z,NAFRev2,O
413691643,00147,41369164300147,O,2003-03-05,NN,,,2018-09-29T12:38:49,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,CC CAP COSTIERES GEANT CASINO,400,,AV,DU DOCTEUR CLAUDE BAILLET,30900,NIMES,,,30189,,,,,,,,,,,,,,,,,,,F,CACHE CACHE,,,,47.71Z,NAFRev2,O
413691643,00154,41369164300154,O,2003-03-07,NN,,,2018-09-29T12:38:49,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,,23,,RUE,DU GENERAL DE GAULLE,78120,RAMBOUILLET,,,78517,,,,,,,,,,,,,,,,,,,F,CACHE CACHE,,,,47.71Z,NAFRev2,O
413691643,00162,41369164300162,O,2003-03-01,NN,,,2013-05-18T04:21:42,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,,7,,RUE,ABEL BOYE,47200,MARMANDE,,,47157,,,,,,,,,,,,,,,,,,,F,CACHE CACHE,,,,47.71Z,NAFRev2,N
413691643,00170,41369164300170,O,2003-03-25,NN,,,2019-11-14T14:01:05,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,CTRE CCIAL-MOULIN DE VIRY,,,RTE,DE FLEURY,91170,VIRY-CHATILLON,,,91687,,,,,,,,,,,,,,,,,,,F,CACHE-CACHE,,,,47.71Z,NAFRev2,O
413691643,00188,41369164300188,O,2003-06-01,NN,,,2018-09-29T12:38:49,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,,22,,PL,NOTRE DAME,91150,ETAMPES,,,91223,,,,,,,,,,,,,,,,,,,F,CACHE CACHE,,,,47.71Z,NAFRev2,O
413691643,00196,41369164300196,O,2003-06-01,NN,,,2013-05-18T04:21:42,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,CENTRE COMMERCIAL,,,,LA CAVAILLE NORD,24100,BERGERAC,,,24037,,,,,,,,,,,,,,,,,,,F,CACHE CACHE,,,,47.71Z,NAFRev2,N
413691643,00204,41369164300204,O,2003-06-01,NN,,,2018-09-29T12:38:49,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,CENTRE COMMERCIAL NIORT,,,RTE,DE CHAURAY,79180,CHAURAY,,,79081,,,,,,,,,,,,,,,,,,,F,,,,,47.71Z,NAFRev2,O
413691643,00212,41369164300212,O,2003-05-19,NN,,,2019-11-14T14:00:27,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,RESIDENCE JEAN JAURES,18,,RUE,JACQUEMART,26100,ROMANS-SUR-ISERE,,,26281,,,,,,,,,,,,,,,,,,,F,CACHE CACHE,,,,47.71Z,NAFRev2,O
413691643,00220,41369164300220,O,2003-04-15,NN,,,2012-05-05T06:02:24,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,LOT B 10 CC LECLERC,,,CHE,SOUHARE,64122,URRUGNE,,,64545,,,,,,,,,,,,,,,,,,,F,CACHE-CACHE,,,,47.71Z,NAFRev2,N
413691643,00238,41369164300238,O,2003-05-01,NN,,,2019-11-14T14:00:59,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,,61,,RUE,NATIONALE,78200,MANTES-LA-JOLIE,,,78361,,,,,,1,,PL,DE LA REPUBLIQUE,78200,MANTES-LA-JOLIE,,,78361,,,,,F,,,,,47.71Z,NAFRev2,O
413691643,00246,41369164300246,O,2003-08-08,NN,,,2018-09-29T12:38:49,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,C.C CHAMNORD,1097,,AV,DES LANDIERS,73000,CHAMBERY,,,73065,,,,,,,,,,,,,,,,,,,F,CACHE CACHE,,,,47.71Z,NAFRev2,O
413691643,00253,41369164300253,O,2004-02-01,NN,,,2018-09-29T12:38:49,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,,56,,RUE,DE LA REPUBLIQUE,74700,SALLANCHES,,,74256,,,,,,,,,,,,,,,,,,,F,CACHE-CACHE,,,,47.71Z,NAFRev2,O
413691643,00261,41369164300261,O,2004-03-09,NN,,,2019-11-14T14:01:05,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,,8,,RUE,BERTHIE ALBRECHT,95210,SAINT-GRATIEN,,,95555,,,,,,,,,,,,,,,,,,,F,,,,,47.71Z,NAFRev2,O
413691643,00279,41369164300279,O,2004-02-01,NN,,,2016-04-22T10:15:50,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,CENTRE COMMERCIAL PROVENCI,10,,RUE,NICOLAS GIROD,74300,CLUSES,,,74081,,,,,,,,,,,,,,,,,,,F,PATRICE BREAL,,,,47.71Z,NAFRev2,N
413691643,00287,41369164300287,O,2004-03-01,NN,,,2020-10-14T10:29:24,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,CENTRE COMMERCIAL LA MADEL,,,AV,DE LA FLAUDAIS,35400,SAINT-MALO,,,35288,,,,,,,,,,,,,,,,,,,F,,,,,47.71Z,NAFRev2,N
413691643,00295,41369164300295,O,2004-03-01,NN,,,2019-11-14T14:00:34,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,9 RUE SAINT-VINCENT ET,2,,RUE,DE LA CORNE DE CERF,35400,SAINT-MALO,,,35288,,,,,,2,,RUE,DE LA CORNE DE CERF,35400,SAINT-MALO,,,35288,,,,,F,,,,CACHE-CACHE,47.71Z,NAFRev2,O
413691643,00303,41369164300303,O,2004-05-10,NN,,,2018-09-29T12:38:49,false,C,O,,1997-08-25,5710,TETHYS,,,,,,,,,,,,,,47.71Z,NAFRev2,,,O,NN,,00022,2020-07-10T11:34:37,,,CENTRE COMMERCIAL CORA,11,,BD,SOLIDARITE,57070,METZ,,,57463,,,,,,,,,,,,,,,,,,,F,CACHE CACHE,,,,47.71Z,NAFRev2,O
