siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,denominationUsuelle1UniteLegale,denominationUsuelle2UniteLegale,denominationUsuelle3UniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,caractereEmployeurUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
311799878,00096,31179987800096,O,2008-01-03,02,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,53,,RUE,DE LA REPUBLIQUE,38300,BOURGOIN-JALLIEU,,,38053,,,,,,,,,,,,,,,,,,,F,ADREA MUTUELLE ALPES DAUPHINE,,,,65.12Z,NAFRev2,O
311799878,00104,31179987800104,O,2008-01-03,NN,,,2011-04-23T04:43:11,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,11,,AV,AMBROISE CROIZAT,38400,SAINT MARTIN D'HERES,,,38421,,,,,,,,,,,,,,,,,,,F,ADREA MUTUELLE ALPES DAUPHINE,,,,65.12Z,NAFRev2,O
311799878,00112,31179987800112,O,2008-01-03,,,,2017-05-12T15:31:31,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,5,,RUE,GAMBETTA,38270,BEAUREPAIRE,,,38034,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,N
311799878,00120,31179987800120,O,2008-01-03,,,,2021-03-01T14:22:03,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,83,,AV,GABRIEL PERI,38150,ROUSSILLON,,,38344,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,N
311799878,00138,31179987800138,O,2008-01-03,,,,2021-04-13T13:45:11,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,5,,ALL,PIERRE BEREGOVOY,38090,VILLEFONTAINE,,,38553,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,N
311799878,00146,31179987800146,O,2008-01-03,02,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,37,,RUE,PAUL VERLAINE,69100,VILLEURBANNE,,,69266,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00153,31179987800153,O,2008-01-03,02,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,,,PL,GRENETTE,05000,GAP,,,05061,,,,,,,,,,,,,,,,,,,F,ADREA,,,,65.12Z,NAFRev2,O
311799878,00161,31179987800161,O,2008-01-03,NN,,,2012-05-05T01:06:22,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,CENTRE CIAL GRAND BOUCLE,,,CHE,FANTON,05100,BRIANCON,,,05023,,,,,,,,,,,,,,,,,,,F,ADREA,,,,65.12Z,NAFRev2,O
311799878,00179,31179987800179,O,2008-12-31,01,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,13,,AV,JEAN GIONO,04100,MANOSQUE,,,04112,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00187,31179987800187,O,2008-01-03,,,,2014-12-10T03:40:53,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,4-6,4,,PL,SAINT MAURICE,38200,VIENNE,,,38544,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00195,31179987800195,O,2009-10-01,01,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,17,,PL,DU 24 AVRIL 1915,38400,SAINT MARTIN D'HERES,,,38421,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00203,31179987800203,O,2010-01-01,01,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,1,,PL,JEAN JAURES,69310,PIERRE-BENITE,,,69152,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00211,31179987800211,O,2010-01-01,02,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,104,,AV,DU MARECHAL DE SAXE,69003,LYON 3EME,,,69383,,,,,,,,,,,,,,,,,,,F,,,,,70.10Z,NAFRev2,O
311799878,00229,31179987800229,O,2010-09-01,01,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,IMMEUBLE LE VAL CHANCEL BAT A,35,,AV,DU 159EME RIA,05100,BRIANCON,,,05023,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00237,31179987800237,O,2012-01-01,21,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,67,,RUE,DES CRAS,25000,BESANCON,,,25056,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00245,31179987800245,O,2012-01-01,01,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,17,,RUE,MARECHAL LECLERC,71200,LE CREUSOT,,,71153,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00252,31179987800252,O,2012-01-01,01,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,3,,RUE,JULES GUESDE,71300,MONTCEAU-LES-MINES,,,71306,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00260,31179987800260,O,2012-01-01,01,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,7,,RUE,SAINT SAULGE,71400,AUTUN,,,71014,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00278,31179987800278,O,2012-01-01,01,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,45,,,GRANDE RUE,71500,LOUHANS,,,71263,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00286,31179987800286,O,2012-01-01,01,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,20,,RUE,VICTOR HUGO,71600,PARAY-LE-MONIAL,,,71342,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00294,31179987800294,O,2012-01-01,11,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,2,,RUE,DE LA BARRE,71000,MACON,,,71270,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00302,31179987800302,O,2012-01-01,02,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,9,,RUE,GENERAL LECLERC,71100,CHALON-SUR-SAONE,,,71076,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00310,31179987800310,O,2012-01-01,11,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,8,,RUE,LAMARTINE,71100,CHALON-SUR-SAONE,,,71076,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00328,31179987800328,O,2012-01-01,NN,,,2019-06-24T13:17:35,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,17,,AV,VINGT TROIS JANVIER,71700,TOURNUS,,,71543,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,N
311799878,00336,31179987800336,O,2012-01-01,22,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,130,,,GALERIE DE CHARTREUSE,73000,BARBERAZ,,,73029,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00344,31179987800344,O,2012-01-01,03,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,1,,PL,FRANCOIS RUDE,21000,DIJON,,,21231,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00351,31179987800351,O,2012-01-01,22,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,12,,AV,DU SIX JUIN,14000,CAEN,,,14118,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00369,31179987800369,O,2012-01-01,NN,,,2021-02-26T15:11:50,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,,,RUE,SOMBARDIER,39100,DOLE,,,39198,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00377,31179987800377,O,2012-01-01,21,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,11,,RUE,M DESBOUTINS,03000,MOULINS,,,03190,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00385,31179987800385,O,2012-01-01,11,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,6,,RUE,DE LA POSTE,74000,ANNECY,,,74010,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00393,31179987800393,O,2012-01-01,22,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,24,B,RUE,LACRETELLE,71000,MACON,,,71270,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00401,31179987800401,O,2012-01-01,NN,,,2017-05-04T02:20:59,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,ESPACE REPUBLIQUE,9,,RUE,DE LA LIBERTE,01630,SAINT-GENIS-POUILLY,,,01354,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00419,31179987800419,O,2012-01-01,02,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,23,,RUE,DE LA REPUBLIQUE,01500,AMBERIEU-EN-BUGEY,,,01004,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00427,31179987800427,O,2012-01-01,22,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,58,,RUE,BOURGMAYER,01000,BOURG-EN-BRESSE,,,01053,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00435,31179987800435,O,2012-01-01,01,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,144,,,GRANDE RUE,01120,MONTLUEL,,,01262,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00443,31179987800443,O,2012-01-01,NN,,,2019-11-14T14:00:12,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,23,,RUE,MARECHAL DE LATTRE,01190,PONT-DE-VAUX,,,01305,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00450,31179987800450,O,2012-01-01,01,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,28,,PL,VICTOR BERARD,01200,VALSERHONE,,,01033,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00468,31179987800468,O,2012-01-01,01,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,32,,,GRANDE RUE,01300,BELLEY,,,01034,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00476,31179987800476,O,2012-01-01,00,2018,,2020-08-25T10:25:05,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,86,,PL,DE LA REPUBLIQUE,01400,CHATILLON-SUR-CHALARONNE,,,01093,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00484,31179987800484,O,2012-01-01,NN,,,2016-08-04T08:26:44,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,,,RUE,JOSEPH FABRE,34500,BEZIERS,,,34032,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,N
311799878,00492,31179987800492,O,2012-01-01,NN,,,2019-11-14T14:00:12,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,ZAC COEUR DE VILLE,,,AV,LEON FOURNET,01480,JASSANS-RIOTTIER,,,01194,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,N
311799878,00500,31179987800500,O,2012-01-01,03,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,3,,RUE,DE L ECOLE FRANCAISE,25200,MONTBELIARD,,,25388,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00518,31179987800518,O,2012-01-01,31,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,393,,RUE,DE L HOSTELLERIE,30900,NIMES,,,30189,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00526,31179987800526,O,2012-01-01,01,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,32,,RUE,DE LA DRAPERIE,89000,AUXERRE,,,89024,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00534,31179987800534,O,2012-01-01,NN,,,2016-04-26T02:04:23,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,3,,PL,DU GENERAL DE GAULLE,89200,AVALLON,,,89025,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00542,31179987800542,O,2012-01-01,00,2018,,2020-08-25T10:25:05,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,2,,PL,DE LA REPUBLIQUE,89100,SENS,,,89387,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00559,31179987800559,O,2012-01-01,01,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,73,,RUE,PAUL BERT,69400,VILLEFRANCHE-SUR-SAONE,,,69264,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00567,31179987800567,O,2012-01-01,,,,2014-10-03T08:48:01,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,5,,PL,DE LA JOLIETTE,13002,MARSEILLE 2,,,13202,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,N
311799878,00575,31179987800575,O,2012-01-01,01,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,25,,BD,DE LA REPUBLIQUE,13100,AIX-EN-PROVENCE,,,13001,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00583,31179987800583,O,2012-01-01,,,,2021-04-13T13:48:12,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,18,,RUE,BASSE,14000,CAEN,,,14118,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,N
311799878,00591,31179987800591,O,2012-01-01,,,,2021-04-13T13:40:18,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,47,,RUE,BASSE,14000,CAEN,,,14118,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,N
311799878,00609,31179987800609,O,2012-01-01,,,,2021-04-13T13:41:17,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,57,,RUE,DE LA PIGACIERE,14000,CAEN,,,14118,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,N
311799878,00617,31179987800617,O,2012-01-01,01,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,34,,RUE,HENRY CHERON,14100,LISIEUX,,,14366,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00625,31179987800625,O,2012-01-01,02,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,72,,RUE,DU MARECHAL LECLERC,50000,SAINT-LO,,,50502,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00633,31179987800633,O,2012-01-01,01,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,75,,RUE,COURAYE,50400,GRANVILLE,,,50218,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00641,31179987800641,O,2012-01-01,02,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,6,,BD,ROBERT SCHUMAN,50100,CHERBOURG-EN-COTENTIN,,,50129,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00658,31179987800658,O,2012-01-01,01,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,2,,RUE,CHAUSSEE,14500,VIRE-NORMANDIE,,,14762,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00666,31179987800666,O,2012-01-01,01,2019,,2021-10-27T08:17:45,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,1,,,PROMENADE DU BREUIL,25110,BAUME-LES-DAMES,,,25047,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00674,31179987800674,O,2012-01-01,,,,2016-12-20T08:36:15,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,11,,RUE,DE LA LIBERTE,71130,GUEUGNON,,,71230,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,N
311799878,00682,31179987800682,O,2012-01-01,,,,2021-02-26T15:11:50,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,23,,PL,DE L EUROPE,73200,ALBERTVILLE,,,73011,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,O
311799878,00690,31179987800690,O,2012-01-01,,,,2021-03-01T14:18:53,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,4,,RUE,DU TEMPLE,73100,AIX-LES-BAINS,,,73008,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,N
311799878,00708,31179987800708,O,2012-01-01,,,,2021-04-13T13:39:06,false,C,O,,1982-12-15,8210,ADREA MUTUELLE,ADREA,,,,,,,,,,,,,65.12Z,NAFRev2,,O,O,42,2019,01375,2021-12-17T18:23:21,GE,2019,,,,PL,DU ONZE NOVEMBRE 1918,73200,ALBERTVILLE,,,73011,,,,,,,,,,,,,,,,,,,F,,,,,65.12Z,NAFRev2,N
