NbEntrp,FraisPersonnel,Salaries_tps_plein,CA_exportation,CA_hors_taxe,EBE,VA_et_autres_prdts_charges,ResultatNetComptable,CapaciteAutofinancement,ResultatCourantAvantImpots,InvestCorporelsBrutsHorsApports,annee,SecteurDActivite
1025.0,769.4645454545455,11003.818181818182,462.05454545454546,4211.597272727273,483.95818181818174,1379.3072727272724,3248.29,4182.891250000001,3195.4529999999995,496.9210000000001,2020,B 
207688.0,63423.00727272727,1278924.8181818181,62304.560000000005,269773.3272727272,16998.371999999996,84078.845,7742.5779999999995,13590.481,10144.913999999999,10744.287,2020,C 
29062.0,479.61727272727273,5989.909090909091,1173.2790909090909,13417.064545454545,2782.6749999999997,3429.7759999999994,105.04600000000005,1901.3437499999998,510.26099999999997,4937.429090909091,2020,D 
10703.0,2900.9809090909093,60846.36363636364,1658.1872727272728,16616.841818181816,1871.155,5079.187,746.6159999999999,1537.3229999999999,767.076,3287.8900000000003,2020,E 
486531.0,52871.01100000001,1021672.2,2769.003,205404.63000000003,13085.880000000001,68131.403,8920.619999999999,12160.269999999999,10428.396000000002,6327.352222222222,2020,F 
673272.0,80260.81272727273,1601671.9090909092,79609.70727272728,786993.0349999999,26959.724,116242.982,16783.214,22326.55,21472.499999999996,10693.695000000002,2020,G 
145328.0,19074.164545454547,402951.0909090909,8425.460909090909,71882.95,4579.293,24329.524,2089.1679999999997,3219.65,2434.522,4779.800000000001,2020,H 
264682.0,23073.018181818185,604380.2727272727,599.5290909090908,70214.768,4587.638000000001,29406.177000000003,2766.343,3365.494444444445,940.583,4716.364444444444,2020,I 
147175.0,21582.52090909091,282055.0,8734.205454545458,64160.56599999999,6678.7300000000005,28919.445,1959.0459999999998,6544.035000000001,2524.26,2191.752,2020,J 
114679.0,10994.58,99723.72727272728,3457.923636363636,33874.39363636364,3775.472727272727,15800.103636363638,31794.806363636362,39263.207272727275,32733.24363636364,2942.0059999999994,2020,K 
219130.0,8417.73,140435.45454545456,655.2290909090908,57404.49636363636,18225.30454545455,30248.903636363637,11360.212727272727,15000.071818181816,8901.73181818182,22969.351999999995,2020,L 
526909.0,52257.58727272728,656934.0909090909,15595.62909090909,144881.147,17474.243,71441.26999999999,40507.123,44854.026,39358.395,5525.719999999999,2020,M 
217259.0,28635.531818181822,469349.0,8754.578181818182,84699.386,9568.974,38887.5,5117.1,10234.324,5198.464999999999,10197.092999999999,2020,N 
153923.0,4123.163636363636,85076.72727272728,482.1445454545455,11019.794545454544,1161.6,5362.909090909091,933.5954545454543,1037.922,1030.231818181818,614.698,2020,P 
510198.0,22984.769090909092,313649.8181818182,148.72181818181818,71655.32636363637,25969.60818181818,51680.91636363636,24099.66090909091,25331.49,24565.934545454547,1438.6745454545455,2020,Q 
150476.0,4591.865454545455,77252.90909090909,539.3072727272728,14203.594545454545,1526.76,5969.8,631.9054545454545,1212.8990909090908,509.1372727272728,1343.3863636363637,2020,R 
236833.0,7054.477272727273,187035.54545454544,442.67272727272723,19017.283636363634,1927.2827272727272,9182.192727272726,1222.1672727272728,1389.7563636363636,1251.0772727272727,822.1940000000001,2020,S 
