annee,NbEntrp,Activite,SecteurDActivite,FraisPersonnel,Salaries_tps_plein,CA_exportation,CA_hors_taxe,EBE,VA_et_autres_prdts_charges,ResultatNetComptable,CapaciteAutofinancement,ResultatCourantAvantImpots,InvestCorporelsBrutsHorsApports
2018,493581.0,Santé humaine et action sociale ,Q ,33475.5,529544.0,229.1,95293.8,29582.6,66742.0,26927.9,28741.0,27456.5,2875.4
2018,144033.0,"Arts, spectacles et activités récréatives ",R ,7418.8,121092.0,1101.3,30425.7,3501.1,12182.3,4090.3,3128.3,1678.2,2651.1
2018,221489.0,Autres activités de services ,S ,8479.8,216020.0,911.7,25093.8,2613.5,11436.8,1059.1,2363.9,1221.3,1892.1
2019,4085.0,Exploitation forestière ,A ,257.16,4748.0,226.0,1676.2,128.31,394.43,74.32,122.01,57.01,131.84
2019,1040.0,Industries extractives ,B ,985.0,13419.0,672.16,4950.27,350.73,1471.6,13708.396564102564,214.77,-219.09,566.31
2019,209395.0,Industrie manufacturière ,C ,184173.9,2740094.0,461330.48,1065818.39,66498.22,268176.05,63045.63,90980.44,76611.82,38177.02
2019,29113.0,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ",D ,16001.97,182660.0,21592.1,120098.77,20966.15,35275.02,4502.93,17865.91,5953.19,19663.51
2019,10759.0,"Production et distribution d'eau - assainissement, gestion des déchets et dépollution ",E ,9746.25,177740.0,4515.45,43508.38,3219.12,13951.97,1757.56,3379.13,2211.95,5394.17
2019,486876.0,Construction ,F ,81515.63,1397177.0,7601.33,331699.57,21757.3,107170.3,14964.72,19912.95,18160.54,12347.33
2019,674919.0,Commerce - réparation d'automobiles et de motocycles ,G ,142820.59,2681605.0,135961.42,1385450.84,49368.44,220988.2,23263.43,50028.57,37425.29,25099.48
2019,145696.0,Transports et entreposage ,H ,66867.35,1216356.0,45928.0,224468.99,21534.75,92009.48,6821.24,17839.81,7586.68,29819.48
2019,264848.0,Hébergement et restauration ,I ,35799.18,885894.0,2336.48,109220.44,9377.27,47127.76,4119.9,8744.85,4176.62,10881.63
2019,147514.0,Information et communication ,J ,64506.93,763478.0,30261.35,211036.51,30345.65,98795.5,22270.49,30615.96,13535.01,15546.16
2019,114787.0,Activités auxiliaires de services financiers et d'assurance ,K ,17272.13,173937.0,7197.92,61105.21,8218.76,27611.43,30651.38,36106.42,32407.66,10004.31
2019,219330.0,Activités immobilières ,L ,12672.11,206986.0,647.68,79739.68,23680.32,42101.64,19063.57,25912.41,12326.52,37042.49
2019,527291.0,"Activités spécialisées, scientifiques et techniques ",M ,75448.34,887955.0,30580.15,196073.43,20782.9,99240.44,33653.48,40337.01,39166.79,9364.82
2019,217696.0,Activités de services administratifs et de soutien ,N ,69920.34,958195.0,16621.07,161680.93,14769.29,87303.6,4249.28,13479.55,6370.52,19280.66
2019,153956.0,Enseignement ,P ,5767.17,107605.0,549.22,15470.75,1651.35,7252.08,1223.99,1651.39,896.28,1147.91
2019,510395.0,Santé humaine et action sociale ,Q ,34494.22,545334.0,233.01,98180.92,30371.44,68655.64,28345.86,29125.46,28469.62,3151.85
2019,150522.0,"Arts, spectacles et activités récréatives ",R ,7764.78,129972.0,1079.21,31639.54,3597.28,12578.78,1730.3,3213.37,1591.94,2719.28
2019,236872.0,Autres activités de services ,S ,8253.45,215111.0,705.39,22975.8,2485.8,11025.32,852.45,2560.46,1135.56,1614.55
2020,4085.0,Exploitation forestière ,A ,41156.658080808076,708899.4646464647,35590.74353535354,212968.64202020204,15717.983232323231,61218.72646464646,13708.396564102564,20166.928418367344,15019.060656565656,11137.411734693878
2020,1040.0,Industries extractives ,B ,41156.658080808076,708899.4646464647,35590.74353535354,212968.64202020204,15717.983232323231,61218.72646464646,13708.396564102564,20166.928418367344,15019.060656565656,11137.411734693878
2020,209395.0,Industrie manufacturière ,C ,41156.658080808076,708899.4646464647,35590.74353535354,212968.64202020204,15717.983232323231,61218.72646464646,13708.396564102564,20166.928418367344,15019.060656565656,11137.411734693878
2020,29113.0,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné ",D ,41156.658080808076,708899.4646464647,35590.74353535354,212968.64202020204,15717.983232323231,61218.72646464646,13708.396564102564,20166.928418367344,15019.060656565656,11137.411734693878
2020,10759.0,"Production et distribution d'eau - assainissement, gestion des déchets et dépollution ",E ,41156.658080808076,708899.4646464647,35590.74353535354,212968.64202020204,15717.983232323231,61218.72646464646,13708.396564102564,20166.928418367344,15019.060656565656,11137.411734693878
2020,486876.0,Construction ,F ,41156.658080808076,708899.4646464647,35590.74353535354,212968.64202020204,15717.983232323231,61218.72646464646,13708.396564102564,20166.928418367344,15019.060656565656,11137.411734693878
2020,674919.0,Commerce - réparation d'automobiles et de motocycles ,G ,41156.658080808076,708899.4646464647,35590.74353535354,212968.64202020204,15717.983232323231,61218.72646464646,13708.396564102564,20166.928418367344,15019.060656565656,11137.411734693878
2020,145696.0,Transports et entreposage ,H ,41156.658080808076,708899.4646464647,35590.74353535354,212968.64202020204,15717.983232323231,61218.72646464646,13708.396564102564,20166.928418367344,15019.060656565656,11137.411734693878
2020,264848.0,Hébergement et restauration ,I ,41156.658080808076,708899.4646464647,35590.74353535354,212968.64202020204,15717.983232323231,61218.72646464646,13708.396564102564,20166.928418367344,15019.060656565656,11137.411734693878
2020,147514.0,Information et communication ,J ,41156.658080808076,708899.4646464647,35590.74353535354,212968.64202020204,15717.983232323231,61218.72646464646,13708.396564102564,20166.928418367344,15019.060656565656,11137.411734693878
2020,114787.0,Activités auxiliaires de services financiers et d'assurance ,K ,41156.658080808076,708899.4646464647,35590.74353535354,212968.64202020204,15717.983232323231,61218.72646464646,13708.396564102564,20166.928418367344,15019.060656565656,11137.411734693878
2020,219330.0,Activités immobilières ,L ,41156.658080808076,708899.4646464647,35590.74353535354,212968.64202020204,15717.983232323231,61218.72646464646,13708.396564102564,20166.928418367344,15019.060656565656,11137.411734693878
2020,527291.0,"Activités spécialisées, scientifiques et techniques ",M ,41156.658080808076,708899.4646464647,35590.74353535354,212968.64202020204,15717.983232323231,61218.72646464646,13708.396564102564,20166.928418367344,15019.060656565656,11137.411734693878
2020,217696.0,Activités de services administratifs et de soutien ,N ,41156.658080808076,708899.4646464647,35590.74353535354,212968.64202020204,15717.983232323231,61218.72646464646,13708.396564102564,20166.928418367344,15019.060656565656,11137.411734693878
2020,153956.0,Enseignement ,P ,41156.658080808076,708899.4646464647,35590.74353535354,212968.64202020204,15717.983232323231,61218.72646464646,13708.396564102564,20166.928418367344,15019.060656565656,11137.411734693878
2020,510395.0,Santé humaine et action sociale ,Q ,41156.658080808076,708899.4646464647,35590.74353535354,212968.64202020204,15717.983232323231,61218.72646464646,13708.396564102564,20166.928418367344,15019.060656565656,11137.411734693878
2020,150522.0,"Arts, spectacles et activités récréatives ",R ,41156.658080808076,708899.4646464647,35590.74353535354,212968.64202020204,15717.983232323231,61218.72646464646,13708.396564102564,20166.928418367344,15019.060656565656,11137.411734693878
2020,236872.0,Autres activités de services ,S ,41156.658080808076,708899.4646464647,35590.74353535354,212968.64202020204,15717.983232323231,61218.72646464646,13708.396564102564,20166.928418367344,15019.060656565656,11137.411734693878
