NbEntrp_secteur,FraisPersonnel_secteur,Salaries_tps_plein_secteur,CA_exportation_secteur,CA_hors_taxe_secteur,EBE_secteur,VA_et_autres_prdts_charges_secteur,ResultatNetComptable_secteur,CapaciteAutofinancement_secteur,ResultatCourantAvantImpots_secteur,InvestCorporelsBrutsHorsApports_secteur,annee_secteur,SecteurDActivite_secteur,secteur_secteur,description_ape_secteur,CO2_secteur,CO2e_secteur,CH4_secteur,N2O_secteur,HFC_secteur,PFC_secteur,SF6_secteur,NF3_secteur,Gaz_fluores_secteur,eges_secteur
1104.0,429.0,7133.0,194.2,2155.5,179.89999999999998,657.4,-15.3,4182.891250000001,94.3,496.9210000000001,2018,B,energie,INDUSTRIES EXTRACTIVES,44.97976071303427,43.38381052347572,1129.9456876398278,271.5451470345955,4.698372261810366,0.0,189.7609826223158,0.0,194.45935488412616,27.63794986679136
201294.0,49938.6,947961.0,33241.8,193223.0,12717.7,65193.4,6219.2,10605.1,7039.0,8288.7,2018,C,indus_manu,INDUSTRIE MANUFACTURIÈRE,84.65350153628825,76.408604491054,270.0030055343447,1194.8551566100546,3711.498771456756,1998.2504719354008,217.56120437129536,12.250677260000003,5939.56112502345,174.40608643953357
26915.0,333.70000000000005,5019.0,113.0,5969.6,2687.7,3204.6,542.0,1901.34375,496.0,1620.0,2018,D,energie,"PRODUCTION ET DISTRIBUTION D'ÉLECTRICITÉ, DE GAZ, DE VAPEUR ET D'AIR CONDITIONNÉ",44.97976071303427,43.38381052347572,1129.9456876398278,271.5451470345955,4.698372261810366,0.0,189.7609826223158,0.0,194.45935488412616,62.5160309141613
11506.0,2061.0,46297.0,873.5,10089.9,1465.8000000000002,3590.6000000000004,477.9,648.1,406.4,3287.8900000000003,2018,E,dechets,"PRODUCTION ET DISTRIBUTION D'EAU ; ASSAINISSEMENT, GESTION DES DÉCHETS ET DÉPOLLUTION",15.041455564107594,1.1285245760528964,13488.19174942716,424.73923862753816,0.0,0.0,0.0,0.0,0.0,30.082911128215187
472074.0,50696.600000000006,947303.0,3184.4,190421.2,12323.6,64968.4,7987.8,11109.3,9307.5,6283.1,2018,F,construction,CONSTRUCTION,3.56724937545889,3.987488254492085,6.940675048870977,344.75709904043924,68.54110494388503,0.0,0.0,0.0,68.54110494388503,8.043517613928055
679342.0,70248.4,1333237.0,38648.6,531443.9,21429.1,96208.8,12882.7,17794.7,15328.5,9767.8,2018,G,tertiaire,COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES,23.10623281342317,30.038249012818955,58.86348204861046,156.73605323114603,6684.751032604727,6.232591135881989,25.43304037541828,0.0,6716.416664116027,18.68327827538529
134085.0,15689.7,320111.0,5803.9,53557.8,3319.4,19519.2,2020.1,2887.5,1943.1,3556.4,2018,H,transport,TRANSPORTS ET ENTREPOSAGE,135.87278529099655,131.34514188300955,153.80326632419963,1268.263058085868,3105.577083576978,0.0,0.0,0.0,3105.577083576978,274.8511476655701
258110.0,24700.4,613684.0,494.2,72719.79999999999,4394.599999999999,30462.4,2257.9,3860.9,275.5000000000002,6311.700000000001,2018,I,tertiaire,HÉBERGEMENT ET RESTAURATION,23.10623281342317,30.038249012818955,58.86348204861046,156.73605323114603,6684.751032604727,6.232591135881989,25.43304037541828,0.0,6716.416664116027,4.401083215115762
134373.0,21171.9,263631.0,7241.8,49365.6,3861.2,25246.0,1373.1,3938.4,974.3,1719.5,2018,J,tertiaire,INFORMATION ET COMMUNICATION,23.10623281342317,30.038249012818955,58.86348204861046,156.73605323114603,6684.751032604727,6.232591135881989,25.43304037541828,0.0,6716.416664116027,3.386016747379938
101640.0,6723.4,70101.0,1194.0,18117.2,2166.4,9549.2,22799.7,26402.4,23734.9,2117.3,2018,K,tertiaire,ACTIVITÉS FINANCIÈRES ET D'ASSURANCE,23.10623281342317,30.038249012818955,58.86348204861046,156.73605323114603,6684.751032604727,6.232591135881989,25.43304037541828,0.0,6716.416664116027,5.4508963032745035
213341.0,7453.1,115576.0,528.0,47112.2,12196.8,22314.300000000003,9509.9,12429.8,6635.700000000001,18797.300000000003,2018,L,tertiaire,ACTIVITÉS IMMOBILIÈRES,23.10623281342317,30.038249012818955,58.86348204861046,156.73605323114603,6684.751032604727,6.232591135881989,25.43304037541828,0.0,6716.416664116027,5.987402258456666
488767.0,47376.0,570940.0,9439.9,120134.3,17359.0,66571.5,18627.7,20584.800000000003,17468.4,5386.2,2018,M,tertiaire,"ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES",23.10623281342317,30.038249012818955,58.86348204861046,156.73605323114603,6684.751032604727,6.232591135881989,25.43304037541828,0.0,6716.416664116027,10.726959543258344
200858.0,24724.1,420281.0,5475.799999999999,61435.6,4812.3,30109.4,2300.0,4404.1,2505.7,4648.4,2018,N,tertiaire,ACTIVITÉS DE SERVICES ADMINISTRATIFS ET DE SOUTIEN,23.10623281342317,30.038249012818955,58.86348204861046,156.73605323114603,6684.751032604727,6.232591135881989,25.43304037541828,0.0,6716.416664116027,4.3995358302131375
141531.0,4392.4,85748.0,399.1,11906.3,1414.5,5900.5,801.9000000000001,1294.9,870.8,869.3000000000001,2018,P,tertiaire,ENSEIGNEMENT,23.10623281342317,30.038249012818955,58.86348204861046,156.73605323114603,6684.751032604727,6.232591135881989,25.43304037541828,0.0,6716.416664116027,1.0843980303880956
493380.0,22968.1,261782.0,114.1,72738.4,27842.9,53754.7,26295.9,27494.6,26513.0,1432.9,2018,Q,tertiaire,SANTÉ HUMAINE ET ACTION SOCIALE,23.10623281342317,30.038249012818955,58.86348204861046,156.73605323114603,6684.751032604727,6.232591135881989,25.43304037541828,0.0,6716.416664116027,9.848878286715841
143989.0,4259.9,74651.0,474.0,13610.0,1807.7,5874.7,970.3,1629.4,784.5,1621.1,2018,R,tertiaire,"ARTS, SPECTACLES ET ACTIVITÉS RÉCRÉATIVES",23.10623281342317,30.038249012818955,58.86348204861046,156.73605323114603,6684.751032604727,6.232591135881989,25.43304037541828,0.0,6716.416664116027,1.2161576990939613
221445.0,6369.700000000001,173755.0,299.20000000000005,16940.2,1850.7,8422.9,1034.5,1778.9,1049.8,1239.9,2018,S,tertiaire,AUTRES ACTIVITÉS DE SERVICES,23.10623281342317,30.038249012818955,58.86348204861046,156.73605323114603,6684.751032604727,6.232591135881989,25.43304037541828,0.0,6716.416664116027,1.6083085004724007
3954.0,132.32,2348.0,69.02,660.58,54.78,192.47,12.58,54.15,-1.91,92.23,2019,A,agriculture,"AGRICULTURE, SYLVICULTURE ET PÊCHE",83.06620682813137,11.01212050603604,37473.88608509975,34577.45320133563,2.747035659958907,0.0,0.0,0.0,2.747035659958907,166.13516069192272
1025.0,427.51,7154.0,204.6,2134.07,202.24,683.18,-3.1000000000000014,125.43,32.23,247.51,2019,B,energie,INDUSTRIES EXTRACTIVES,42.47955520246138,40.964289835955256,1057.515398677093,282.6894053428474,3.711063064964971,0.0,171.34949942122927,0.0,175.06056248619424,18.733992627892377
207688.0,50622.380000000005,954329.0,32934.66,195127.4,13040.72,66114.75,6669.08,11127.61,7568.04,8596.27,2019,C,indus_manu,INDUSTRIE MANUFACTURIÈRE,81.82537509332676,74.1749143323012,258.9468163016938,994.083162090973,3535.639811990988,1810.7095920034967,183.8007623663333,10.290631532000004,5540.440797892819,168.33420099980626
29062.0,366.79,5352.0,114.37,6715.71,3014.85,3442.06,830.0600000000001,2198.65,738.71,3135.7200000000003,2019,D,energie,"PRODUCTION ET DISTRIBUTION D'ÉLECTRICITÉ, DE GAZ, DE VAPEUR ET D'AIR CONDITIONNÉ",42.47955520246138,40.964289835955256,1057.515398677093,282.6894053428474,3.711063064964971,0.0,171.34949942122927,0.0,175.06056248619424,66.40017833951659
10703.0,2009.19,43526.0,1099.66,9799.66,1000.05,3092.37,375.96,832.53,354.46,2373.51,2019,E,dechets,"PRODUCTION ET DISTRIBUTION D'EAU ; ASSAINISSEMENT, GESTION DES DÉCHETS ET DÉPOLLUTION",15.284860033686186,1.099005342085066,13761.893291000406,423.96140060071576,0.0,0.0,0.0,0.0,0.0,30.569720067372373
486531.0,52387.81,972025.0,3217.63,202566.4,14734.3,69065.63,10045.8,12959.2,11716.96,8793.67,2019,F,construction,CONSTRUCTION,3.6288737311114687,4.057368723481501,7.0084989940626965,353.6312549451524,67.85523843081721,0.0,0.0,0.0,67.85523843081721,8.18259268539382
673272.0,71278.54000000001,1364092.0,38578.28,541002.35,22227.14,97875.42,13165.04,17894.8,16607.8,10291.05,2019,G,tertiaire,COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES,22.898621326340315,28.996148898983986,58.25162384408991,156.3354322137979,5852.891225270645,4.8,25.24929131514041,0.0,5882.940516585785,17.76707528413352
145328.0,16139.91,332026.0,5328.07,55618.1,3890.83,20535.04,2532.48,3370.8,2552.42,3649.2,2019,H,transport,TRANSPORTS ET ENTREPOSAGE,135.86779003626174,131.63325689897016,157.47425742094458,1257.1041493821583,2819.954730488504,0.0,0.0,0.0,2819.954730488504,274.555534803012
264682.0,26198.0,659149.0,567.8199999999999,75953.18,4168.08,31687.47,2546.63,3493.45,295.9300000000003,9396.38,2019,I,tertiaire,HÉBERGEMENT ET RESTAURATION,22.898621326340315,28.996148898983986,58.25162384408991,156.3354322137979,5852.891225270645,4.8,25.24929131514041,0.0,5882.940516585785,4.474032700841191
147175.0,21915.23,262145.0,7595.16,51415.46000000001,4427.6,26578.05,2000.36,4733.75,1181.9,2539.2200000000003,2019,J,tertiaire,INFORMATION ET COMMUNICATION,22.898621326340315,28.996148898983986,58.25162384408991,156.3354322137979,5852.891225270645,4.8,25.24929131514041,0.0,5882.940516585785,3.4570108962597628
114679.0,7577.879999999999,78870.0,1365.7600000000002,22429.43,2367.2,10693.64,18736.97,20252.08,18182.28,2803.96,2019,K,tertiaire,ACTIVITÉS FINANCIÈRES ET D'ASSURANCE,22.898621326340315,28.996148898983986,58.25162384408991,156.3354322137979,5852.891225270645,4.8,25.24929131514041,0.0,5882.940516585785,4.589912125631926
219130.0,7514.429999999999,115250.0,502.42,45565.96,12252.25,22281.04,10901.54,13616.69,8336.35,18408.92,2019,L,tertiaire,ACTIVITÉS IMMOBILIÈRES,22.898621326340315,28.996148898983986,58.25162384408991,156.3354322137979,5852.891225270645,4.8,25.24929131514041,0.0,5882.940516585785,5.698811135921701
526909.0,49997.36,593448.0,9699.82,124831.27,17326.93,69123.2,17413.63,19415.76,18205.85,6407.1,2019,M,tertiaire,"ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES",22.898621326340315,28.996148898983986,58.25162384408991,156.3354322137979,5852.891225270645,4.8,25.24929131514041,0.0,5882.940516585785,10.372418613757503
217259.0,26077.75,435329.0,5936.860000000001,65437.96000000001,3843.54,30456.3,1021.8,3382.84,1311.45,5594.63,2019,N,tertiaire,ACTIVITÉS DE SERVICES ADMINISTRATIFS ET DE SOUTIEN,22.898621326340315,28.996148898983986,58.25162384408991,156.3354322137979,5852.891225270645,4.8,25.24929131514041,0.0,5882.940516585785,4.053480018388999
153923.0,4405.1,87766.0,335.19,12321.54,1460.3,5939.0,777.75,1291.52,864.25,981.78,2019,P,tertiaire,ENSEIGNEMENT,22.898621326340315,28.996148898983986,58.25162384408991,156.3354322137979,5852.891225270645,4.8,25.24929131514041,0.0,5882.940516585785,1.0400362948208228
510198.0,23652.76,267317.0,155.74,75083.39,28477.69,55225.78,26687.17,27941.69,27173.38,1832.92,2019,Q,tertiaire,SANTÉ HUMAINE ET ACTION SOCIALE,22.898621326340315,28.996148898983986,58.25162384408991,156.3354322137979,5852.891225270645,4.8,25.24929131514041,0.0,5882.940516585785,9.68217935678395
150476.0,4457.62,80037.0,538.88,14247.04,1786.86,6016.0,913.36,1626.4899999999998,717.8100000000001,1793.05,2019,R,tertiaire,"ARTS, SPECTACLES ET ACTIVITÉS RÉCRÉATIVES",22.898621326340315,28.996148898983986,58.25162384408991,156.3354322137979,5852.891225270645,4.8,25.24929131514041,0.0,5882.940516585785,1.1658997913002282
236833.0,6327.25,176933.0,240.9,16696.92,1980.21,8492.52,1376.74,1898.42,1396.9499999999998,1274.24,2019,S,tertiaire,AUTRES ACTIVITÉS DE SERVICES,22.898621326340315,28.996148898983986,58.25162384408991,156.3354322137979,5852.891225270645,4.8,25.24929131514041,0.0,5882.940516585785,1.574382096714155
3954.0,168.08363636363634,3350.6363636363635,114.63818181818182,1003.0709090909093,89.84363636363635,264.8972727272727,45.07999999999999,89.365,28.562727272727276,91.82875,2020,A,agriculture,"AGRICULTURE, SYLVICULTURE ET PÊCHE",82.953736808215,10.868895304148737,37539.165442090205,34542.92902631611,2.747035659958907,0.0,0.0,0.0,2.747035659958907,165.91022065208998
1025.0,769.4645454545455,11003.818181818182,462.0545454545455,4211.597272727273,483.95818181818174,1379.3072727272724,3248.29,4182.891250000001,3195.4529999999995,496.9210000000001,2020,B,energie,INDUSTRIES EXTRACTIVES,38.35697762256507,37.06766160659272,969.8847195996958,144.86138572037498,3.2204112310526547,0.0,171.34949942122927,0.0,174.56991065228192,33.99832947274754
207688.0,63423.00727272727,1278924.818181818,62304.560000000005,269773.3272727272,16998.371999999996,84078.845,7742.577999999999,13590.481,10144.914,10744.287,2020,C,indus_manu,INDUSTRIE MANUFACTURIÈRE,72.14371407887765,66.18713694464866,250.8341984100751,924.6337173349942,3249.46048820966,463.0828541657305,190.76188519288755,9.441654430610004,3912.746881998888,147.33181270326912
29062.0,479.61727272727273,5989.909090909091,1173.2790909090909,13417.064545454545,2782.675,3429.7759999999994,105.04600000000003,1901.34375,510.261,4937.429090909091,2020,D,energie,"PRODUCTION ET DISTRIBUTION D'ÉLECTRICITÉ, DE GAZ, DE VAPEUR ET D'AIR CONDITIONNÉ",38.35697762256507,37.06766160659272,969.8847195996958,144.86138572037498,3.2204112310526547,0.0,171.34949942122927,0.0,174.56991065228192,42.8901956830349
10703.0,2900.9809090909093,60846.36363636364,1658.1872727272728,16616.841818181816,1871.155,5079.187,746.6159999999999,1537.323,767.076,3287.8900000000003,2020,E,dechets,"PRODUCTION ET DISTRIBUTION D'EAU ; ASSAINISSEMENT, GESTION DES DÉCHETS ET DÉPOLLUTION",15.06253716611076,1.0821942591112483,13554.29444614132,426.048460858191,0.0,0.0,0.0,0.0,0.0,30.12507433222152
486531.0,52871.01100000001,1021672.2,2769.003,205404.63000000003,13085.88,68131.403,8920.619999999999,12160.27,10428.396000000002,6327.352222222222,2020,F,construction,CONSTRUCTION,3.6386506744295706,4.072831842672081,6.924289600003128,359.40164021169073,67.85523843081722,0.0,0.0,0.0,67.85523843081722,8.21351892377498
673272.0,80260.81272727273,1601671.9090909092,79609.70727272728,786993.0349999999,26959.724,116242.982,16783.214,22326.55,21472.5,10693.695000000002,2020,G,tertiaire,COMMERCE ; RÉPARATION D'AUTOMOBILES ET DE MOTOCYCLES,20.157171195239307,26.2067054389483,53.4199886507072,145.8547398097751,5820.196908489997,4.8,25.26260675851708,0.0,5850.259515248515,17.00402207143455
145328.0,19074.164545454547,402951.0909090909,8425.460909090909,71882.95,4579.293,24329.524,2089.168,3219.65,2434.522,4779.800000000001,2020,H,transport,TRANSPORTS ET ENTREPOSAGE,113.62484304732088,109.6726254070145,135.9707679614215,1052.9672191850495,2763.2796531599497,0.0,0.0,0.0,2763.2796531599497,230.0129657478018
264682.0,23073.018181818185,604380.2727272727,599.5290909090908,70214.768,4587.638000000001,29406.177000000003,2766.343,3365.494444444445,940.583,4716.364444444444,2020,I,tertiaire,HÉBERGEMENT ET RESTAURATION,20.157171195239307,26.2067054389483,53.4199886507072,145.8547398097751,5820.196908489997,4.8,25.26260675851708,0.0,5850.259515248515,3.141744202794838
147175.0,21582.52090909091,282055.0,8734.205454545458,64160.56599999999,6678.7300000000005,28919.445,1959.046,6544.035000000001,2524.26,2191.752,2020,J,tertiaire,INFORMATION ET COMMUNICATION,20.157171195239307,26.2067054389483,53.4199886507072,145.8547398097751,5820.196908489997,4.8,25.26260675851708,0.0,5850.259515248515,2.8836630407333605
114679.0,10994.58,99723.72727272728,3457.923636363636,33874.39363636364,3775.472727272727,15800.103636363638,31794.80636363636,39263.20727272728,32733.24363636364,2942.0059999999994,2020,K,tertiaire,ACTIVITÉS FINANCIÈRES ET D'ASSURANCE,20.157171195239307,26.2067054389483,53.4199886507072,145.8547398097751,5820.196908489997,4.8,25.26260675851708,0.0,5850.259515248515,5.134281199174021
219130.0,8417.73,140435.45454545456,655.2290909090908,57404.49636363636,18225.30454545455,30248.90363636364,11360.212727272728,15000.071818181816,8901.73181818182,22969.351999999995,2020,L,tertiaire,ACTIVITÉS IMMOBILIÈRES,20.157171195239307,26.2067054389483,53.4199886507072,145.8547398097751,5820.196908489997,4.8,25.26260675851708,0.0,5850.259515248515,5.326410274300186
526909.0,52257.58727272728,656934.0909090909,15595.62909090909,144881.147,17474.243,71441.26999999999,40507.123,44854.026,39358.395,5525.719999999999,2020,M,tertiaire,"ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES",20.157171195239307,26.2067054389483,53.4199886507072,145.8547398097751,5820.196908489997,4.8,25.26260675851708,0.0,5850.259515248515,10.593657683605292
217259.0,28635.531818181826,469349.0,8754.578181818182,84699.386,9568.974,38887.5,5117.1,10234.324,5198.464999999999,10197.093,2020,N,tertiaire,ACTIVITÉS DE SERVICES ADMINISTRATIFS ET DE SOUTIEN,20.157171195239307,26.2067054389483,53.4199886507072,145.8547398097751,5820.196908489997,4.8,25.26260675851708,0.0,5850.259515248515,4.709169547870541
153923.0,4123.163636363636,85076.72727272728,482.1445454545455,11019.794545454544,1161.6,5362.909090909091,933.5954545454543,1037.922,1030.231818181818,614.698,2020,P,tertiaire,ENSEIGNEMENT,20.157171195239307,26.2067054389483,53.4199886507072,145.8547398097751,5820.196908489997,4.8,25.26260675851708,0.0,5850.259515248515,0.782199697077965
510198.0,22984.76909090909,313649.8181818182,148.72181818181818,71655.32636363637,25969.60818181818,51680.91636363636,24099.66090909091,25331.49,24565.934545454547,1438.6745454545455,2020,Q,tertiaire,SANTÉ HUMAINE ET ACTION SOCIALE,20.157171195239307,26.2067054389483,53.4199886507072,145.8547398097751,5820.196908489997,4.8,25.26260675851708,0.0,5850.259515248515,6.578712314623508
150476.0,4591.865454545455,77252.90909090909,539.3072727272728,14203.594545454544,1526.76,5969.8,631.9054545454545,1212.8990909090908,509.1372727272728,1343.3863636363635,2020,R,tertiaire,"ARTS, SPECTACLES ET ACTIVITÉS RÉCRÉATIVES",20.157171195239307,26.2067054389483,53.4199886507072,145.8547398097751,5820.196908489997,4.8,25.26260675851708,0.0,5850.259515248515,0.8507761787818823
236833.0,7054.477272727273,187035.54545454544,442.6727272727272,19017.283636363634,1927.2827272727272,9182.192727272726,1222.1672727272728,1389.7563636363636,1251.0772727272729,822.1940000000001,2020,S,tertiaire,AUTRES ACTIVITÉS DE SERVICES,20.157171195239307,26.2067054389483,53.4199886507072,145.8547398097751,5820.196908489997,4.8,25.26260675851708,0.0,5850.259515248515,1.2590341827489684
