annee_secteur,FraisPersonnel_secteur,Salaries_tps_plein_secteur,CA_exportation_secteur,CA_hors_taxe_secteur,EBE_secteur,VA_et_autres_prdts_charges_secteur,eges_secteur,energie_secteur,transport_secteur,agri_indusmanu_secteur,autre_secteur
2011,741261.3257033858,572.9616860746862,1099958.2737243683,6593717.215069146,731348.3547925608,1505639.0081068191,5523.814580073454,1,0,0,0
2011,606715.8418389227,1004.6840897196452,308474.1401492409,3256171.1982159703,322660.60554078396,1015001.2865597393,3019.385372529141,0,0,0,1
2011,152299.919202801,6.251977152214626,10065.607325612711,586215.997845408,36549.85187180178,195574.4680851064,18.760759940190898,0,0,0,1
2011,187362.42411815966,5.634406433149105,205690.05792283305,2037921.8078367906,68694.72250496116,297938.35721765365,32.74190997587259,0,0,0,1
2011,632638.6356323073,132.6540688558336,452316.850799099,2134765.6333798133,199912.04547892307,864776.3595409204,3031.1024067765716,0,1,0,0
2011,114664.29730356178,11.986704449839822,7159.3261140954055,344900.5152144829,33114.01814433325,154764.81902430498,14.25352739750715,0,0,0,1
2011,449484.0896946916,55.95611099805785,155268.7339929615,1670636.4122123339,268847.30897499673,751131.3175980691,65.19490751403346,0,0,0,1
2011,151914.30603790953,22.720341047218565,76622.45282229382,530743.266803353,72110.40908266735,239245.71460451625,55.261155259790314,0,0,0,1
2011,74338.39549933336,8.515816002432452,3791.096224513024,507838.4442782349,179097.26512958927,286835.5500634126,39.57304815920094,0,0,0,1
2011,182469.651544497,5.602836983868178,86316.96498561268,527696.5082090974,49731.187334328664,238180.32276815543,34.70505265795981,0,0,0,1
2011,335911.2817384856,30.399897501946942,73410.83324363438,830959.3005872292,90933.82607967661,441824.83585088444,39.37553118165364,0,0,0,1
2011,59216.46399391982,14.174753988107009,7698.793463803913,148884.9040471214,13384.714041421243,72950.31350940529,8.558944879389985,0,0,0,1
2011,71985.8632658386,3.2883308080833435,540.0105946441702,204690.8973031096,63097.167645748836,142592.31440265448,14.317993340580067,0,0,0,1
2011,73343.90485629336,17.249009547264794,6066.732738685167,381848.69507763465,28255.037991410634,110032.3752890651,11.11881781871628,0,0,0,1
2011,47522.96110029286,6.110680412591512,2725.1772234062673,129375.89761674766,11870.262755740914,60462.441926432475,6.946533456858094,0,0,0,1
2012,49649.49176305644,174.3019842845031,34525.061338941465,295706.2740974413,21433.57868909919,72940.76410795654,29948.22976781649,0,0,1,0
2012,744528.5215366705,7429.721052581649,355005.82072176953,4475552.968568102,603725.2619324797,1469965.075669383,12161.007007472395,1,0,0,0
2012,694586.5558947055,56.45888690177225,1435099.2587152596,4109106.097812866,193290.79934822023,981733.6423932251,855.7181852148425,0,0,1,0
2012,713673.6013797565,479.0807876891749,1170416.0827853833,6430316.912795085,839732.6722000646,1516222.9168912366,5183.476593664804,1,0,0,0
2012,547780.9883677855,789.991671964357,276083.57412758394,2831132.8443357786,245973.17922501298,873453.3600059273,2511.869293766089,0,0,0,1
2012,139101.59418481312,5.166580518291011,8880.911898670991,550140.1931116241,29481.694952268048,175075.84856804146,16.333224874529844,0,0,0,1
2012,182540.176534538,5.2623608671050235,194186.44277836298,1986318.2916593906,58047.699249136764,281302.913890125,32.516999510322975,0,0,0,1
2012,614892.3651267069,123.01322266686132,460144.6628928521,2069515.2880069795,193962.91111246374,848575.6893298436,2834.3073825416577,0,1,0,0
2012,115547.0317899512,12.029147207148386,7073.669876933186,342823.60951125575,20034.675628495766,143950.96327787606,13.351576508619768,0,0,0,1
2012,399902.07863960956,42.33596013988209,144814.546496724,1443255.765816688,214581.52550333968,642460.4533042489,53.11572326527829,0,0,0,1
2012,139777.73609678325,18.17302953012953,59180.10878739567,451855.7160273844,55495.63912594954,209697.08337240928,33.56677684984067,0,0,0,1
2012,50332.47209726285,3.8780871132049537,3360.1322019226986,354090.4341591582,114004.04824670698,190480.49977922626,28.00814131142538,0,0,0,1
2012,168501.63357414133,4.5081202975226216,88257.7968933432,476641.6942467196,34257.50393267849,208618.98767230017,33.35338028700342,0,0,0,1
2012,292586.33897722117,23.729197616964562,64822.371266721915,736480.986403598,78308.29281511708,384486.864802047,33.32285992934862,0,0,0,1
2012,43915.932155150185,7.067378489304829,5622.014888867148,110983.43013172291,9903.67596702036,54811.30984675318,16.374829392556357,0,0,0,1
2012,69100.61177269313,2.9539981871701553,504.69375173160876,193144.451738348,57501.89072955953,135535.7316686593,15.14562002887013,0,0,0,1
2012,30654.352720824118,2.4970868620199,2500.149441090322,160099.22888397393,13953.812740351086,49465.99717058203,6.537605954369962,0,0,0,1
2012,39070.1723060441,4.395241089001637,2160.9677707347555,108481.83197928756,10129.006338719757,50620.03392554236,10.593455936138616,0,0,0,1
2013,42955.078477358824,165.826689660867,35810.9327079199,284791.6290817247,19808.767815262494,64261.23038066029,30916.501119662138,0,0,1,0
2013,710841.9838523644,6299.812821525924,406113.0334486736,3955305.651672434,428662.05305651674,1253633.2179930797,10115.653568510572,1,0,0,0
2013,669942.2115110523,50.33275526931385,1352225.1591558908,3758539.9984451532,183763.507735365,920002.2458904523,798.2214994367665,0,0,1,0
2013,662829.2166209255,391.61578071385753,1010660.1184457607,5755293.94771053,839149.694255862,1466445.1827242523,4742.126688835522,1,0,0,0
2013,553252.1193987319,732.3230143212073,226957.32706418753,2674047.1610743036,224349.93232172116,847517.2757711762,2403.2188282732404,0,0,0,1
2013,136048.17910383872,4.476384392998863,11365.038936392595,525300.8072657485,26776.216517021072,169225.98090101272,14.916033064060521,0,0,0,1
2013,166226.54326229088,4.367947366789901,185062.69281933713,1802509.8998818963,51029.61344788635,262527.8856322416,32.31512889840744,0,0,0,1
2013,537128.1635646125,103.14382976854218,428103.742727299,1909936.2221514652,194872.68552020917,765874.5091228375,2679.9864986225894,0,1,0,0
2013,111551.80225629466,11.043927819054215,4857.163526155276,340148.79513255635,26829.194000982323,145438.48493963288,14.462581095411688,0,0,0,1
2013,359068.05732723046,32.302188054933815,162995.14996896253,1188673.0287795793,166077.06842568403,549926.6697135685,49.108068414661986,0,0,0,1
2013,147884.126984127,12.123834719072816,47511.11111111111,441519.04761904763,30192.85714285714,192623.8095238095,58.32223532343273,0,0,0,1
2013,50217.1030972782,3.9165841725214925,3039.8882452909093,338842.32442676777,113147.19412042105,188244.40114246056,30.08357283918653,0,0,0,1
2013,143772.43650994246,3.8575311498656975,54762.0368600907,374417.6011145565,34227.608696992305,182686.97690953064,21.89287407779354,0,0,0,1
2013,260285.83168424387,19.644658509533794,57884.22210992146,642593.7383402681,68662.89147180648,341365.7767093462,32.62653960687941,0,0,0,1
2013,38023.638695365844,4.529756949372707,4648.019132785692,95035.8739731725,8128.661051609996,45926.311046410876,5.708276641422223,0,0,0,1
2013,66560.99241902136,2.5237672470031045,407.6674181452885,192692.59073228284,60952.46995058931,134032.16951488747,16.26028678092791,0,0,0,1
2013,29324.81004171633,2.242665096817949,3032.8143623361143,150609.91507747318,13898.614421930868,48241.02353992849,6.5794683811778025,0,0,0,1
2013,33700.47265574184,3.342160533282645,1917.0349229125686,91804.40961395182,8749.847244286935,43749.63042972646,5.823639285261334,0,0,0,1
2014,46382.825184917914,172.85682998800092,39455.168681219555,314522.82157676347,18906.729208010103,67382.28396175356,31622.151869210953,0,0,1,0
2014,664883.4745762711,5373.197805946568,385381.3559322034,3538983.0508474577,306514.8305084746,1080667.372881356,7342.009006186357,1,0,0,0
2014,658736.5797219812,48.11925606313168,1354598.6252190631,3695931.8054208565,196332.92498256,920824.1879774727,754.7508755078704,0,0,1,0
2014,558903.6691717238,278.23175528628263,752031.5074548889,4509295.502953825,658859.4622834868,1157935.1364385325,3042.174741297469,1,0,0,0
2014,602683.780630105,892.7811491638253,227125.63204978607,2894507.9735511476,228984.83080513417,899338.7786853364,2569.9542647901603,0,0,0,1
2014,129927.58796178091,4.122910781586543,12458.900219372523,501712.94679999235,24077.480359819572,160154.27290080648,14.146757102704537,0,0,0,1
2014,162747.0385290364,4.114721326017572,179761.41213305676,1735253.843929483,47143.97535098915,254180.70955647738,27.448843963212248,0,0,0,1
2014,528237.5796899166,98.79288756199223,431862.76358972426,1908633.8601984233,194406.6166207703,756171.4889282885,2619.242343407524,0,1,0,0
2014,108381.86919859044,10.430344824620658,5005.238210363598,330410.1921653956,24432.7714162216,139592.4452552071,12.302315546461546,0,0,0,1
2014,353152.5503778338,30.046480233520928,168765.74307304787,1156720.3243073048,156740.6591099916,533219.8520151133,40.84353421643723,0,0,0,1
2014,146828.7708722286,11.09067663259727,50025.11790419206,434057.62871988665,31290.16052965037,192393.3988648207,58.20234575205112,0,0,0,1
2014,53848.19797375852,4.4585540981296985,3066.884950293022,353879.51692884427,113986.28609390941,194687.64087598168,28.015482474149753,0,0,0,1
2014,138447.4329998023,3.45714705165619,55207.07742288145,362802.6299976352,31099.605732960645,173164.0608342024,19.678208368274774,0,0,0,1
2014,254345.04248784462,18.090855450452235,52264.973719320544,627339.0700131628,66979.02022761665,333174.5449010109,27.86110400757981,0,0,0,1
2014,32341.463722158835,3.9875990087935094,4394.066434249762,86193.04892733085,8043.600234518324,40818.1663440989,4.824486102948094,0,0,0,1
2014,65578.82142452824,2.364381970661451,479.0307507552837,188577.40297851467,59214.46060205153,131461.75412270555,13.834550866908854,0,0,0,1
2014,28976.234003656307,2.1197671880959006,3777.5895126410132,151275.69447540908,13835.109466268339,47946.671422838546,5.445533184343663,0,0,0,1
2014,31252.844851512626,2.938242178693805,2009.0665186418723,84408.17836987696,8347.8582662596,40814.876491812385,4.941101664272007,0,0,0,1
2015,49885.4961832061,191.53167064856362,36870.229007633585,328893.1297709924,26431.297709923663,78091.60305343512,33351.1471925324,0,0,1,0
2015,583818.61575179,4099.543748326792,354463.0071599045,2923102.625298329,281575.1789976134,958806.6825775657,4118.495934630726,1,0,0,0
2015,727013.6847583016,57.658978614147884,1532707.4630924081,4045053.2810133942,248790.68742586838,1046984.3368353937,815.6737674506529,0,0,1,0
2015,521136.6491759663,230.3933572126023,696722.3412903702,4069292.7352006505,608232.9465671421,1062293.991574902,3143.1855480423387,1,0,0,0
2015,628083.5840312222,982.3793082728812,221229.36824132045,3011578.177087568,224774.37190015448,925855.7606309457,2487.5418916123404,0,0,0,1
2015,140480.9562456107,5.293846589816119,12468.553872806868,554800.3537752555,26399.56769797146,173324.37426507642,16.27208788973587,0,0,0,1
2015,183510.69688329974,5.09617798382239,196010.26120053255,1967550.4869190608,56877.444180323866,291119.46072929807,29.46306663323506,0,0,0,1
2015,581327.0240267926,100.26953254506628,474826.4313533651,1977793.5614969237,201237.088186043,817158.366102843,2630.017826779591,0,1,0,0
2015,113133.65534587394,11.289413710759977,5011.839436843119,351376.7357898434,29129.924129414296,149217.31314649555,13.074807549841635,0,0,0,1
2015,423635.7295097849,41.56720542908953,209367.95194729706,1396398.3724084478,198459.98837434605,650490.9901181943,50.8146943123848,0,0,0,1
2015,147518.67019995183,10.295647261839314,48924.42643161818,438431.5614947497,37774.73890061927,199285.07659387533,57.85169429548733,0,0,0,1
2015,46708.843665470384,3.290567544206042,2659.5244038679525,324815.1346131025,113007.89386455619,185068.76951470532,25.251330727091222,0,0,0,1
2015,163783.6694888193,4.425501552999898,86525.73164522002,445128.7661065514,38527.34553676997,206408.74608393962,25.070619463924714,0,0,0,1
2015,298983.74918848183,24.11879991193195,67984.00989668799,752670.7255356021,80421.83610144106,392694.54710895044,32.962154599768276,0,0,0,1
2015,41955.579831560615,6.026894862586421,4012.4299706965653,98878.05490149764,7404.099528340185,48808.30239372892,4.680108578323656,0,0,0,1
2015,66473.69253618541,2.390733260840027,378.55152958546086,191904.09442037457,60579.44968318554,133681.19941294854,13.265637106486922,0,0,0,1
2015,31257.307588531283,2.4222105349554326,4358.281302514047,165149.84402588368,14900.616795974496,51420.80822520863,6.019744642199893,0,0,0,1
2015,38113.097089332434,4.467526663353645,2711.256654653226,104766.19527633963,9836.53793381021,49386.21686394321,5.687789875137196,0,0,0,1
2016,54664.070107108084,215.18323664182932,42336.903602726394,348257.05939629994,19415.774099318405,76222.00584225901,33263.53476551489,0,0,1,0
2016,744656.7164179104,6053.553129873023,611343.2835820896,3782805.9701492535,129611.94029850746,983223.8805970149,5188.461617153986,1,0,0,0
2016,715850.4015367168,54.83620270010716,1753635.5851790137,4204995.718484575,273263.44048693555,1059569.5341248352,816.4302711760615,0,0,1,0
2016,474122.48197803675,187.98795353821433,603452.8060365155,3699801.2531159474,544549.6193491882,959004.2444249814,3084.195155232405,1,0,0,0
2016,574164.9423588531,825.6559003044993,226744.01418859002,2730579.3674253616,242624.88915164056,880254.2122376589,2244.4138466846475,0,0,0,1
2016,137817.76590185272,4.962629324095718,10933.25708200633,545326.6153284888,26553.407152505944,170514.99225983297,15.551804038332243,0,0,0,1
2016,176934.25086512018,4.5876545484627735,185440.84946250706,1869158.4321258932,58374.100340784986,284759.674214813,27.217578444062728,0,0,0,1
2016,548915.9106437078,89.57640615391823,345690.02049694274,1788417.0652183313,184396.37800859663,770115.9763723005,2427.3175286873143,0,1,0,0
2016,115431.00901167085,11.309083948158946,7368.148914167528,354717.831289703,26669.00576156005,148650.46535677352,12.167906616664197,0,0,0,1
2016,420437.2907699665,40.12733812096592,214962.93639406984,1382118.3046389287,196969.15351506456,646001.4646102344,47.15570930067778,0,0,0,1
2016,144261.91254025293,8.917441176749907,50118.34201174753,428810.77945716016,32155.69141737061,189849.92232763735,48.33040213100141,0,0,0,1
2016,48217.49566947863,2.698248608025069,3486.2058822461336,313759.61884149024,105345.15253966468,177907.98595349546,23.641302727553875,0,0,0,1
2016,160977.0927102982,4.019465531927319,81163.89533906484,432643.769752583,37666.19146335643,202192.5756226927,22.66645921451177,0,0,0,1
2016,293212.5082167339,20.97870198041377,56822.70635740445,699871.349422481,69333.74025730116,375336.1818011081,27.400898127038722,0,0,0,1
2016,40520.27940671613,5.371404712697455,4184.0945554925,98544.11445306205,8590.985840497158,47988.17355725105,4.4361122177933066,0,0,0,1
2016,65550.17359462226,2.2665300457523405,384.96849969924335,189901.33071622293,60403.752598642895,132380.8317767858,12.603774838789828,0,0,0,1
2016,31725.492883741124,2.327423910229376,5638.63568866653,169211.15756288124,15066.822013570008,51799.511114157125,5.382442592297341,0,0,0,1
2016,35330.18344757215,4.045413527617538,2933.830216721013,98766.66444843727,10281.049666156474,46949.269093409646,5.237918626172353,0,0,0,1
2017,56098.081023454164,241.08819290692438,47121.53518123667,359189.76545842213,22963.752665245203,81385.92750533049,36381.35479797311,0,0,1,0
2017,757064.3642072213,7329.9093819389855,766954.4740973313,3621507.0643642074,146467.81789638932,1006122.448979592,3421.443956949845,1,0,0,0
2017,872864.091900567,67.58054776152252,2150382.339350396,5082736.347330083,321602.7943814251,1279269.2076457932,875.474837747507,0,0,1,0
2017,665993.6932779573,311.7502233218129,1033610.2138132595,4868281.802799569,624488.5402245809,1237121.2121212122,3964.5783456558893,1,0,0,0
2017,800856.5310492506,1360.9377619025056,374081.0135617416,3595378.301213419,294147.03783012135,1181004.6395431834,2762.256087958846,0,0,0,1
2017,158615.10715043498,5.968692488405897,24233.39698705708,626223.6367494165,37111.39401654996,203284.1077869722,17.22886523488537,0,0,0,1
2017,196487.73133601516,5.58653620993273,182483.7100661512,1917639.0567658083,64733.40497161928,300754.9722754002,32.22479470146817,0,0,0,1
2017,575654.0832253115,94.28501812076816,393692.40672645345,1894435.7733040573,190138.7088524995,797826.3361639463,2478.3797632942983,0,1,0,0
2017,127451.18675912825,13.242365777827095,8633.774981581748,388352.25833109196,36228.40971548186,170721.41077964753,14.827655222744177,0,0,0,1
2017,478331.4806493066,47.12133070445482,202934.3361478363,1543661.8496881973,240751.95320198985,752182.6194587009,63.871262043576984,0,0,0,1
2017,133016.59751037342,14.607616948743996,55414.9377593361,447983.40248962655,62090.248962655605,209677.3858921162,39.39234544071598,0,0,0,1
2017,52066.150837513815,3.634658224032178,2998.044383980954,329935.37964458804,104327.43814301505,180353.71141909703,25.3107003335712,0,0,0,1
2017,151246.8984510659,4.048510136785518,62757.59635911714,390498.7593804264,38492.11676113851,195846.19781495066,20.123195607315758,0,0,0,1
2017,338901.3680781759,25.031606064785834,64728.07817589577,778493.8110749186,78035.7003257329,431055.11400651466,33.44013749708843,0,0,0,1
2017,42680.96754038856,5.939965506981127,3813.483680937789,107496.05783820774,11847.311891940139,53777.03727946208,6.092506478612706,0,0,0,1
2017,68094.76133045444,2.34241057643701,509.79990510489677,195560.6231305769,61631.23428430489,136320.1601929673,15.188805156301902,0,0,0,1
2017,48976.43501163617,5.7853858040025505,6788.695494641786,269391.9926420379,21393.832132554802,78723.22635488232,8.499328031304785,0,0,0,1
2017,41434.63105287472,4.772073577865828,5244.541505093351,121086.892612658,12930.998278106757,55904.133943695495,6.554907869441506,0,0,0,1
2018,59262.7824019025,277.9659003988514,54696.78953626635,376456.59928656364,26539.833531510107,88038.04994054696,39991.707054941115,0,0,1,0
2018,838530.4659498207,8999.113577677574,873028.6738351254,4103315.4121863805,192383.51254480286,1152867.3835125447,2377.9882455126417,1,0,0,0
2018,888398.4867591425,66.20624033328151,2226535.900063052,5171902.585119799,298982.7987074401,1274714.7895649432,859.1094264242472,0,0,1,0
2018,586033.3123122009,246.45653824921183,1302055.1248284304,4322042.512148978,685706.8664910784,1241684.9055903847,3245.9155654917295,1,0,0,0
2018,848218.9175168597,1342.5494277756459,366833.82327511674,3757790.0743558705,305697.7347397544,1243048.5906968703,2600.977963705273,0,0,0,1
2018,164555.55790766102,6.0742323807632195,15469.209763119456,646566.60809924,41070.72545989543,213803.21344651666,17.027281724693694,0,0,0,1
2018,206038.95560330077,5.693638657722073,201086.31002644918,1989338.0954548859,67797.6705354009,316262.4884532749,31.14506033034747,0,0,0,1
2018,487436.1319975903,66.54012778294212,327716.667782265,1612596.5922190738,142502.80758904334,658179.1948355237,2044.1564787669672,0,1,0,0
2018,133077.92378754672,12.634076836337764,8077.343017988368,405993.5418425108,33976.18070451219,174909.98071845068,13.980853837346544,0,0,0,1
2018,461582.0341499628,41.78027115165324,230300.66815144767,1513371.1952487007,219392.72457312548,711167.0378619154,52.11457520464823,0,0,0,1
2018,144325.50916096565,14.343665199625267,63174.294251788946,526145.1207045687,67704.64732248172,228685.02791538887,48.52302238993603,0,0,0,1
2018,64469.35850965185,4.79632667068522,6166.699448331413,398819.3917596261,112445.79317579402,205011.37992076203,26.52095374666686,0,0,0,1
2018,145138.37208351394,3.558120326057445,58101.96354239076,375046.8191594632,41100.679593388886,192414.68281552842,17.958651574654866,0,0,0,1
2018,343400.528553829,23.477727387287445,64860.608830425634,765636.5496959822,64978.3412152764,422622.0045304614,28.326650757803108,0,0,0,1
2018,40458.597646261005,5.26417433413563,4439.044376315678,107530.97582684617,11498.14215679349,51270.82126559388,5.418818750633566,0,0,0,1
2018,67821.69491937495,2.1736278231610724,464.1588715935176,193066.18366590285,59934.64092013266,135219.95376645375,13.402433076840152,0,0,0,1
2018,51507.640610137954,5.837023465107497,7646.1644206536,211241.17389764846,24307.62394728986,84579.9226566134,8.647155217592482,0,0,0,1
2018,38285.42275237145,4.403415198231792,4116.231505853563,113295.91988766937,11799.683054237457,51635.972892558995,5.603002125292713,0,0,0,1
2019,62952.26438188495,284.5290334372551,55324.357405140756,410330.4773561812,31410.03671970624,96555.69155446757,40669.561980886836,0,0,1,0
2019,947115.3846153846,12406.619822485205,646307.6923076923,4759875.0,337240.3846153846,1414999.9999999998,7751.3346354367995,1,0,0,0
2019,879552.5203562644,62.4932120431343,2203159.0057069175,5089989.684567444,317573.10346474365,1280718.4985314833,803.9074524215299,0,0,1,0
2019,549650.3280321505,215.51104488854733,741665.2354618212,4125262.59746505,720164.5313090372,1211658.7091677256,2647.366569798876,1,0,0,0
2019,905869.5046007993,1535.4700890400738,419690.491681383,4043905.567431917,299202.5281159959,1296772.0048331628,2841.3161137068846,0,0,0,1
2019,167425.85381082658,5.894061916164805,15612.455738216713,681281.4145696235,44687.5590499429,220118.26419868716,16.80631759502177,0,0,0,1
2019,211611.45263357527,5.886965599042797,201448.49974589545,2052766.0948943503,73147.20729450497,327429.2174320178,28.82088746827622,0,0,0,1
2019,458951.17230397544,57.30142792198422,315231.7153525148,1540666.7993630571,147806.04820997146,631516.8570173512,1884.4411294957447,0,1,0,0
2019,135168.77605267926,12.629564199337093,8821.965806802391,412389.14396181965,35406.23300912221,177942.66900259772,13.348497864626504,0,0,0,1
2019,437293.6128096316,35.08569212133264,205142.2237889285,1430620.2123188307,205713.69497132476,669736.4317963041,49.08306819417301,0,0,0,1
2019,150471.1334907263,13.200991884811803,62706.75250681697,532335.630341415,71600.09408730954,240544.9223344107,41.45952933707473,0,0,0,1
2019,57776.45556923357,4.302737926480813,2952.9932065836865,363560.29726895544,107966.6256326084,191955.68321707015,23.83931739900439,0,0,0,1
2019,143086.72061537177,3.1936714776027135,57994.82638618903,371850.51518042217,39414.47891202391,188208.10520187145,17.149920138680994,0,0,0,1
2019,321183.39335587237,20.218689450469633,76349.90996619138,742691.3218433044,67843.64434808174,401034.4700867265,25.039160494293917,0,0,0,1
2019,37459.85866091611,4.539826063995446,3567.3828886175274,100488.12647769492,10726.116552781314,47104.887110603035,4.875032076701758,0,0,0,1
2019,67583.38149864321,2.093388109610758,456.52876693541276,192362.62110718168,59505.7553463494,134514.71899215315,12.153552017867455,0,0,0,1
2019,51585.6818272412,5.73653756015022,7169.782490267204,210198.77492991058,23898.69919347338,83567.71767582148,7.206872172554146,0,0,0,1
2019,34843.501975750616,3.8338504256657693,2977.9374514505726,96996.69019554864,10494.27538923976,46545.47603769124,4.760586078724302,0,0,0,1
2020,10075069.297627438,42481.5668660586,8712544.317100009,52134306.49209352,3847731.51342062,14986224.348750664,40614.49709965483,0,0,1,0
2020,39573709.693084694,655417.4044438468,34221868.78399379,204777540.40404043,15113445.415695414,58864160.06216006,33836.93791405542,1,0,0,0
2020,196550.33826408503,16.167841162170312,169969.4048824162,1017066.5107581463,75063.79441879333,292360.02036651527,703.6071190967747,0,0,1,0
2020,1413686.6032634247,836.3936513023726,1222503.4704549012,7315242.057507025,539895.6903212734,2102796.9108180697,1432.2848804714317,1,0,0,0
2020,3825323.736481837,6124.0796900031955,3307997.354340881,19794464.357301053,1460914.8835694052,5690001.530313826,2799.988319752906,0,0,0,1
