annee,CO2,CO2e,CH4,N2O,HFC,PFC,SF6,NF3,Gaz_fluores,secteur,total_ges
2012,90.1618214005489,80.8841142059969,297.7181467945835,1109.3037253600432,4231.410032268686,2353.769358106001,383.4638811909191,20.3992,6989.042471565606,indus_manu,186.43104242183165
2013,89.58582879296168,80.80065822553357,282.4363895226412,1092.944797146914,4190.48625276561,1995.4502223995196,330.2081475486247,10.6296,6526.774222713753,indus_manu,184.8154166505923
2014,86.02810764675624,77.37399254734062,278.68615407444065,1261.5728022178864,4157.138632751433,1828.9285171330037,254.3281881690903,6.3714992000000015,6246.766837253526,indus_manu,177.43589282489626
2015,84.33332880894328,75.63613091892334,283.0631436766557,1386.4800214191105,4308.2896324355725,1591.1125242092664,267.6933994732796,6.233806664000001,6173.3293627821195,indus_manu,173.98566161852662
2016,85.30318070050382,76.44170478898555,286.76341291956334,1132.5038560367857,4372.453833014646,1956.9255918401423,275.54480584245135,5.838358196000003,6610.762588893239,indus_manu,176.3856779362322
2017,85.27404647323458,75.87777815341198,275.4520649824304,1761.945976867332,4143.769411903954,2095.1620385942956,258.2904295161028,7.637445688000004,6504.859325702352,indus_manu,176.198941319901
2018,84.65350153628825,76.408604491054,270.0030055343447,1194.8551566100546,3711.498771456756,1998.2504719354006,217.56120437129536,12.250677260000005,5939.56112502345,indus_manu,174.40608643953357
2019,81.82537509332676,74.1749143323012,258.9468163016938,994.083162090973,3535.6398119909877,1810.7095920034972,183.80076236633332,10.290631532000003,5540.440797892819,indus_manu,168.33420099980626
2020,72.14371407887765,66.18713694464866,250.8341984100751,924.6337173349942,3249.4604882096596,463.0828541657305,190.76188519288755,9.441654430610003,3912.746881998888,indus_manu,147.33181270326912
1990,-21.91748560675263,-26.12871237416619,977.478254051947,3233.7485133616183,0.0,0.0,0.0,0.0,0.0,utcatf,-43.834971213505256
1991,-22.037503680202832,-26.27341682505849,1035.3834892411587,3200.5296556145004,0.0,0.0,0.0,0.0,0.0,utcatf,-44.075007360405664
1992,-19.82281238679926,-24.122145086075506,1067.8841746566768,3231.4485246195663,0.0,0.0,0.0,0.0,0.0,utcatf,-39.64562477359852
1993,-22.784308293300782,-27.068600710324198,1050.7026974309356,3233.5897195924863,0.0,0.0,0.0,0.0,0.0,utcatf,-45.56861658660156
1994,-20.348384914664233,-27.064800231847137,3489.4926895071385,3226.9226276757577,0.0,0.0,0.0,0.0,0.0,utcatf,-40.696769829328474
1995,-22.72313782299076,-29.644450884873127,3712.7765867255775,3208.536475156781,0.0,0.0,0.0,0.0,0.0,utcatf,-45.44627564598153
1996,-29.072514195938812,-35.21879490898039,2966.782595045119,3179.498117996468,0.0,0.0,0.0,0.0,0.0,utcatf,-58.145028391877624
1997,-29.311739363410148,-34.9984870164127,2492.260302324609,3194.487350677937,0.0,0.0,0.0,0.0,0.0,utcatf,-58.62347872682031
1998,-31.226002814305517,-36.543882366756094,2126.6878476054753,3191.1917048451005,0.0,0.0,0.0,0.0,0.0,utcatf,-62.45200562861103
1999,-34.37889139880835,-39.40018121063894,1853.8558200338568,3167.4339917967363,0.0,0.0,0.0,0.0,0.0,utcatf,-68.7577827976167
2000,-17.48991612732143,-22.443977950999837,1735.7540675178689,3218.3077561605405,0.0,0.0,0.0,0.0,0.0,utcatf,-34.97983225464286
2001,-29.273218878048745,-33.940392808542235,1513.6193438351934,3153.554586658308,0.0,0.0,0.0,0.0,0.0,utcatf,-58.546437756097475
2002,-38.03621629024026,-42.532929356043034,1370.3799162660757,3126.3331495366883,0.0,0.0,0.0,0.0,0.0,utcatf,-76.07243258048052
2003,-40.868935139077294,-45.43455358422436,1383.2792293681218,3182.3392157789485,0.0,0.0,0.0,0.0,0.0,utcatf,-81.73787027815459
2004,-44.06317525544057,-48.398536624196396,1236.8119354657983,3098.5494332900494,0.0,0.0,0.0,0.0,0.0,utcatf,-88.12635051088111
2005,-44.69950028339125,-49.04671756811936,1232.652466648658,3114.5648180794456,0.0,0.0,0.0,0.0,0.0,utcatf,-89.3990005667825
2006,-46.35709747068298,-50.651478942669726,1186.3893634828764,3107.9921085038663,0.0,0.0,0.0,0.0,0.0,utcatf,-92.71419494136596
2007,-45.740390782608,-50.05081279556835,1179.6342529006486,3130.7877600596876,0.0,0.0,0.0,0.0,0.0,utcatf,-91.48078156521602
2008,-45.651312885363,-49.94781485846886,1144.1507599183853,3152.3512131874863,0.0,0.0,0.0,0.0,0.0,utcatf,-91.30262577072598
2009,-35.14391646838205,-39.488562007312794,1162.9175383712868,3181.728000559458,0.0,0.0,0.0,0.0,0.0,utcatf,-70.2878329367641
2010,-35.88365969177316,-40.261122625381994,1174.152958410759,3203.3099751980662,0.0,0.0,0.0,0.0,0.0,utcatf,-71.76731938354632
2011,-35.63490080293314,-39.983083011205764,1154.3408797705888,3193.8413285020324,0.0,0.0,0.0,0.0,0.0,utcatf,-71.26980160586629
2012,-37.78843311546663,-42.10134779825654,1139.7766097948459,3173.138072995061,0.0,0.0,0.0,0.0,0.0,utcatf,-75.57686623093326
2013,-41.054158714350706,-45.26598260997051,1086.9174433933372,3124.9064522264744,0.0,0.0,0.0,0.0,0.0,utcatf,-82.1083174287014
2014,-34.90354308819457,-39.16299051456079,1130.0941980977257,3129.3532282685,0.0,0.0,0.0,0.0,0.0,utcatf,-69.80708617638913
2015,-31.150135864989156,-35.39968912479195,1130.1235725327472,3119.429687270054,0.0,0.0,0.0,0.0,0.0,utcatf,-62.3002717299783
2016,-33.82729061615531,-38.10659948195684,1157.8894930573424,3121.419372744187,0.0,0.0,0.0,0.0,0.0,utcatf,-67.65458123231063
2017,-32.19722686040223,-36.5079869925223,1182.7122497347082,3128.0478823853614,0.0,0.0,0.0,0.0,0.0,utcatf,-64.39445372080446
2018,-30.733335157649854,-35.018942164518776,1172.3207555588046,3113.286251310121,0.0,0.0,0.0,0.0,0.0,utcatf,-61.466670315299694
2019,-30.738510391163583,-35.0569633513193,1195.8296379433903,3122.6233222123296,0.0,0.0,0.0,0.0,0.0,utcatf,-61.477020782327166
2020,-30.79416948533505,-35.10701873348261,1192.452695893138,3120.396552254427,0.0,0.0,0.0,0.0,0.0,utcatf,-61.5883389706701
1990,0.0231965796641019,0.0231965796641019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.0463931593282038
1991,0.0231965796641019,0.0231965796641019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.0463931593282038
1992,0.13348238348347172,0.13348238348347172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.26696476696694343
1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.0
1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.0
1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.0
1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.0
1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.0
1998,0.13348238348347172,0.13348238348347172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.26696476696694343
1999,0.13348238348347172,0.13348238348347172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.26696476696694343
2000,0.26696476696694343,0.26696476696694343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.5339295339338869
2001,0.26696476696694343,0.26696476696694343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.5339295339338869
2002,0.9015933273569048,0.9015933273569048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,1.8031866547138096
2003,0.12757608332933576,0.12757608332933576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.2551521666586715
2004,0.029102879818237816,0.029102879818237816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.05820575963647563
2005,0.042490930973495065,0.042490930973495065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.08498186194699013
2006,0.08091129574901931,0.08091129574901931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.16182259149803863
2007,0.056473316089161105,0.056473316089161105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.11294663217832221
2008,0.10473233165626239,0.10473233165626239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.20946466331252478
2009,0.1390181077483381,0.1390181077483381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.2780362154966762
2010,0.15669671104581462,0.15669671104581462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.31339342209162924
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.0
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.0
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.0
2014,0.0231965796641019,0.0231965796641019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.0463931593282038
2015,0.0231965796641019,0.0231965796641019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.0463931593282038
2016,0.0463931593282038,0.0463931593282038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.0927863186564076
2017,0.0463931593282038,0.0463931593282038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.0927863186564076
2018,0.0927863186564076,0.0927863186564076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.1855726373128152
2019,0.1391794779846114,0.1391794779846114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.2783589559692228
2020,0.1391794779846114,0.1391794779846114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emi_naturelles,0.2783589559692228
1990,92.07323672808698,11.648654750963301,42253.11711117785,38171.46486594583,0.0,0.0,0.0,0.0,0.0,agriculture,184.14647345617396
1991,91.62042865316702,11.651510969380954,41589.5883213248,38379.32936246128,0.0,0.0,0.0,0.0,0.0,agriculture,183.24085730633405
1992,90.47726232439301,11.78087759078402,41059.86644151413,37636.51829209486,0.0,0.0,0.0,0.0,0.0,agriculture,180.954524648786
1993,89.59647725679474,12.00207015484264,40771.24329561803,36823.16380633404,0.0,0.0,0.0,0.0,0.0,agriculture,179.19295451358943
1994,89.05557699697357,11.806511235456615,40955.402394989535,36293.66336652742,0.0,0.0,0.0,0.0,0.0,agriculture,178.11115399394714
1995,89.87920054780773,12.022250576887174,41179.30909751741,36677.64087340312,0.0,0.0,0.0,0.0,0.0,agriculture,179.75840109561545
1996,90.62011948736499,12.272556099546245,41066.94653485356,37280.616852965184,0.0,0.0,0.0,0.0,0.0,agriculture,181.24023897473
1997,90.89202666292792,12.372248349956884,40887.31422147639,37632.46409149466,0.0,0.0,0.0,0.0,0.0,agriculture,181.78405332585584
1998,91.08668132783032,12.609356617827238,40631.57997885317,37845.7321287829,0.0126023670136229,0.0,0.0,0.0,0.0126023670136229,agriculture,182.17337525802765
1999,91.57742782234637,12.624704961844202,40830.473694396045,38122.12698411966,0.12218198645901004,0.0,0.0,0.0,0.12218198645901004,agriculture,183.1549778266792
2000,93.54464611916929,12.66914975551949,42236.446221597995,38638.83010998156,0.22003207024916993,0.0,0.0,0.0,0.22003207024916993,agriculture,187.08951227040882
2001,93.14146609000052,12.70099904526069,42208.31763834294,38231.58472606849,0.5646803283932484,0.0,0.0,0.0,0.5646803283932484,agriculture,186.28349686032942
2002,91.3848501393797,12.322333954512246,41377.33122825961,37684.50283507972,0.68212152810494,0.0,0.0,0.0,0.68212152810494,agriculture,182.77038240028747
2003,88.52388530973145,12.201738907776273,40336.80716735755,35984.59836048911,0.7408741085232159,0.0,0.0,0.0,0.7408741085232159,agriculture,177.04851149357143
2004,89.49811595065952,12.808274858836779,39570.314629462366,37118.645411249185,0.8810511111833293,0.0,0.0,0.0,0.8810511111833293,agriculture,178.9971129524302
2005,88.14541233638174,12.512482434354975,39402.09620582062,36229.764418696104,1.0692775100313847,0.0,0.0,0.0,1.0692775100313847,agriculture,176.2918939502735
2006,87.47818837940243,12.15764771656494,39554.931188339135,35764.34274718848,1.2667273098720067,0.0,0.0,0.0,1.2667273098720067,agriculture,174.95764348611473
2007,88.18399418899014,12.034663645253776,39717.27189595332,36430.70026170094,1.3583860820939928,0.0,0.0,0.0,1.3583860820939928,agriculture,176.36934676406236
2008,89.28086549862172,12.416250001831328,40136.85799515984,36726.27292312943,1.4845785011346644,0.0,0.0,0.0,1.4845785011346644,agriculture,178.56321557574458
2009,88.5040805195568,12.559923237711205,39812.62409940985,36129.839006899056,1.6941755366784306,0.0,0.0,0.0,1.6941755366784306,agriculture,177.00985521465026
2010,86.93252053424114,12.151075607733052,39349.38081502763,35430.19256831995,1.8715431605013515,0.0,0.0,0.0,1.8715431605013515,agriculture,173.86691261164276
2011,86.10647969477951,12.057629276525432,39139.62362807098,34907.365289210116,1.8615009729857908,0.0,0.0,0.0,1.8615009729857908,agriculture,172.214820890532
2012,85.44126626226803,11.609418525715174,38437.54142917095,35392.23977675712,2.066530624805399,0.0,0.0,0.0,2.066530624805399,agriculture,170.8845990551609
2013,85.6839922693485,12.14532413829829,38400.82707280308,35135.65989065688,2.1811675902369,0.0,0.0,0.0,2.1811675902369,agriculture,171.37016570628722
2014,87.63962973180602,12.166407062629828,39191.34019196088,36279.55412979105,2.328347424272818,0.0,0.0,0.0,2.328347424272818,agriculture,175.28158781103633
2015,87.37883477113752,12.112606617552045,39302.97811187901,35960.908295111694,2.3417465947618057,0.0,0.0,0.0,2.3417465947618057,agriculture,174.76001128886978
2016,85.40293917268855,11.438521078776674,38894.73003026396,35067.31538810607,2.3726755418478898,0.0,0.0,0.0,2.3726755418478898,agriculture,170.80825102091893
2017,85.31290348341696,11.008025870090238,38522.79630310703,35779.33427455972,2.747035659958907,0.0,0.0,0.0,2.747035659958907,agriculture,170.62855400249387
2018,84.08119056518372,11.171789869562293,38087.598611509835,34819.05504845163,2.747035659958907,0.0,0.0,0.0,2.747035659958907,agriculture,168.1651281660274
2019,83.06620682813137,11.012120506036041,37473.88608509975,34577.45320133563,2.747035659958907,0.0,0.0,0.0,2.747035659958907,agriculture,166.13516069192272
2020,82.953736808215,10.868895304148737,37539.165442090205,34542.92902631611,2.747035659958907,0.0,0.0,0.0,2.747035659958907,agriculture,165.91022065208998
1990,123.57282578455874,121.64705720251557,977.1156083884206,948.6529736547416,0.0,0.0,0.0,0.0,0.0,transport,247.14565156911746
1991,126.33831969106951,124.39958019107577,972.5080744327161,966.2314255610366,0.0,0.0,0.0,0.0,0.0,transport,252.67663938213903
1992,130.79138506273313,128.79420277246058,974.8614674737538,1022.3208227987716,0.0,0.0,0.0,0.0,0.0,transport,261.5827701254662
1993,131.0509100342107,128.99652940797876,927.415065608475,1126.2413960918327,0.7241645316182574,0.0,0.0,0.0,0.7241645316182574,transport,262.102544232953
1994,131.9613498794259,129.74567102000424,850.1002303705695,1329.0810961687748,36.49753288233069,0.0,0.0,0.0,36.49753288233069,transport,263.9591972917342
1995,133.87452411464605,131.36736526144176,786.4450271889145,1592.0390014893796,128.67482452601797,0.0,0.0,0.0,128.67482452601797,transport,267.8777230538181
1996,135.60042245468065,132.72900846814463,729.57841480776,1890.917137881911,250.9184338463216,0.0,0.0,0.0,250.9184338463216,transport,271.4517633432076
1997,138.31320139536012,135.09940062801059,686.5580480598471,2138.29653399789,388.94618529178564,0.0,0.0,0.0,388.94618529178564,transport,277.01534897601204
1998,140.75696255192238,137.30236240452555,655.1901742114424,2229.670568482197,569.7394047032683,0.0,0.0,0.0,569.7394047032683,transport,282.0836645085481
1999,143.38059516822844,140.48463431350075,629.3660585622442,1416.2823910257105,850.312405139746,0.0,0.0,0.0,850.312405139746,transport,287.61150274159667
2000,143.13011850566576,140.03733813338062,578.0144706777829,1354.9720508611726,1159.793850746242,0.0,0.0,0.0,1159.793850746242,transport,287.4200308620778
2001,146.3976724855358,143.0136242729512,551.6451964534699,1392.2262494690863,1440.1767666620456,0.0,0.0,0.0,1440.1767666620456,transport,294.2355217377336
2002,147.37667663333008,143.73681773208716,510.959069681712,1405.307892949153,1723.5919386120345,0.0,0.0,0.0,1723.5919386120345,transport,296.47694520527216
2003,147.0793638137014,143.1546939420009,467.2227511811524,1413.6281433868455,2043.8189771325492,0.0,0.0,0.0,2043.8189771325492,transport,296.2025466045354
2004,147.61696289362473,143.4191750200772,430.6153922763483,1412.9524288021682,2354.2200524690543,0.0,0.0,0.0,2354.2200524690543,transport,297.5881458397186
2005,145.27121944959035,141.10570048862277,389.2673297806586,1375.0147089239917,2401.236922262858,0.0,0.0,0.0,2401.236922262858,transport,292.9436758214435
2006,145.06587892937702,140.52907897925417,347.7703327337101,1355.820335072452,2833.209282316632,0.0,0.0,0.0,2833.209282316632,transport,292.9649671410706
2007,143.97185000957478,139.21338688667828,313.3655491221119,1347.0687377278787,3098.028836046516,0.0,0.0,0.0,3098.028836046516,transport,291.0417288551961
2008,137.51639466604573,132.5777321215606,269.75945944901366,1320.4895841607931,3348.4135008752924,0.0,0.0,0.0,3348.4135008752924,transport,278.3812028329667
2009,135.99509659879257,131.23484753150092,241.5357013738091,1169.6261707281456,3349.0871951896734,0.0,0.0,0.0,3349.0871951896734,transport,275.33928039277475
2010,139.2075413411497,134.19123506302896,222.3069425947544,1215.1348897406247,3578.8644457853616,0.0,0.0,0.0,3578.8644457853616,transport,281.99394712808476
2011,139.46810028806004,134.38306766755102,204.49539038555488,1227.060422463752,3653.4768076596856,0.0,0.0,0.0,3653.4768076596856,transport,282.58967738377976
2012,137.82589375332293,132.63590241014666,186.23614152194483,1266.5267816389066,3737.2284200154704,0.0,0.0,0.0,3737.2284200154704,transport,279.38901592666133
2013,136.98612861225516,131.75268802869434,172.43819199158924,1276.7789123356854,3784.223479233535,0.0,0.0,0.0,3784.223479233535,transport,277.7564807037438
2014,136.98022730832437,131.75389163745777,162.34278196887178,1290.4663799862515,3773.526508911465,0.0,0.0,0.0,3773.526508911465,transport,277.7339811255602
2015,137.96640723591403,132.86114973513304,158.382063340536,1314.0549582515591,3632.820479188899,0.0,0.0,0.0,3632.820479188899,transport,279.565634951017
2016,138.5380974366533,133.47434721157418,154.14440361434805,1322.3568052431356,3587.2490162215718,0.0,0.0,0.0,3587.2490162215718,transport,280.6634438895281
2017,138.83225807659704,133.97379544535545,154.18683853651342,1313.0916490358911,3391.1841436691984,0.0,0.0,0.0,3391.1841436691984,transport,281.0557002968633
