id,organization_name,staff,reporting_year,total_scope_1,total_scope_2,total_scope_3,action_plan,assessment_id,legal_unit_id,evolution_scope_1,siret,activitePrincipaleUniteLegale,economieSocialeSolidaireUniteLegale,caractereEmployeurUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsEtablissement,categorieEntreprise,codePostalEtablissement,codeCommuneEtablissement,dateCreationUniteLegale,categorieJuridiqueUniteLegale,etablissementSiege,etatAdministratifUniteLegale,APE_2_code,APE_niv_1,siret_count,annee_creation,mois_creation,jour_crea,Duree_Activite,SIREN_YEAR
4327.0,adecco france,4537.0,2018,6014.0,364.0,7460.0,Oui,4327.0,998823504,,99882350431782.0,78.20Z,N,O,51,,GE,69100.0,69266,1969-04-02,5710.0,True,A,78.0,N,796.0,1969.0,4.0,2.0,49.0,9988235042018
3708.0,alsace croisieres - croisieurope,1600.0,2017,36175.0,158.0,9517.0,Oui,3708.0,998348601,,99834860100043.0,50.30Z,,O,42,2019.0,ETI,67000.0,67482,1976-01-01,5710.0,True,A,50.0,H,6.0,1976.0,1.0,1.0,41.0,9983486012017
5633.0,les derives resiniques et terpeniques,749.0,2019,22205.688,3070.068,0.0,Oui,5633.0,985520154,3614.048999999999,98552015400016.0,20.14Z,N,O,41,2019.0,ETI,40100.0,40088,1955-01-01,5710.0,True,A,20.0,C,5.0,1955.0,1.0,1.0,64.0,9855201542019
1558.0,kp1 sas,1157.0,2015,12078.573,1639.529,0.0,Oui,1558.0,976320309,,97632030900413.0,23.61Z,N,O,42,2019.0,ETI,84000.0,84007,1963-01-01,5710.0,True,A,23.0,C,37.0,1963.0,1.0,1.0,52.0,9763203092015
3889.0,cosmetique active production,587.0,2018,207.0,0.1,0.0,Oui,3889.0,975620675,-2225.0,97562067500010.0,20.42Z,,O,41,2019.0,GE,3300.0,03094,1956-01-01,5710.0,True,A,20.0,C,2.0,1956.0,1.0,1.0,62.0,9756206752018
1761.0,delta security solutions,1106.0,2015,4358.6,141.0,0.0,Oui,1761.0,973510019,-416.3999999999997,97351001900050.0,80.20Z,N,O,41,2019.0,GE,69410.0,69040,1985-05-01,5599.0,True,A,80.0,N,42.0,1985.0,5.0,1.0,30.0,9735100192015
5917.0,fedex express fr,6000.0,2018,37383.71,1231.0,163233.89,Oui,5917.0,973505357,35220.55,97350535700275.0,52.29A,N,O,52,2019.0,GE,69007.0,69387,1973-01-01,5710.0,True,A,52.0,H,150.0,1973.0,1.0,1.0,45.0,9735053572018
3157.0,clauger,1200.0,2017,3945.6,59.5,2224.0,Oui,3157.0,971506191,3441.831,97150619100024.0,33.20B,N,O,41,2019.0,ETI,69530.0,69027,1971-01-01,5710.0,True,A,33.0,C,57.0,1971.0,1.0,1.0,46.0,9715061912017
2536.0,hilti france s.a,1500.0,2016,4703.0,344.0,1223.0,Oui,2536.0,971204052,,97120405204256.0,46.63Z,N,O,42,,ETI,92100.0,92012,1971-01-01,5710.0,True,A,46.0,G,114.0,1971.0,1.0,1.0,45.0,9712040522016
3433.0,clinique saint george,600.0,2018,1648.234,270.17,235.88,Oui,3433.0,968802249,-351.7660000000001,96880224900019.0,86.10Z,N,O,41,2019.0,ETI,6100.0,06088,1968-01-01,5710.0,True,A,86.0,Q,1.0,1968.0,1.0,1.0,50.0,9688022492018
3536.0,egis,659.0,2018,5.0,146.0,4310.0,Oui,3536.0,968502559,,96850255900105.0,71.12B,N,O,41,2019.0,GE,69006.0,69386,1968-01-01,5599.0,True,A,71.0,M,8.0,1968.0,1.0,1.0,50.0,9685025592018
6764.0,jtekt europe,570.0,2020,1059.32,322.93,0.0,Oui,6764.0,967505967,,96750596700018.0,45.31Z,N,O,41,2019.0,ETI,69540.0,69100,1967-01-01,5710.0,True,A,45.0,G,2.0,1967.0,1.0,1.0,53.0,9675059672020
5428.0,boiron,2424.0,2017,6680.0,2023.0,0.0,Oui,5428.0,967504697,384.0,96750469700566.0,21.20Z,N,O,51,2019.0,ETI,69510.0,69131,1967-01-01,5599.0,True,A,21.0,C,20.0,1967.0,1.0,1.0,50.0,9675046972017
2209.0,fresenius medical care smad,539.0,2015,6516.0,2531.0,0.0,Oui,2209.0,967501685,,96750168500028.0,32.50A,N,O,41,2019.0,ETI,69210.0,69175,1967-01-01,5710.0,True,A,32.0,C,1.0,1967.0,1.0,1.0,48.0,9675016852015
6574.0,daikin airconditionning france,500.0,2019,1536.0,30.0,0.0,Oui,6574.0,967501065,,96750106500338.0,46.69B,N,O,32,2019.0,ETI,92000.0,92050,1967-01-01,5710.0,True,A,46.0,G,14.0,1967.0,1.0,1.0,52.0,9675010652019
6651.0,reel,1374.0,2019,712.0,167.0,84193.0,Oui,6651.0,962501318,,96250131800076.0,33.12Z,N,O,42,2019.0,ETI,69450.0,69191,1962-01-01,5710.0,True,A,33.0,C,13.0,1962.0,1.0,1.0,57.0,9625013182019
6017.0,alliade habitat,870.0,2019,48509.3,4726.9,19011.7,Oui,6017.0,960506152,,96050615200276.0,68.20A,N,O,41,2019.0,GE,69007.0,69387,1960-01-01,5546.0,True,A,68.0,L,27.0,1960.0,1.0,1.0,59.0,9605061522019
3168.0,bonduelle traiteur international sas,590.0,2017,2071.0,954.0,654.0,Oui,3168.0,957802416,,95780241600058.0,10.39A,N,O,32,2019.0,ETI,29140.0,29241,1985-07-01,5710.0,True,A,10.0,C,2.0,1985.0,7.0,1.0,32.0,9578024162017
3647.0,suez r&v osis proximite (ouest & sud-est),1469.0,2018,26144.63,87.39,0.0,Oui,3647.0,957528474,,95752847400886.0,37.00Z,N,O,41,,GE,69120.0,69256,1957-01-01,5599.0,True,A,37.0,E,40.0,1957.0,1.0,1.0,61.0,9575284742018
2171.0,toupargel,3073.0,2014,17058.0,1433.0,0.0,Oui,2171.0,957526858,,95752685800627.0,47.91B,N,O,51,2019.0,ETI,69380.0,69059,1957-01-01,5710.0,True,A,47.0,G,126.0,1957.0,1.0,1.0,57.0,9575268582014
7509.0,cnr,1549.0,2019,1596.002585508,15.544745348,100337.003074167,Oui,7509.0,957520901,-1245.997414492,95752090100019.0,35.11Z,N,O,42,2019.0,GE,69004.0,69384,1934-06-14,5699.0,True,A,35.0,D,39.0,1934.0,6.0,14.0,85.0,9575209012019
4209.0,galeries lafayette sa,14000.0,2018,3692.0,7299.0,0.0,Oui,4209.0,957503931,,95750393100223.0,47.19A,N,O,51,2019.0,GE,75009.0,75109,1977-01-01,5710.0,True,A,47.0,G,43.0,1977.0,1.0,1.0,41.0,9575039312018
4314.0,calor sa,876.0,2018,1282.0,731.0,0.0,Oui,4314.0,956512495,,95651249500352.0,27.51Z,N,O,41,2019.0,GE,69130.0,69081,1973-01-01,5710.0,True,A,27.0,C,5.0,1973.0,1.0,1.0,45.0,9565124952018
7311.0,aldes,644.0,2019,2150.0,179.0,0.0,Oui,7311.0,956506828,,95650682800196.0,28.25Z,N,O,41,2019.0,ETI,69200.0,69259,1956-01-01,5710.0,True,A,28.0,C,13.0,1956.0,1.0,1.0,63.0,9565068282019
4580.0,boccard,998.0,2018,998.0,66.0,0.0,Oui,4580.0,956501258,,95650125800019.0,33.20A,N,O,41,2019.0,ETI,69100.0,69266,1956-01-01,5699.0,True,A,33.0,C,15.0,1956.0,1.0,1.0,62.0,9565012582018
29.0,nice matin,1000.0,2012,737.0,579.0,25107.0,Oui,29.0,955801204,,95580120400483.0,58.13Z,O,O,NN,,,6200.0,06088,1955-01-01,5505.0,True,A,58.0,J,43.0,1955.0,1.0,1.0,57.0,9558012042012
467.0,mersen,450.0,2015,646.0,136.0,0.0,Oui,467.0,955511217,,95551121700056.0,27.12Z,N,O,32,2019.0,ETI,69720.0,69287,1955-01-01,5710.0,True,A,27.0,C,1.0,1955.0,1.0,1.0,60.0,9555112172015
1608.0,fiducial bureautique,662.0,2015,3037.6,151.0,0.0,Oui,1608.0,955510029,,95551002900718.0,46.49Z,N,O,41,2019.0,GE,92400.0,92026,1955-01-01,5710.0,True,A,46.0,G,34.0,1955.0,1.0,1.0,60.0,9555100292015
4234.0,desautel,1054.0,2018,5118.7,45.6,0.0,Oui,4234.0,955503982,,95550398200014.0,28.29B,N,O,42,2019.0,ETI,69003.0,69383,1955-01-01,5710.0,True,A,28.0,C,29.0,1955.0,1.0,1.0,63.0,9555039822018
4863.0,veem valeo,1300.0,2019,531.31,1833.02,543.86,Oui,4863.0,955500293,,95550029300076.0,29.31Z,N,O,51,2019.0,GE,94000.0,94028,1955-01-01,5710.0,True,A,29.0,C,5.0,1955.0,1.0,1.0,64.0,9555002932019
7183.0,le credit lyonnais,17318.0,2020,6464.34,3697.09,119539.27,Oui,7183.0,954509741,-9709.57,95450974100011.0,64.19Z,N,O,53,2019.0,GE,69002.0,69382,1954-01-01,5599.0,True,A,64.0,K,1621.0,1954.0,1.0,1.0,66.0,9545097412020
3920.0,cic lyonnaise de banque,3659.0,2018,1386.0,796.0,2669.0,Oui,3920.0,954507976,,95450797600015.0,64.19Z,N,O,51,2019.0,GE,69001.0,69381,1954-01-01,5599.0,True,A,64.0,K,386.0,1954.0,1.0,1.0,64.0,9545079762018
4399.0,renault trucks sas,9439.0,2018,34886.43000000001,5719.12,0.0,Oui,4399.0,954506077,,95450607700120.0,29.10Z,N,O,52,2019.0,GE,69800.0,69290,1954-01-01,5710.0,True,A,29.0,C,13.0,1954.0,1.0,1.0,64.0,9545060772018
4277.0,schneider electric industries sas,4500.0,2018,6530.0,1942.0,0.0,Oui,4277.0,954503439,5287.0,95450343901719.0,46.69A,N,O,51,2019.0,GE,92500.0,92063,1956-01-01,5710.0,True,A,46.0,G,14.0,1956.0,1.0,1.0,62.0,9545034392018
5578.0,crown emballage france sa,1097.0,2019,22974.0,4084.0,0.0,Oui,5578.0,954200838,-3564.0,95420083800199.0,25.92Z,N,O,42,,ETI,93400.0,93070,1954-01-01,5710.0,True,A,25.0,C,10.0,1954.0,1.0,1.0,65.0,9542008382019
2199.0,celvia,765.0,2014,2044.0,1405.0,1025.0,Oui,2199.0,950608406,,95060840600019.0,10.12Z,N,O,41,2019.0,GE,56660.0,56222,1989-10-05,5710.0,True,A,10.0,C,4.0,1989.0,10.0,5.0,25.0,9506084062014
5845.0,cardinal edifice,525.0,2019,1698.22,321.39,358.39,Oui,5845.0,950033555,,95003355500026.0,41.20B,N,O,32,2019.0,GE,35330.0,35175,1900-01-01,5710.0,True,A,41.0,F,9.0,1900.0,1.0,1.0,119.0,9500335552019
639.0,france quick sas,3640.0,2014,4117.0,4191.0,0.0,Oui,639.0,950026914,,95002691404620.0,56.10C,N,O,42,,GE,92110.0,92024,1979-09-28,5710.0,True,A,56.0,I,218.0,1979.0,9.0,28.0,35.0,9500269142014
5673.0,cryostar,615.0,2019,617.593,226.384,0.0,Oui,5673.0,947252029,12.361999999999966,94725202900014.0,28.13Z,,O,41,2019.0,ETI,68220.0,68135,1972-01-01,5710.0,True,A,28.0,C,2.0,1972.0,1.0,1.0,47.0,9472520292019
3817.0,dsm nutritional products france sas,614.0,2018,20102.0,1305.0,0.0,Oui,3817.0,946750650,4133.0,94675065000016.0,20.12Z,N,O,41,2019.0,ETI,68128.0,68349,1967-01-01,5710.0,True,A,20.0,C,3.0,1967.0,1.0,1.0,51.0,9467506502018
209.0,systeme u centrale regionale est,1204.0,2014,1266.975,1170.128,0.0,Oui,209.0,946051018,,94605101800012.0,78.30Z,O,O,01,2019.0,PME,68200.0,68224,1960-01-01,5552.0,True,A,78.0,N,1.0,1960.0,1.0,1.0,54.0,9460510182014
4142.0,ees - clemessy,5000.0,2018,6671.0,413.0,0.0,Oui,4142.0,945752137,,94575213700212.0,43.21A,N,O,51,2019.0,GE,68200.0,68224,1957-01-01,5599.0,True,A,43.0,F,62.0,1957.0,1.0,1.0,61.0,9457521372018
6735.0,solea,580.0,2018,6017.0,521.0,7196.0,Oui,6735.0,945551018,-785.0,94555101800019.0,49.31Z,N,O,41,2019.0,GE,68100.0,68224,1955-01-01,5515.0,True,A,49.0,H,1.0,1955.0,1.0,1.0,63.0,9455510182018
4909.0,raja,640.0,2018,1058.0,114.0,0.0,Oui,4909.0,937080414,99.0,93708041400066.0,46.76Z,N,O,41,2019.0,ETI,93290.0,93073,1970-01-01,5710.0,True,A,46.0,G,1.0,1970.0,1.0,1.0,48.0,9370804142018
4365.0,bretagne angleterre irlande,2787.0,2018,479.0,56.0,0.0,Oui,4365.0,927250217,,92725021700027.0,50.10Z,N,O,51,2019.0,ETI,29680.0,29239,1972-01-01,5699.0,True,A,50.0,H,8.0,1972.0,1.0,1.0,46.0,9272502172018
337.0,brezillon,1090.0,2015,2188.0,1037.0,98886.0,Oui,337.0,925520108,,92552010800182.0,41.20B,N,O,41,2019.0,GE,60280.0,60382,1966-01-01,5710.0,True,A,41.0,F,7.0,1966.0,1.0,1.0,49.0,9255201082015
7068.0,mahle behr france rouffach,520.0,2020,219.0,1419.0,155.0,Oui,7068.0,916920697,-279.0,91692069700015.0,28.25Z,,O,32,2019.0,ETI,68250.0,68287,1969-01-01,5710.0,True,A,28.0,C,2.0,1969.0,1.0,1.0,51.0,9169206972020
4500.0,jas hennessy & co,1018.0,2019,3436.24,253.05,718.32,Oui,4500.0,905620035,673.2399999999998,90562003500014.0,11.01Z,N,O,42,2019.0,GE,16100.0,16102,1956-01-01,5599.0,True,A,11.0,C,6.0,1956.0,1.0,1.0,63.0,9056200352019
5272.0,delta dore sa,604.0,2019,436.29,170.7,138330.8,Oui,5272.0,897080289,250.59000000000003,89708028900027.0,26.51B,N,O,41,2019.0,ETI,35270.0,35029,1970-01-01,5599.0,True,A,26.0,C,5.0,1970.0,1.0,1.0,49.0,8970802892019
3734.0,hpm nord,1296.0,2017,3924.93,2115.96,0.0,Oui,3734.0,886080282,,88608028200090.0,86.10Z,,O,42,2019.0,GE,59000.0,59350,1960-01-01,5710.0,True,A,86.0,Q,9.0,1960.0,1.0,1.0,57.0,8860802822017
4626.0,rlst sas,732.0,2018,9206.0,219.0,0.0,Oui,4626.0,885581033,,88558103300135.0,77.29Z,N,O,41,2019.0,GE,59700.0,59378,1955-01-01,5710.0,True,A,77.0,N,8.0,1955.0,1.0,1.0,63.0,8855810332018
6901.0,resilience,25.0,2020,0.0,0.14,1919.59,Oui,6901.0,882848229,,88284822900010.0,46.41Z,N,O,,,,59700.0,59378,2020-04-03,5710.0,True,A,46.0,G,3.0,2020.0,4.0,3.0,0.0,8828482292020
6826.0,carbo,7.0,2020,0.0,1.359,4.425,Oui,6826.0,880669957,,88066995700016.0,62.01Z,N,O,,,,75011.0,75111,2020-01-15,5710.0,True,A,62.0,J,1.0,2020.0,1.0,15.0,0.0,8806699572020
7038.0,snef telecom,980.0,2020,5121574.0,53303.0,0.0,Oui,7038.0,879916799,,87991679900015.0,43.21A,N,O,,,GE,13015.0,13215,2019-11-13,5710.0,True,A,43.0,F,9.0,2019.0,11.0,13.0,1.0,8799167992020
5701.0,offspend sas,12.0,2020,0.01,0.4,0.0,Oui,5701.0,878730647,,87873064700012.0,62.01Z,N,O,,,PME,75005.0,75105,2019-11-05,5710.0,True,A,62.0,J,1.0,2019.0,11.0,5.0,1.0,8787306472020
6384.0,sas noe poissonnerie,9.0,2021,32.49,3.92,0.0,Oui,6384.0,878128289,,87812828900013.0,10.20Z,N,O,,,PME,69003.0,69383,2019-10-15,5710.0,True,A,10.0,C,1.0,2019.0,10.0,15.0,2.0,8781282892021
3595.0,proengin,49.0,2019,53.72,13.66,399.47,Oui,3595.0,877220095,,87722009500062.0,26.51B,N,O,12,2019.0,PME,78210.0,78545,1976-01-01,5710.0,True,A,26.0,C,1.0,1976.0,1.0,1.0,43.0,8772200952019
245.0,laboratoire de biologie vegetale yves rocher,2977.0,2018,4361.0,275.0,0.0,Oui,245.0,876580077,,87658007700017.0,47.75Z,N,O,42,2019.0,ETI,56200.0,56061,1965-01-01,5599.0,True,A,47.0,G,7.0,1965.0,1.0,1.0,53.0,8765800772018
6634.0,sigma informatique,663.0,2019,136.0,195.0,5774.0,Oui,6634.0,872803390,,87280339000030.0,62.03Z,N,O,41,2019.0,ETI,44240.0,44035,1972-01-01,5710.0,True,A,62.0,J,4.0,1972.0,1.0,1.0,47.0,8728033902019
4272.0,credit mutuel de loire atlantique et centre ouest,1828.0,2018,205.0,324.0,483.0,Oui,4272.0,870800299,,87080029903000.0,64.19Z,O,O,42,2019.0,GE,44000.0,44109,1900-01-01,5194.0,True,A,64.0,K,200.0,1900.0,1.0,1.0,118.0,8708002992018
6704.0,societe bernard,600.0,2021,5917.799999999999,1587.1,1949.0,Oui,6704.0,869500223,-238.8000000000011,86950022300019.0,10.11Z,N,O,41,2019.0,ETI,56500.0,56140,1969-01-01,5710.0,True,A,10.0,C,3.0,1969.0,1.0,1.0,52.0,8695002232021
5297.0,paul grandjouan saco,1076.0,2018,16691.0,107.0,0.0,Oui,5297.0,867800518,,86780051800609.0,38.11Z,N,O,42,2019.0,GE,44200.0,44109,1967-01-01,5710.0,True,A,38.0,E,35.0,1967.0,1.0,1.0,51.0,8678005182018
162.0,systeme u ouest,2516.0,2015,3328.0,2067.0,0.0,Oui,162.0,867800427,-804.0,86780042700090.0,46.17A,O,O,51,2019.0,ETI,44470.0,44026,1967-01-01,5552.0,True,A,46.0,G,1.0,1967.0,1.0,1.0,48.0,8678004272015
7040.0,salaisons celtiques,600.0,2020,6170.0,1167.1,0.0,Oui,7040.0,862500279,,86250027900099.0,10.13A,N,O,41,2019.0,GE,56300.0,56246,1962-01-01,5710.0,True,A,10.0,C,3.0,1962.0,1.0,1.0,58.0,8625002792020
5382.0,manitou bf,2400.0,2019,6568.0,1018.0,0.0,Oui,5382.0,857802508,,85780250800047.0,28.22Z,N,O,51,2019.0,ETI,44150.0,44003,1957-01-01,5599.0,True,A,28.0,C,8.0,1957.0,1.0,1.0,62.0,8578025082019
1223.0,armor,740.0,2016,29546.0,1288.0,0.0,Oui,1223.0,857800692,,85780069200017.0,32.99Z,N,O,41,2019.0,ETI,44100.0,44109,1957-01-01,5710.0,True,A,32.0,C,4.0,1957.0,1.0,1.0,59.0,8578006922016
4216.0,banque populaire grand ouest,3226.0,2018,1268.0,734.0,27969.0,Oui,4216.0,857500227,805.6,85750022702672.0,64.19Z,N,O,51,,GE,35760.0,35278,1957-01-01,5560.0,True,A,64.0,K,356.0,1957.0,1.0,1.0,61.0,8575002272018
7285.0,centre specialites pharmaceutiques,1227.0,2020,803.91,592.0,41.92,Oui,7285.0,857200521,366.28,85720052100022.0,46.18Z,N,O,42,2019.0,ETI,63800.0,63124,1957-01-01,5710.0,True,A,46.0,G,12.0,1957.0,1.0,1.0,63.0,8572005212020
4401.0,sa compagnie petroliere de l'ouest,671.0,2018,7644.0,63.0,0.0,Oui,4401.0,856802400,,85680240000098.0,46.71Z,N,O,41,2019.0,GE,44100.0,44109,1956-01-01,5710.0,True,A,46.0,G,113.0,1956.0,1.0,1.0,62.0,8568024002018
5629.0,trouillard,1123.0,2019,5099.0,290.0,1463.0,Oui,5629.0,855802369,,85580236900816.0,46.73A,N,O,42,2019.0,GE,44100.0,44109,1955-01-01,5710.0,True,A,46.0,G,83.0,1955.0,1.0,1.0,64.0,8558023692019
4287.0,banque cic ouest,2472.0,2018,1381.0,528.0,1879.0,Oui,4287.0,855801072,,85580107202664.0,64.19Z,N,O,51,2019.0,GE,44000.0,44109,1955-01-01,5599.0,True,A,64.0,K,308.0,1955.0,1.0,1.0,63.0,8558010722018
4462.0,manufacture francaise des pneumatiques michelin,18870.0,2018,127830.0,2198.0,0.0,Oui,4462.0,855200507,,85520050700017.0,70.22Z,N,O,53,2019.0,GE,63000.0,63113,1955-01-01,5710.0,True,A,70.0,M,25.0,1955.0,1.0,1.0,63.0,8552005072018
2271.0,axima concept,5530.0,2016,19107.0,337.0,0.0,Oui,2271.0,854800745,,85480074501554.0,43.22B,N,O,52,,GE,92400.0,92026,1954-01-01,5599.0,True,A,43.0,F,73.0,1954.0,1.0,1.0,62.0,8548007452016
5348.0,green motion solutions,1.0,2020,0.5,7.0,0.0,Oui,5348.0,853126175,,85312617500019.0,49.32Z,N,O,,,PME,73200.0,73014,2019-08-07,5710.0,True,A,49.0,H,1.0,2019.0,8.0,7.0,1.0,8531261752020
7256.0,epsa,100.0,2019,4368.0,1133.0,0.0,Oui,7256.0,852389865,,85238986500027.0,70.22Z,N,O,03,2019.0,ETI,75008.0,75108,2019-07-10,5710.0,True,A,70.0,M,1.0,2019.0,7.0,10.0,0.0,8523898652019
6484.0,unite consulting,4.0,2020,1e-10,0.03969,5.623049999999999,Oui,6484.0,851386961,,85138696100011.0,70.22Z,N,O,01,2019.0,PME,75012.0,75112,2019-05-23,5710.0,True,A,70.0,M,1.0,2019.0,5.0,23.0,1.0,8513869612020
5117.0,ratp dev angers,630.0,2019,8729.0,186.0,0.0,Oui,5117.0,849726161,,84972616100029.0,49.31Z,N,O,41,2019.0,GE,49124.0,49267,2019-03-04,5710.0,True,A,49.0,H,3.0,2019.0,3.0,4.0,0.0,8497261612019
6741.0,again,42.0,2020,8.892,7.17,1109.631,Oui,6741.0,847845849,-5.1080000000000005,84784584900011.0,95.12Z,N,O,12,2019.0,ETI,92000.0,92050,2019-01-30,5710.0,True,C,95.0,S,2.0,2019.0,1.0,30.0,1.0,8478458492020
6699.0,sas lafis site de bologne,570.0,2020,5153.752780000001,2155.52,0.0,Oui,6699.0,845420280,-2168.64722,84542028000016.0,25.50A,N,O,42,2019.0,ETI,52310.0,52058,1954-01-01,5710.0,True,A,25.0,C,3.0,1954.0,1.0,1.0,66.0,8454202802020
5908.0,vyv3 pays de la loire - pole services et biens medicaux,790.0,2019,1909.0,79.0,0.0,Oui,5908.0,844881417,,84488141700019.0,65.12Z,O,O,41,2019.0,GE,85000.0,85191,2018-11-09,8210.0,True,A,65.0,K,147.0,2018.0,11.0,9.0,1.0,8448814172019
5231.0,sarl grapes & co,2.0,2019,8.9,2.0,0.0,Oui,5231.0,843802265,,84380226500010.0,46.34Z,N,O,,,PME,11000.0,11069,2018-11-12,5710.0,True,A,46.0,G,1.0,2018.0,11.0,12.0,1.0,8438022652019
4778.0,phytocontrol group,10.0,2018,11.567,0.149,0.0,Oui,4778.0,838612562,,83861256200010.0,82.11Z,N,O,12,2019.0,ETI,30900.0,30189,2018-03-08,6220.0,True,C,82.0,N,1.0,2018.0,3.0,8.0,0.0,8386125622018
6225.0,aptiskills,650.0,2019,355.84,11.94,294.1,Oui,6225.0,838391514,,83839151400026.0,71.12B,N,O,12,,ETI,92300.0,92044,2018-03-09,5710.0,True,A,71.0,M,1.0,2018.0,3.0,9.0,1.0,8383915142019
6721.0,mobeetip,3.0,2020,3.0,0.2,3.0,Oui,6721.0,837905660,,83790566000010.0,58.29A,O,O,01,2019.0,PME,34000.0,34172,2018-02-14,5710.0,True,A,58.0,J,1.0,2018.0,2.0,14.0,2.0,8379056602020
7323.0,sas aurelie fabre,9.0,2020,2.6,0.7,22.6,Oui,7323.0,834242018,,83424201800010.0,96.02B,,O,02,2019.0,PME,37000.0,37261,2017-12-27,5710.0,True,A,96.0,S,1.0,2017.0,12.0,27.0,3.0,8342420182020
6445.0,socotec construction,1314.0,2020,3320.031,1e-07,363.0,Oui,6445.0,834157513,,83415751300922.0,71.20B,N,O,42,2019.0,ETI,78280.0,78297,2017-12-12,5710.0,True,A,71.0,M,96.0,2017.0,12.0,12.0,3.0,8341575132020
6497.0,socotec equipements,1659.0,2020,4824.262,1e-07,261.0,Oui,6497.0,834096695,,83409669500574.0,71.20B,N,O,42,2019.0,ETI,78280.0,78297,2017-12-12,5710.0,True,A,71.0,M,55.0,2017.0,12.0,12.0,3.0,8340966952020
5954.0,bdr thermea france,1109.0,2019,5755.0,788.0,0.0,Oui,5954.0,833457211,,83345721100013.0,25.21Z,N,O,42,2019.0,ETI,67580.0,67291,2017-10-25,5710.0,True,A,25.0,C,27.0,2017.0,10.0,25.0,2.0,8334572112019
3958.0,be nat',2.0,2019,1253.4,11.42,869.5,Oui,3958.0,832454060,,83245406000019.0,71.12B,N,O,01,2019.0,PME,35000.0,35238,2017-10-04,5710.0,True,A,71.0,M,1.0,2017.0,10.0,4.0,2.0,8324540602019
7093.0,decor world services,7.0,2020,0.0975744,0.1682305,17.3095097525,Oui,7093.0,832345540,,83234554000021.0,74.10Z,N,N,02,,PME,45100.0,45234,2017-09-29,5710.0,True,A,74.0,M,1.0,2017.0,9.0,29.0,3.0,8323455402020
3234.0,auchan hypermarches logistique sas,1387.0,2017,10116.0,3989.0,189698.0,Oui,3234.0,832235402,,83223540200019.0,52.10B,N,O,51,2019.0,GE,59650.0,59009,2017-09-19,5710.0,True,A,52.0,H,29.0,2017.0,9.0,19.0,0.0,8322354022017
3235.0,auchan retail services sas,1860.0,2017,2015.0,391.0,1041.0,Oui,3235.0,831888318,,83188831800019.0,82.11Z,N,N,51,2019.0,GE,59650.0,59009,2017-08-21,5710.0,True,A,82.0,N,6.0,2017.0,8.0,21.0,0.0,8318883182017
3712.0,compagnie lampaulaise de salaison,555.0,2018,3584.0,965.0,0.0,Oui,3712.0,829335108,,82933510800017.0,10.13A,,O,41,,GE,22400.0,22093,2017-05-02,5710.0,True,A,10.0,C,3.0,2017.0,5.0,2.0,1.0,8293351082018
3713.0,compagnie madrange,544.0,2018,6969.0,1427.0,0.0,Oui,3713.0,829323211,,82932321100013.0,10.13A,,O,41,,GE,22400.0,22093,2017-05-02,5710.0,True,A,10.0,C,4.0,2017.0,5.0,2.0,1.0,8293232112018
7453.0,welyb,9.0,2020,0.0,0.2,16.9,Oui,7453.0,828902387,,82890238700012.0,62.01Z,N,O,03,2019.0,PME,33000.0,33063,2017-03-01,5710.0,True,A,62.0,J,2.0,2017.0,3.0,1.0,3.0,8289023872020
7490.0,bitwip,7.0,2020,1.9,0.8,44.29999999999999,Oui,7490.0,827688011,,82768801100010.0,62.01Z,N,O,,,PME,97300.0,97302,2017-02-01,5710.0,True,A,62.0,J,1.0,2017.0,2.0,1.0,3.0,8276880112020
6853.0,axeleo capital,8.0,2020,1.98,1.37,27.8,Oui,6853.0,824690002,1.11,82469000200020.0,66.19B,N,O,03,,PME,69002.0,69382,2017-01-01,5710.0,True,A,66.0,K,1.0,2017.0,1.0,1.0,3.0,8246900022020
7342.0,sonepar france distribution sas,4500.0,2020,11602.0,1215.0,71733.0,Oui,7342.0,824484653,,82448465300012.0,46.69A,N,N,,,GE,92100.0,92012,2016-12-13,5710.0,True,A,46.0,G,7.0,2016.0,12.0,13.0,4.0,8244846532020
6706.0,luko,100.0,2020,0.001,25.33,1392.1,Oui,6706.0,824274534,,82427453400018.0,74.90B,N,O,12,2019.0,PME,93100.0,93048,2016-12-09,5710.0,True,A,74.0,M,1.0,2016.0,12.0,9.0,4.0,8242745342020
3217.0,transpole sa,2642.0,2016,45290.0,4654.0,22834.0,Oui,3217.0,824164792,,82416479200023.0,49.31Z,N,O,,,GE,59700.0,59378,2016-11-29,5599.0,True,A,49.0,H,1.0,2016.0,11.0,29.0,0.0,8241647922016
5788.0,keolis caen mobilites,707.0,2019,10470.0,73.0,0.0,Oui,5788.0,824085732,,82408573200041.0,49.31Z,N,O,41,,GE,14123.0,14271,2016-11-29,5710.0,True,A,49.0,H,3.0,2016.0,11.0,29.0,3.0,8240857322019
4701.0,strasbourg electricite reseaux sa,498.0,2018,855.0,9122.0,2076.0,Oui,4701.0,823982954,,82398295400013.0,35.13Z,N,O,41,2019.0,GE,67000.0,67482,2016-11-25,5599.0,True,A,35.0,D,7.0,2016.0,11.0,25.0,2.0,8239829542018
3387.0,carrefour support,1553.0,2018,643.0,295.0,0.0,Oui,3387.0,823463377,,82346337700023.0,64.20Z,N,O,02,,PME,75015.0,75115,2016-10-14,6599.0,True,A,64.0,K,1.0,2016.0,10.0,14.0,2.0,8234633772018
