id,organization_name,staff,reporting_year,total_scope_1,total_scope_2,total_scope_3,action_plan,assessment_id,legal_unit_id,evolution_scope_1
4191.0,carsat,1850.0,2018.0,252.863,415.055,5164.937,Oui,4191.0,775648231,
6676.0,nicollin sas,1142.0,2018.0,23977.471,232.184,0.0,Oui,6676.0,775644149,1534.4710000000014
7393.0,federation de charite caritas alsace,750.0,2020.0,1883.0,132.0,0.0,Oui,7393.0,775642044,
4537.0,carsat auvergne,459.0,2018.0,77.917,103.705,1338.353,Oui,4537.0,775634272,
4203.0,cpam du puy-de-dome,574.0,2018.0,314.373,97.258,2119.477,Oui,4203.0,775634249,
6803.0,vvf,1000.0,2020.0,2574.854,1126.538,123.077,Oui,6803.0,775634132,
5890.0,cetim,720.0,2018.0,1649.83,780.0,0.0,Oui,5890.0,775629074,564.751
7051.0,aesio mutuelle,3800.0,2019.0,3378.65,608.0999999999999,0.0,Oui,7051.0,775627391,
4468.0,carsat hauts de france,1549.0,2018.0,248.811,505.693,4803.808,Oui,4468.0,775624562,
1632.0,institut catholique de lille,1100.0,2015.0,272.0,1136.0,7454.0,Oui,1632.0,775624240,
5720.0,assad,558.0,2019.0,108.19,3.67,0.0,Oui,5720.0,775621733,
5615.0,"comite mosellan de sauvegarde de l'enfance, de l'adolescence et des adultes",1183.0,2020.0,2079.0,302.0,0.0,Oui,5615.0,775618689,
3002.0,caisse d'epargne lorraine champagne-ardenne,2190.0,2017.0,2796.0,1635.0,4349.0,Oui,3002.0,775618622,2796.0
2863.0,adapei de la meuse,320.0,2016.0,2127.109,91.854,2984.779,Oui,2863.0,775616592,
4266.0,cr credit agricole mutuel de lorraine (crcaml),1291.0,2018.0,2046.0,308.0,12245.0,Oui,4266.0,775616162,
5704.0,mutualite francaise lorraine,252.0,2019.0,115.53,90.16,0.0,Oui,5704.0,775615537,
4258.0,carsat nord-est,789.0,2018.0,542.939,170.272,1917.521,Oui,4258.0,775615511,
1675.0,kronenbourg sas,1200.0,2015.0,20121.0,3708.0,2816.0,Oui,1675.0,775614308,
6179.0,vyv3 pays de la loire - pole accompagnement et soins,1667.0,2019.0,3125.45,61.87,0.0,Oui,6179.0,775609621,
4353.0,carsat centre-val de loire,762.0,2018.0,210.75,262.53,2336.98,Oui,4353.0,775607609,
3544.0,mutuelle nationale des hospitaliers,911.0,2017.0,841.372,269.834,0.0,Oui,3544.0,775606361,
4417.0,carsat des pays de la loire,902.0,2018.0,519.427,82.054,2041.803,Oui,4417.0,775605595,
5924.0,vyv3 pays de la loire - pole personnes agees,2082.0,2019.0,3165.0,352.0,0.0,Oui,5924.0,775605462,
4710.0,caisse regionale credit agricole loire-haute loire,1423.0,2018.0,881.0,331.0,5258.0,Oui,4710.0,775602238,
5787.0,eurovia centre loire,792.0,2019.0,10113.52,51.0,0.0,Oui,5787.0,775592496,
4692.0,sva jean roze,2020.0,2018.0,18554.0,1844.0,0.0,Oui,4692.0,775591563,-4740.0
4335.0,caisse regionale credit agricole d'ille et vilaine,1359.0,2018.0,657.0,255.0,11895.0,Oui,4335.0,775590847,
4662.0,carsat languedoc-roussillon,709.0,2018.0,621.49645,109.88724,1496.59176,Oui,4662.0,775589187,
4599.0,baures-prolians,495.0,2018.0,1846.0,65.0,0.0,Oui,4599.0,775588692,
3379.0,carrefour inter-entreprises,622.0,2018.0,1897.0,118.0,1100.0,Oui,3379.0,775583248,608.0
4505.0,cpam du gard,551.0,2018.0,53.357,126.565,1708.407,Oui,4505.0,775579659,
2611.0,credit mutuel arkea,8977.0,2014.0,1471.0,1587.0,32276.0,Oui,2611.0,775577018,
349.0,triskalia,2100.0,2014.0,19887.5,2468.0,0.0,Oui,349.0,775576986,
6708.0,credit agricole charente-perigord,1325.0,2019.0,778.0,185.0,15068.0,Oui,6708.0,775569726,-672.0
5883.0,mutualite francaise bourguignonne ssam,3952.0,2019.0,3917.0,485.0,0.0,Oui,5883.0,775567761,-417.53999999999996
1044.0,mapa,557.0,2015.0,597.9200000000001,109.0,0.0,Oui,1044.0,775565088,
4143.0,caisse d'epargne cepac,3392.0,2018.0,523.0,846.0,21893.0,Oui,4143.0,775559404,-348.0
4303.0,carsat sud est,1571.0,2018.0,752.937,352.008,4764.95,Oui,4303.0,775559115,253.937
4744.0,caisse primaire d'assurance maladie des alpes maritimes,990.0,2018.0,246.233,216.948,3133.051,Oui,4744.0,775552151,
4054.0,bosch automotive steering,615.0,2018.0,355.698547707823,888.616974,163.28344304386,Oui,4054.0,775424914,
2880.0,mutualite francaise centre val de loire (mfcvl),1288.0,2017.0,1593.4,310.1,0.0,Oui,2880.0,775347891,
4381.0,geodis bernis,574.0,2018.0,6996.0,93.0,0.0,Oui,4381.0,772500369,-1449.0
4674.0,heppner sas,3000.0,2018.0,9655.0,350.0,2526.0,Oui,4674.0,769800202,
4873.0,sa polyclinique de gentilly,537.0,2017.0,1126.0,315.0,223.0,Oui,4873.0,767800121,-32.0
4637.0,semcoda,713.0,2018.0,16897.0,819.0,1118.44,Oui,4637.0,759200751,2781.0
2107.0,legrand france sa,5700.0,2015.0,13480.0,7420.0,0.0,Oui,2107.0,758501001,
6662.0,mutualite francaise limousine,1000.0,2018.0,788.0,177.0,230.0,Oui,6662.0,757166730,
4263.0,l'est republicain,630.0,2018.0,650.0,174.0,541.0,Oui,4263.0,756802328,-490.0
571.0,cibomat,460.0,2014.0,,,,Oui,571.0,756800322,
2508.0,berger-levrault,909.0,2016.0,1727.0,103.0,1215.0,Oui,2508.0,755800646,
3545.0,banque populaire aquitaine centre atlantique,2104.0,2018.0,904.0,538.0,19869.0,Oui,3545.0,755501590,-470.0
3932.0,banque cic est,3000.0,2018.0,2118.0,671.0,2744.0,Oui,3932.0,754800712,
4099.0,urssaf bretagne,570.0,2018.0,403.82,67.612,2024.6,Oui,4099.0,753759570,
3931.0,urssaf nord pas de calais,600.0,2019.0,964.45,146.8,0.0,Oui,3931.0,753673409,
3279.0,gie humanis fonction groupe,6670.0,2017.0,969.0,0.0,38670.0,Oui,3279.0,753201144,-1700.0
3038.0,gpt du groupement des hopitaux de l'institut catholique de lille,3100.0,2017.0,799.4,3140.0,201.0,Oui,3038.0,753108950,
3941.0,aixial,484.0,2018.0,25.0,8.0,0.0,Oui,3941.0,752108134,
3452.0,abbvie,507.0,2014.0,1631.0,87.0,434.0,Oui,3452.0,750775660,
4407.0,carsat alsace-moselle,935.0,2018.0,566.427,164.895,0.0,Oui,4407.0,750475360,
4035.0,flex-n-gate marles,381.0,2019.0,9474.8,1245.0,0.0,Oui,4035.0,749811881,
161.0,bouygues batiment nord-est,1074.0,2015.0,2646.61,982.75,86384.64,Oui,161.0,748801906,
5813.0,tso,800.0,2019.0,6561.46075,93.74,2611.48,Oui,5813.0,747252120,
4747.0,veolia proprete nord normandie,687.0,2018.0,13539.0,150.0,0.0,Oui,4747.0,745550111,3134.0
4891.0,entreprise generale leon grosse,2099.0,2019.0,3533.0,589.0,0.0,Oui,4891.0,745420653,2213.55
6644.0,ets horticoles georges truffaut,2490.0,2020.0,5892.0,990.0,1631.0,Oui,6644.0,739806230,-982.0
4128.0,canon france sas,1159.0,2019.0,4104.0,257.0,0.0,Oui,4128.0,738205269,
4732.0,longchamp sas,800.0,2018.0,33014.0,7010.0,0.0,Oui,4732.0,737050187,4714.0
7190.0,groupe chalavan et duc,1280.0,2020.0,50311.99000000001,58.39,0.0,Oui,7190.0,732980479,
204.0,accenture,4237.0,2020.0,699.84,99.5,542.07,Oui,204.0,732075312,
5011.0,placoplatre,1576.0,2018.0,177340.0,10575.0,0.0,Oui,5011.0,729800706,-32180.0
7206.0,la francaise des plastiques,220.0,2019.0,35.5458328,522.218,0.0,Oui,7206.0,729201590,
5823.0,aprolis,899.0,2019.0,3574.0,55.0,945.0,Oui,5823.0,728206533,-239.0
2086.0,creuzet aeronautique,1000.0,2015.0,1099.524,1738.32,0.0,Oui,2086.0,727050080,
6174.0,gerflor,1508.0,2019.0,19035.56,3420.01,0.0,Oui,6174.0,726580152,
1803.0,credit agricole payment services sas,700.0,2014.0,470.0,395.0,7233.0,Oui,1803.0,723001467,
5507.0,duc,800.0,2019.0,5744.380037094857,1526.3739792,0.0,Oui,5507.0,722621166,-3420.237962905144
2537.0,ayme et fils sas,800.0,2015.0,83.0,0.0,0.0,Oui,2537.0,722620119,
1345.0,bouygues travaux publics regions france,609.0,2015.0,1960.0,1140.0,0.0,Oui,1345.0,722069366,
775.0,tech data,616.0,2014.0,1071.0,259.0,0.0,Oui,775.0,722065638,
5566.0,societe des ateliers louis vuitton,4342.0,2019.0,971.0,1673.0,310.0,Oui,5566.0,722063997,
3169.0,axa france,14267.0,2018.0,7473.0,4280.0,12065.0,Oui,3169.0,722057460,-3172.0
3052.0,technicatome,1658.0,2018.0,798.0,2233.0,5348.0,Oui,3052.0,722045879,
3705.0,thyssenkrupp ascenseurs,2127.0,2018.0,6660.02,138.0,0.0,Oui,3705.0,722024742,
3977.0,sisley,386.0,2018.0,271.216,297.583,0.0,Oui,3977.0,722003464,-6.798000000000002
7384.0,hotel meridien etoile,263.0,2020.0,789.0,175.0,0.0,Oui,7384.0,722000957,-1038.0
6842.0,servair,5455.0,2019.0,22426.9,4017.75,0.0,Oui,6842.0,722000395,
4535.0,nutrition & sante,700.0,2018.0,3789.0,582.0,0.0,Oui,4535.0,720801497,
2286.0,sogeclair aerospace s.a.s.,604.0,2016.0,138.639,39.6,2389.8,Oui,2286.0,720800689,
7422.0,daveybickford sas,529.0,2020.0,2149.0,222.0,0.0,Oui,7422.0,720501410,-649.0
1545.0,centre hospitalier paul chapron,500.0,2015.0,745.3600000000001,45.63,161.25,Oui,1545.0,720001437,
4295.0,franfinance,1005.0,2018.0,772.0,141.0,648.0,Oui,4295.0,719807406,
4190.0,caisse regionale de credit mutuel de normandie,630.0,2018.0,420.0,93.0,410.0,Oui,4190.0,713820660,
7364.0,a-g-net,1600.0,2019.0,361.0,6.0,1327.0,Oui,7364.0,712880830,
631.0,sita sud,966.0,2014.0,85433.89,826.0,-69068.0,Oui,631.0,712620715,
6577.0,societe de fret et de services,621.0,2018.0,2631.0,195.0,0.0,Oui,6577.0,712058965,621.5
4798.0,detection electronique francaise (def),822.0,2018.0,10419.0,375.0,11181.0,Oui,4798.0,712056266,7314.3
6576.0,france handling,887.0,2018.0,4091.0,302.0,0.0,Oui,6576.0,712052612,124.80000000000018
7301.0,penelope sa,3500.0,2020.0,154.0,26.0,0.0,Oui,7301.0,712052141,
1254.0,essilor france,2533.0,2014.0,4715.0,2433.0,35269.0,Oui,1254.0,712049618,
2090.0,riu aublet et cie,500.0,2016.0,391.0,263.0,15050.0,Oui,2090.0,712044502,
5420.0,dassault aviation,8205.0,2018.0,33472.223,3209.183,0.0,Oui,5420.0,712042456,
5758.0,soletanche bachy france,742.0,2019.0,9393.0,198.0,0.0,Oui,5758.0,712030154,
5535.0,safran landing systems,3465.0,2019.0,23362.48,4789.12,4254.067,Oui,5535.0,712019538,
1570.0,polyrey,612.0,2015.0,10532.0,21321.0,0.0,Oui,1570.0,709806624,
6134.0,brenntag sa,660.0,2018.0,778.15,322.6,4632.3,Oui,6134.0,709801781,
5256.0,triballat sas,894.0,2019.0,11558.0,2179.0,0.0,Oui,5256.0,709200307,-1326.1139999999996
3593.0,soufflet agriculture,977.0,2017.0,8259.0,2507.0,0.0,Oui,3593.0,706980182,
4920.0,bayer healthcare sas,1113.0,2018.0,3800.0,133.0,3897.0,Oui,4920.0,706580149,-1350.0
348.0,fmc technologie,551.0,2014.0,,,,Non,348.0,705580389,
5691.0,eurial,947.0,2019.0,25322.0,4736.0,633152.0,Oui,5691.0,705580108,2356.0
5486.0,essity operations france,1500.0,2019.0,137111.0,9647.0,0.0,Oui,5486.0,702055187,5973.0
6105.0,cgi france sas,10000.0,2019.0,857.8041577937879,236.236408741644,4837.6832244599,Oui,6105.0,702042755,
4911.0,nestle waters supply sud,1209.0,2018.0,265.0,1893.0,874.0,Oui,4911.0,702034398,
1368.0,nestle waters supply sud,1110.0,2014.0,1394.0,5013.0,0.0,Oui,1368.0,702034004,
5803.0,groupe randstad france,532.0,2018.0,237.0,203.0,162.0,Oui,5803.0,702028234,-4388.0
4574.0,area,919.0,2018.0,4387.0,873.0,0.0,Oui,4574.0,702027871,-184.0
4544.0,maubeuge construction automobile (mca),2200.0,2018.0,27073.0,1713.0,0.0,Oui,4544.0,702023433,4685.0
2624.0,derichebourg proprete,15953.0,2017.0,4221.776000000001,233.463,0.0,Oui,2624.0,702021114,
4709.0,securitas accueil sarl,910.0,2018.0,145.0,13.0,0.0,Oui,4709.0,702011172,107.46000000000001
3672.0,diac sa,1119.0,2017.0,1142.0,370.0,0.0,Oui,3672.0,702002221,
2132.0,recticel s.a.s.,534.0,2015.0,42345.0,871.0,0.0,Oui,2132.0,702001785,
2549.0,chubb france,2471.0,2014.0,10370.488,122.581,0.0,Oui,2549.0,702000522,
3319.0,royal canin sas,760.0,2017.0,13899.94,2873.45,4122.35,Oui,3319.0,700200983,
5759.0,krys group,567.0,2020.0,274.708363,306.739514,0.0,Oui,5759.0,699804308,
727.0,reel sas,1077.0,2015.0,1146.0,258.0,0.0,Oui,727.0,699625013,
7102.0,alstom crespin sas,1499.0,2019.0,6085.0,650.0,0.0,Oui,7102.0,698800935,892.0
6641.0,bodycote,620.0,2020.0,4207.79,4522.0,9601.0,Oui,6641.0,696780428,
4917.0,hermes sellier,3358.0,2019.0,1463.759,1732.132,0.0,Oui,4917.0,696520410,
5638.0,point p sas,1433.0,2019.0,3970.0,446.0,1226.0,Oui,5638.0,695680108,
4653.0,elis services,598.0,2018.0,83.0,14.0,0.0,Oui,4653.0,693001091,
3891.0,caisse regionale du credit mutuel ile-de-france,1766.0,2018.0,50.0,443.0,658.0,Oui,3891.0,692043714,
5604.0,safran treansmission systems,1045.0,2019.0,255.0,1713.0,0.0,Oui,5604.0,692015217,
5234.0,acergy france sa,518.0,2018.0,172.0,163.0,4650.0,Oui,5234.0,692007495,
4572.0,total raffinage chimie,1085.0,2018.0,2006.5,116.1,0.0,Oui,4572.0,692004807,
908.0,tnt express international,1089.0,2014.0,996.15,166.36,21959.03,Oui,908.0,688203173,
4559.0,sicos,530.0,2018.0,2303.0,353.0,0.0,Oui,4559.0,687020214,
3714.0,algeco,659.0,2017.0,1975.0,272.0,0.0,Oui,3714.0,685550659,
6128.0,promod sas,3000.0,2018.0,531113.0,2.0,0.0,Oui,6128.0,685420606,
697.0,daher tarbes,1414.0,2015.0,3812.0,1134.0,0.0,Oui,697.0,682780150,
4331.0,adecco medical,247.0,2018.0,220.0,8.0,809.0,Oui,4331.0,682003991,
3600.0,transports rene madrias,600.0,2018.0,49493.0,572.0,0.0,Oui,3600.0,676920234,
148.0,vetoquinol,645.0,2014.0,,,,Oui,148.0,676250111,
4438.0,hager electro sas,2200.0,2018.0,1228.9,1109.632,0.0,Oui,4438.0,675980114,
4392.0,sarel - appareillage electrique,530.0,2018.0,771.0,229.0,0.0,Oui,4392.0,675680458,
5515.0,kuhn sas,1360.0,2019.0,6550.0,1956.0,0.0,Oui,5515.0,675580542,-534.2480000000014
7122.0,biomerieux sa,12800.0,2020.0,29184.0,36552.0,843241.0,Oui,7122.0,673620399,21904.0
4432.0,danone produits frais france,2170.0,2018.0,31861.84,5617.0,0.0,Oui,4432.0,672039971,
4936.0,lindt & sprungli sas,1023.0,2019.0,6478.3075338815,1709.56,0.0,Oui,4936.0,672024155,
7476.0,constellium issoire,1500.0,2020.0,37361.0,6632.0,0.0,Oui,7476.0,672014081,-14859.0
4818.0,orano ds,3544.0,2019.0,1080.0,108.0,0.0,Oui,4818.0,672008489,
4728.0,wurth france,3785.0,2018.0,14364.46,549.46,3918.01,Oui,4728.0,668502966,-2833.540000000001
1515.0,bonduelle europe long life,2437.0,2015.0,42610.0,6190.0,0.0,Oui,1515.0,665580072,
5723.0,bnp paribas,198816.0,2019.0,461031.0,2.0,0.0,Oui,5723.0,662042449,
6811.0,elres,9700.0,2020.0,11624.9,724.0,306091.0,Oui,6811.0,662025196,
4850.0,ciments calcia,1297.0,2018.0,3438828.0,28287.0,0.0,Oui,4850.0,654800689,
6815.0,emerson process management sas,668.0,2019.0,1644.0,106.0,0.0,Oui,6815.0,652054198,
2728.0,magneti marelli,540.0,2017.0,6830.0,316.0,0.0,Oui,2728.0,652044827,850.0
3629.0,lacroix emballages,693.0,2017.0,735.0,6119.0,0.0,Oui,3629.0,646650234,
7458.0,delpeyrat,1287.0,2020.0,6734.0,1085.0,1369.0,Oui,7458.0,645680026,
4524.0,up,877.0,2018.0,609.0,461.0,0.0,Oui,4524.0,642044366,-47.0
3627.0,laboratoire glaxosmithkline,650.0,2017.0,162.4,43.7,0.0,Oui,3627.0,642041362,
4853.0,unibeton,636.0,2018.0,1453.5,685.3,0.0,Oui,4853.0,642016166,
676.0,ab interim,3996.0,2015.0,17.0,1.0,5.0,Oui,676.0,642009583,
4534.0,ferropem,1000.0,2018.0,1300354.39,144215.0,0.0,Oui,4534.0,642005177,
5609.0,safran aerotechnics,1100.0,2019.0,1555.0,318.0,424.0,Oui,5609.0,639804384,
6550.0,m-extend france,595.0,2020.0,2500.0,438.0,0.0,Oui,6550.0,639200260,430.0
6410.0,lohr industrie,871.0,2018.0,4735.0,490.0,4467.0,Oui,6410.0,638503045,
3590.0,boulangerie neuhauser,987.0,2017.0,7030.0,5047.0,0.0,Oui,3590.0,638502963,
4941.0,entreprise marc sa,534.0,2018.0,3616.0,11.0,0.0,Oui,4941.0,636720120,
4619.0,groupe sanef,2393.0,2018.0,10804.0,1072.0,0.0,Oui,4619.0,632050019,-7146.0
1043.0,manitowoc,1000.0,2014.0,5984.0,725.0,1389.0,Oui,1043.0,632045837,
4659.0,compass group france,13500.0,2018.0,306.0,421.0,1047.0,Oui,4659.0,632041042,86.0
632.0,saica pack france,1200.0,2014.0,19255.4,2259.8,0.0,Oui,632.0,632039988,
566.0,bnp paribas sa - bplg - bp2s - arbitrage - pf,48342.0,2015.0,14917.64,29098.49,22601.61,Oui,566.0,632017513,
6860.0,sa,900.0,2020.0,129.0,238.0,5833.0,Oui,6860.0,632012100,
5670.0,snic,18.0,2019.0,55.04000000000001,5.2,4.88,Oui,5670.0,632009528,
2505.0,la vie claire,709.0,2016.0,1504.0,693.0,0.0,Oui,2505.0,632000014,
7530.0,safran power units,516.0,2019.0,995.0,247.0,0.0,Oui,7530.0,630800084,-1533.0
4005.0,jungheinrich france sas,1200.0,2018.0,4855.906112159851,49.101388,0.0,Oui,4005.0,629857301,
7071.0,eiffage rail,505.0,2020.0,5264.0,44.0,0.0,Oui,7071.0,629800988,
4680.0,otus,1243.0,2018.0,10361.0,54.0,0.0,Oui,4680.0,622057594,489.0
1139.0,jcdecaux france,2605.0,2014.0,8439.0,10250.0,0.0,Oui,1139.0,622044501,
4033.0,yara france,638.0,2018.0,784282.0,6066.0,0.0,Oui,4033.0,622042422,-68245.0
644.0,condat sas,432.0,2020.0,30719.0,41624.0,0.0,Oui,644.0,622037513,
4124.0,rhodia operation france,3752.0,2018.0,872270.0,64758.0,0.0,Oui,4124.0,622037083,
4661.0,pcas,1069.0,2018.0,23998.0,1042.0,0.0,Oui,4661.0,622019503,
5550.0,autoliv,603.0,2019.0,740.0,80.0,0.4,Oui,5550.0,622009918,-89.0
801.0,centre hospitalier du ternois,561.0,2014.0,45.0,41.0,0.0,Oui,801.0,620100081,
5656.0,transport rapides automobiles,655.0,2019.0,427.0,7.0,7134.0,Oui,5656.0,618200380,
7539.0,ramery tp,510.0,2020.0,6057.43,19.43,963.17,Oui,7539.0,617120118,
4825.0,thales avs france sas,5400.0,2018.0,6134.0,5537.0,0.0,Oui,4825.0,612039495,
4118.0,interforum,1259.0,2018.0,2175.989,334.839,0.0,Oui,4118.0,612039073,
6308.0,christian dior couture,1598.0,2019.0,211.0,792.0,117.0,Oui,6308.0,612035832,
2772.0,kantar sas,1200.0,2016.0,518.0,410.6,127.0,Oui,2772.0,612034496,
715.0,lilly france sas,2800.0,2014.0,10063.0,2514.0,0.0,Oui,715.0,609849153,
1275.0,veolia proprete ile-de-france,539.0,2014.0,5133.0,36.0,0.0,Oui,1275.0,608202727,
3965.0,banque populaire auvergne rhone alpes,3416.0,2018.0,1808.0,926.0,36842.0,Oui,3965.0,605520071,
4288.0,snop france,1192.0,2018.0,3747.0,751.0,1.0,Oui,4288.0,602820011,
5016.0,saint louis sucre,600.0,2019.0,360904.0,4407.0,81352.0,Oui,5016.0,602056749,-51156.0
5113.0,xerox sas,404.0,2018.0,499.0,80.0,0.0,Oui,5113.0,602055311,-2985.531
6827.0,derichebourg interim et recrutement,2527.0,2020.0,100.392,9.163,15.036,Oui,6827.0,602044638,
1371.0,tn international,560.0,2014.0,100.47,64.27,0.0,Oui,1371.0,602039299,
2337.0,volkswagen group france,711.0,2016.0,4235.0,536.0,1319.0,Oui,2337.0,602025538,
4384.0,rockwell collins france,654.0,2018.0,112.0,210.0,0.0,Oui,4384.0,602020737,
6560.0,ferrero france,514.0,2020.0,5841.0,1069.0,1118.0,Oui,6560.0,602018897,
4757.0,inteva products france sas,762.0,2018.0,887.54,698.8299999999999,0.0,Oui,4757.0,602010696,511.95649999999995
1819.0,euralis gastronomie,1300.0,2015.0,7753.0,2141.0,0.0,Oui,1819.0,601650146,
961.0,societe anonyme,878.0,2014.0,20569.0,13795.0,0.0,Oui,961.0,599815073,
4347.0,daher aerospace sa,7164.0,2019.0,10977.0,1665.0,0.0,Oui,4347.0,597020841,4203.309999999999
1689.0,centre distributeur alimentaire du sud ouest (c.d.a sud ouest),516.0,2015.0,490.0,525.0,507.0,Oui,1689.0,592780043,
4497.0,merial s.a.s.,2364.0,2018.0,11033.73,4663.01,0.0,Oui,4497.0,590800215,
4145.0,caisse federale de credit mutuel,2184.0,2018.0,634.0,450.0,727.0,Oui,4145.0,588505354,
6779.0,societe d'extrusion du polyethylene,550.0,2018.0,324.5,4145.0,3103511.0,Oui,6779.0,586050072,
5985.0,laiteries h.triballat,1300.0,2018.0,12355.0,3168.0,0.0,Oui,5985.0,583720644,-2074.0
7099.0,medinger & fils,286.0,2020.0,8817.0,31.0,0.0,Oui,7099.0,582150868,
3592.0,pomme de pain,552.0,2017.0,45.0,344.0,0.0,Oui,3592.0,582150041,
1933.0,societe jouve,858.0,2015.0,606.0,686.0,376.0,Oui,1933.0,582131264,
3192.0,cameron sas,500.0,2017.0,395.0,705.0,0.0,Oui,3192.0,582122230,
6163.0,alloga france,502.0,2019.0,359.0,479.0,21099.0,Oui,6163.0,582118675,-239.0
5810.0,skf aeroengine france,550.0,2019.0,712.9300000000001,2367.0,0.0,Oui,5810.0,582106985,339.07000000000005
7111.0,guerlain sa,3700.0,2019.0,1441.0,118.0,86916.0,Oui,7111.0,582022265,
6631.0,cis ista,538.0,2020.0,1218.98,29.626,0.0,Oui,6631.0,582017810,-1436.02
2657.0,groupe ecf,200.0,2017.0,1480.0,130.0,44690.0,Oui,2657.0,582012936,
3252.0,cdc habitat - efidis,893.0,2017.0,88534.0,28008.0,0.0,Oui,3252.0,582008728,
3313.0,caroll international,983.0,2018.0,281.0,176.0,38363.0,Oui,3313.0,582001707,
6514.0,transdev cat,1053.0,2020.0,17681.0,63.0,0.0,Oui,6514.0,575450283,
6507.0,clinique elsan,491.0,2020.0,419.1660000000001,97.654,0.0,Oui,6507.0,574201919,-220.31299999999993
3632.0,club med sas,4371.0,2018.0,1922.0,2285.0,358.0,Oui,3632.0,573185684,
4400.0,sika france sas,543.0,2018.0,2246.0,414.0,0.0,Oui,4400.0,572232411,
1102.0,veolia proprete,1241.0,2014.0,12390.0,166.0,0.0,Oui,1102.0,572221034,
5679.0,ca indosuez wealth france,450.0,2019.0,262.0,62.9,0.0,Oui,5679.0,572171635,
4852.0,gsm,563.0,2018.0,12350.89,1802.3,0.0,Oui,4852.0,572165652,
2143.0,cat sas,724.0,2015.0,5275.0,634.0,0.0,Oui,2143.0,572158269,
4443.0,haribo ricqles zan,690.0,2018.0,6049.0,785.0,140102.0,Oui,4443.0,572149169,-1149.0999999999995
5643.0,distribution sanitaire chauffage,4328.0,2019.0,13408.0,779.0,3627.0,Oui,5643.0,572141885,
4309.0,asf,3582.0,2019.0,14464.44,2740.79,7956776.0,Oui,4309.0,572139996,-2965.5599999999995
5042.0,trapil,767.0,2019.0,848.0,4534.0,3018.0,Oui,5042.0,572086213,
760.0,lvmh fragrance brands,954.0,2014.0,1144.571,244.627,0.0,Oui,760.0,572082253,
6666.0,eri,800.0,2019.0,1927.0,37.0,41906.0,Oui,6666.0,572078905,
3969.0,robert bosch france sas,3939.0,2018.0,5672.0,6527.0,0.0,Oui,3969.0,572067684,
4691.0,utb,1100.0,2018.0,2189.0,58.0,521.0,Oui,4691.0,572064145,-372.0
570.0,groupe galeries lafayette,13000.0,2015.0,4527.0,11186.0,15774.0,Oui,570.0,572062594,-2429.0
5474.0,entreprise guy challancin,6500.0,2019.0,0.5,5.75,22574.24,Oui,5474.0,572053833,0.0
5489.0,clear channel france,996.0,2018.0,1505.0,11.0,386.0,Oui,5489.0,572050334,
4167.0,latecoere,900.0,2018.0,2549.719,414.717,0.0,Oui,4167.0,572050169,1477.719
1400.0,patisserie laduree,720.0,2014.0,994.0,335.0,0.0,Oui,1400.0,572045540,
119.0,merck sante sas,930.0,2014.0,7829.74,1540.7,0.0,Oui,119.0,572028033,
965.0,veolia eau france,10399.0,2014.0,85592.0,145784.0,1766887.0,Oui,965.0,572025526,
2253.0,lyreco france,2000.0,2016.0,7557.0,598.0,13184.0,Oui,2253.0,571722669,-927.0
3275.0,lamines marchands europeens,535.0,2017.0,48085.0,14201.0,39080.0,Oui,3275.0,568801013,
6793.0,schaeffler france,2320.0,2019.0,4006.0,4356.0,0.0,Oui,6793.0,568504161,-1642.0
4570.0,compagnie des transports strasbourgeois,1677.0,2018.0,13384.0,1745.0,0.0,Oui,4570.0,568500680,-2146.0
3063.0,cemoi chocolatier,679.0,2017.0,5384.5,3399.0,712581.0,Oui,3063.0,564202166,
6519.0,legallais,1156.0,2020.0,1672.0,179.0,0.0,Oui,6519.0,563820489,1094.1
5630.0,meridionale des bois et materiaux,1013.0,2019.0,2644.0,246.0,801.0,Oui,5630.0,562920470,
3064.0,cemoi confiseur,1026.0,2017.0,695.0,3271.0,0.0,Oui,3064.0,562880179,
514.0,siniat,1275.0,2014.0,,,,Non,514.0,562620773,
1260.0,razel-bec,2323.0,2016.0,16053.8038,483.51,0.0,Oui,1260.0,562136036,-3786.4961999999996
3580.0,acome,1104.0,2018.0,3771.0,2177.0,0.0,Oui,3580.0,562123513,486.0
4060.0,thales dis france sa,2649.0,2018.0,966.0,1228.0,199.0,Oui,4060.0,562113530,-277.0
5296.0,bwt-france,577.0,2019.0,218.874,35.194,1230.23,Oui,5296.0,562110619,
6460.0,terreal,1466.0,2020.0,178407.598,4323.639,34469.538,Oui,6460.0,562110346,-19608.402000000002
5652.0,howmet,800.0,2018.0,7956.5514414,1710.887176,0.0,Oui,5652.0,562109801,
6477.0,onet logistique,1137.0,2019.0,854.9999999999999,12.0,0.0,Oui,6477.0,562107003,314.9999999999999
5551.0,safran sa,1811.0,2019.0,951.0,948.0,311.0,Oui,5551.0,562082909,
7523.0,balas,658.0,2020.0,759.0,55.0,346.0,Oui,7523.0,562077792,
5524.0,sade-cgth,4441.0,2019.0,35362.513,230.367,0.0,Oui,5524.0,562077503,
5462.0,givaudan france sas,850.0,2019.0,3700.75,929.5,0.0,Oui,5462.0,562063057,
375.0,chevron oronite s.a.s.,773.0,2014.0,53682.0,2817.0,20551.0,Non,375.0,562061630,
5174.0,vilmorin sa,590.0,2019.0,3778.05,948.46,0.0,Oui,5174.0,562050864,
