id,organization_name,staff,reporting_year,total_scope_1,total_scope_2,total_scope_3,action_plan,assessment_id,legal_unit_id,evolution_scope_1
7149.0,b. braun medical,2000.0,2019.0,2646.0,840.0,0.0,Oui,7149.0,562050856,583.4200000000001
3198.0,pitney bowes sas,545.0,2017.0,1506.0,15.0,338.0,Oui,3198.0,562046235,
677.0,sa,540.0,2013.0,1962.0,282.0,435.0,Oui,677.0,562042598,
4308.0,escota,1029.0,2019.0,2962.328450506,1110.8307028,1720949.5035496,Oui,4308.0,562041525,-451.6715494939999
4916.0,bayer sas,1978.0,2018.0,10301.0,1317.0,23878.0,Oui,4916.0,562038893,2412.0
6088.0,man energy solutions france sas,750.0,2019.0,5767.197,283.37,0.0,Oui,6088.0,562037838,-2494.553
958.0,ponticelli freres,2300.0,2014.0,4817.0,291.0,8356.0,Oui,958.0,562036624,
7594.0,janssen-cilag,1306.0,2019.0,1141.0,120.0,28563.0,Oui,7594.0,562033068,-1332.0
5755.0,euromatic,568.0,2019.0,6797.4,67.0,0.0,Oui,5755.0,562013771,
4591.0,banque populaire occitane,2047.0,2018.0,1378.0,746.0,0.0,Oui,4591.0,560801300,
4113.0,gkn driveline sa,577.0,2018.0,1342.9,2117.8,31.6,Oui,4113.0,559801675,
7339.0,rougegorge lingerie,600.0,2019.0,0.0,127.0,42858.0,Oui,7339.0,558503355,
988.0,electricite de strasbourg,860.0,2015.0,12269.0,413.0,12346.0,Oui,988.0,558501912,
5744.0,transports breger,800.0,2019.0,38183.5,176.5,0.0,Oui,5744.0,556750123,-147.5
4164.0,caisse federale du credit mutuel maine anjou basse normandie,1561.0,2018.0,520.0,347.0,1686.0,Oui,4164.0,556650208,
5523.0,"casino, guichard-perrachon (magasins)",46477.0,2019.0,263085.6954,38157.35,0.0,Oui,5523.0,554501171,163584.89962000004
4397.0,charvet la mure bianco,560.0,2018.0,5347.01,435.0,0.0,Oui,4397.0,554500199,
4027.0,banque populaire du sud,1649.0,2018.0,1258.0,505.0,16221.0,Oui,4027.0,554200808,
6053.0,groupe 3f,4238.0,2019.0,990.3585247134321,159.75258165,841610.068354437,Oui,6053.0,552141533,-116321.64147528657
451.0,septodont,590.0,2015.0,2039.0,291.0,598.0,Oui,451.0,552139677,
4839.0,radiall,1140.0,2018.0,1442.0,759.0,0.0,Oui,4839.0,552124984,
4110.0,societe generale,149000.0,2018.0,22438.0,17862.0,33065.0,Oui,4110.0,552120222,644.0
3183.0,compagnie ibm france,6726.0,2018.0,507.7,8900.0,0.0,Oui,3183.0,552118465,
4982.0,henkel france sas,580.0,2018.0,2175.0,40.0,573.0,Oui,4982.0,552117590,
4285.0,44 galeries lafayette,2170.0,2018.0,289.0,217.0,0.0,Oui,4285.0,552116329,
4116.0,cofiroute,1352.0,2019.0,5484.670174015,1587.626869,2987807.1817814,Oui,4116.0,552115891,-1235.3298259849998
4832.0,thales avionics electrical systems sas,800.0,2018.0,340.0,172.0,0.0,Oui,4832.0,552114175,
3136.0,keolis sa,61012.0,2017.0,768979.0,217727.0,227455.0,Oui,3136.0,552111809,299501.0
1657.0,air liquide sa,1108.0,2015.0,81.0,442.0,94.0,Oui,1657.0,552096281,
3751.0,logirep,600.0,2018.0,32857.0,24663.0,8775.0,Oui,3751.0,552093338,
6236.0,bred banque populaire,6000.0,2020.0,486.0,872.0,25018.0,Oui,6236.0,552091795,-130.0
153.0,monoprix sas,20000.0,2014.0,119452.0,11783.0,37900.0,Oui,153.0,552083297,
5233.0,aptar france sas,2200.0,2018.0,9171.0,1227.0,477.0,Oui,5233.0,552081739,
4624.0,edf,165790.0,2018.0,35699735.0,470025.0,111493567.0,Oui,4624.0,552081317,
3881.0,skf france,1300.0,2018.0,5463.382,1886.26,62763.41,Oui,3881.0,552048837,2391.2819999999997
4461.0,engie energie services sa,12000.0,2018.0,3068359.0,39086.0,640526.0,Oui,4461.0,552046955,-1081137.0
3250.0,cdc habitat - osica,914.0,2017.0,70977.0,34851.0,0.0,Oui,3250.0,552046484,
4375.0,bouygues construction sa,564.0,2018.0,1847.0,98.0,1469.0,Oui,4375.0,552045999,
4097.0,pomona,7124.0,2019.0,64639.0,4260.0,0.0,Oui,4097.0,552044992,
7543.0,elogie-siemp,500.0,2020.0,25050.25699597081,14988.9432630575,52563.22475030996,Oui,7543.0,552038200,
4800.0,rivp,1200.0,2018.0,20449.073,20992.0,190343.0,Oui,4800.0,552032708,
4264.0,sgs france,1808.0,2018.0,5073.0,708.0,0.0,Oui,4264.0,552031650,
4687.0,cegos,428.0,2018.0,533.0,96.0,110.0,Oui,4687.0,552024671,
433.0,icf habitat la sabliere,709.0,2014.0,83696.0,14778.0,0.0,Oui,433.0,552022105,
3836.0,liebherr-aerospace toulouse sas,1364.0,2018.0,320.0,1328.0,620.0,Oui,3836.0,552016834,-564.3
3761.0,aeroports de paris sa,4478.0,2018.0,51231.0,20655.0,2006285.0,Oui,3761.0,552016628,1089.0
5457.0,sgd sa,3080.0,2019.0,65567.0,9640.0,2799.0,Oui,5457.0,552012585,
4195.0,roche sas,701.0,2018.0,1056.373982671,146.0,21210.0,Oui,4195.0,552012031,
4439.0,total lubrifiants s.a.,715.0,2018.0,5049.0,282.0,0.0,Oui,4439.0,552006454,
1918.0,banque neuflize obc,1046.0,2015.0,717.0930000000001,28.0,2483.8,Oui,1918.0,552003261,
5641.0,docks de l'oise,695.0,2019.0,3263.0,108.0,880.0,Oui,5641.0,552002917,-1619.0
4109.0,banque populaire rives de paris,2430.0,2018.0,638.0,1190.0,23067.0,Oui,4109.0,552002313,
5378.0,sicf,1584.0,2019.0,138566.0,38293.0,136605.0,Oui,5378.0,552001406,-87818.0
2532.0,clinique pasteur,850.0,2015.0,1067.0,6.0,16292.0,Oui,2532.0,550801195,
698.0,cooperateurs de normandie picardie,723.0,2014.0,4450.0,915.0,584.0,Oui,698.0,550501985,
4337.0,banque populaire val de france,2255.0,2018.0,823.0,753.0,17950.0,Oui,4337.0,549800373,-713.0
1466.0,wienerberger,760.0,2019.0,135369.0,6894.0,0.0,Oui,1466.0,548500982,
2503.0,socomec sas france,1373.0,2016.0,8915.0,450.0,42498.0,Oui,2503.0,548500149,5952.0
455.0,sdmo  industries,815.0,2014.0,1724.0,91.0,129192.0,Oui,455.0,548202985,
4506.0,sas sodebo,570.0,2018.0,287.0,56.0,0.0,Oui,4506.0,547350249,
4641.0,sas charal,2969.0,2018.0,21852.0,6199.0,0.0,Oui,4641.0,546950379,
2200.0,arrive,1958.0,2014.0,17889.0,3491.0,3482.0,Oui,2200.0,546650367,
1020.0,ciat,1103.0,2015.0,7848.800999999999,510.948,0.0,Oui,1020.0,545620114,
5453.0,defontaine sas,720.0,2019.0,2136.0,1268.0,0.0,Oui,5453.0,545550378,-521.0
5909.0,laboratoires chemineau,340.0,2020.0,410.44,278.0,699.0,Oui,5909.0,544800592,
3916.0,petit bateau france,937.0,2018.0,4363.0,0.1,0.0,Oui,3916.0,542880125,883.0
4214.0,banque populaire bourgogne franche comte,1809.0,2019.0,1495.0,486.0,16195.0,Oui,4214.0,542820352,-142.0
4698.0,otis france,5000.0,2018.0,12490.0,542.0,0.0,Oui,4698.0,542107800,
171.0,engie s. a.,152900.0,2014.0,10234177.0,835651.0,0.0,Oui,171.0,542107651,
4032.0,banque palatine,1166.0,2018.0,339.0,182.0,7231.0,Oui,4032.0,542104245,
4478.0,elm.leblanc sas,950.0,2018.0,3137.0,384.0,0.0,Oui,4478.0,542097944,
3165.0,credit agricole consumer finance,2950.0,2017.0,2035.0,1392.0,0.0,Oui,3165.0,542097522,
2095.0,lagardere travel retail france,1260.0,2016.0,158.0,1842.0,202.0,Oui,2095.0,542095336,
4765.0,punch powergilde strasbourg,849.0,2019.0,4109.0,3565.0,0.0,Oui,4765.0,542094750,
3952.0,mecachrome,1100.0,2018.0,1322.4,1884.7,0.0,Oui,3952.0,542093166,
2140.0,thuasne,667.0,2016.0,2757.0036,302.0,0.0,Oui,2140.0,542091186,
3327.0,compagnie des gaz de petrole primagaz,740.0,2017.0,666.2,204.2,1661792.0,Oui,3327.0,542084454,
2521.0,proteor,600.0,2017.0,1123.0,86.0,0.0,Oui,2521.0,542083704,
4803.0,ogf,6000.0,2018.0,26789.0,1802.0,7485.0,Oui,4803.0,542076799,1102.0
6935.0,goron sas,1500.0,2020.0,17.28,2.57,3.98,Oui,6935.0,542074976,
3370.0,maaf assurances sa,3294.0,2017.0,986.0799999999999,874.69,0.0,Oui,3370.0,542073580,70.07999999999993
1169.0,lubrizol,600.0,2014.0,34752.0,73470.0,0.0,Oui,1169.0,542070958,
383.0,basf france sas,1429.0,2014.0,,,,Oui,383.0,542069158,
4192.0,psa automobiles sa,52264.0,2018.0,380953.51,76380.84,0.0,Oui,4192.0,542065479,
2473.0,paris-ouest construction,275.0,2016.0,379.0,221.0,0.0,Oui,2473.0,542062617,
4900.0,asten sas,460.0,2018.0,4333.0,32.0,0.0,Oui,4900.0,542057336,
4493.0,hutchinson sa,539.0,2018.0,310.5,5088.400000000001,0.0,Oui,4493.0,542051826,
4090.0,total s.a.,6214.0,2018.0,155.5,8297.0,0.0,Oui,4090.0,542051180,
2868.0,montupet,1200.0,2016.0,21806.0,4064.0,79446.0,Oui,2868.0,542050794,
4036.0,natixis,12569.0,2017.0,27.0,3948.0,1667.0,Oui,4036.0,542044524,-10.0
2263.0,bayard presse sa,777.0,2016.0,189.0,21.0,37.0,Oui,2263.0,542042486,
4472.0,le joint francais snc,1500.0,2018.0,7412.4,1956.3,0.0,Oui,4472.0,542035753,
4440.0,total marketing & services,1729.0,2018.0,1930.0,576.0,0.0,Oui,4440.0,542034921,
5754.0,credit foncier de france,756.0,2019.0,458.0,236.0,7167.0,Oui,5754.0,542029848,-1309.0
1959.0,iss proprete,20651.0,2016.0,9082.0,0.0,5585.0,Oui,1959.0,542016951,
2138.0,socotec france,3800.0,2016.0,11222.733,392.21,0.0,Oui,2138.0,542016654,
3638.0,credit industriel et commercial,3807.0,2018.0,593.0,1361.0,913.0,Oui,3638.0,542016381,
4750.0,nestle france sas,2969.0,2018.0,39696.0,4785.0,8832.0,Oui,4750.0,542014428,
4226.0,limagrain europe sas,706.0,2019.0,4249.0,404.5,0.0,Oui,4226.0,542009824,
421.0,sonovision,865.0,2015.0,,,,Oui,421.0,542001193,
7535.0,innosea,23.0,2020.0,0.0,0.74,3.9,Oui,7535.0,539748673,0.0
6031.0,sartorius stedim fmt,1388.0,2017.0,595.2,966.0,57569.4,Oui,6031.0,538760125,
4147.0,kem one sas,1350.0,2018.0,357900.0,154550.0,0.0,Oui,4147.0,538695040,
6907.0,fondation entreprendre,10.0,2020.0,0.0,1.0,23.23999999999999,Oui,6907.0,538678277,
1239.0,saeml tamm (transports de lagglomeration de metz metropole),500.0,2014.0,7899.03,309.018,0.0,Oui,1239.0,538567793,
5933.0,harmonie mutuelle,4600.0,2019.0,3507.0,547.0,0.0,Oui,5933.0,538518473,-259.57000000000016
781.0,keolis orleans val de loire,760.0,2015.0,11747.0,1120.0,666.0,Oui,781.0,537978603,
1128.0,gsf phebus,1300.0,2014.0,297.0,10.0,0.0,Oui,1128.0,537020216,
3576.0,cerp rhin rhone mediterrane,1680.0,2018.0,,,,Oui,3576.0,535420533,
7251.0,7partners,100.0,2019.0,12556.0,2417.0,0.0,Oui,7251.0,535354906,
6697.0,urssaf midi-pyrenees,663.0,2017.0,561.7510000000001,104.308,2649.539,Oui,6697.0,535146500,
81.0,la cordee,10.0,2014.0,21.1,4.6,92.19999999999999,Non,81.0,535113062,
3984.0,urssaf pays de la loire,672.0,2018.0,348.015,75.357,2548.213999999999,Oui,3984.0,535104756,
4780.0,caf du pas de calais,851.0,2018.0,413.75,80.0,0.0,Oui,4780.0,534214051,122.75
4528.0,caf du nord,1400.0,2018.0,775.8,298.65,1624.26,Oui,4528.0,534175179,-75.20000000000005
5912.0,caf de seine-maritime,691.0,2018.0,447.0,36.0,2327.0,Oui,5912.0,534092499,
4735.0,caisse d'allocations familiales de l'herault,668.0,2018.0,263.744,150.027,2462.869,Oui,4735.0,534089529,
6994.0,signal and co,0.0,2020.0,1.587,0.058,7.002,Oui,6994.0,533667622,
2247.0,tereos,2307.0,2019.0,1289498.0,28657.0,54331.0,Oui,2247.0,533247979,
4313.0,institut de cancerologie de louest,1199.0,2018.0,1200.36,384.75,412.93,Oui,4313.0,532254307,
6909.0,homeexchange,73.0,2020.0,0.0,0.72,908.0699999999999,Oui,6909.0,532000783,
4016.0,total marketing france,1227.0,2018.0,79.55,381.31,0.0,Oui,4016.0,531680445,
4341.0,decathlon logistique france,2000.0,2018.0,4329.0,522.0,0.0,Oui,4341.0,530675222,1705.9499999999998
1893.0,oms synergie group,4342.0,2016.0,757.0,24.0,0.0,Oui,1893.0,529389520,
5855.0,foundation brakes france,520.0,2019.0,438.0,161.0,0.0,Oui,5855.0,529268393,
4569.0,total raffinage france,4194.0,2018.0,7015321.2,137637.9,0.0,Oui,4569.0,529221749,
6072.0,mutex,550.0,2019.0,24.0,55.0,38.0,Oui,6072.0,529219040,-66.0
3492.0,dispeo,711.0,2018.0,2029.3,461.0,1983.0,Oui,3492.0,529192304,
6579.0,artemis security,800.0,2020.0,149.0,6.3,0.0,Oui,6579.0,529075194,
7431.0,elee sas,65.0,2020.0,0.0,48.0,90.0,Oui,7431.0,528858129,
2586.0,besancon mobilites,525.0,2016.0,6751.0,562.0,0.0,Oui,2586.0,528449598,
7055.0,kronenbourg sas,1000.0,2019.0,21112.0,2300.0,5577.0,Oui,7055.0,528365125,
4756.0,aeroport de la reunion roland garros,273.0,2018.0,249.0,5979.0,643.0,Oui,4756.0,528194434,
3236.0,sem,750.0,2017.0,40.0,14.0,0.0,Oui,3236.0,527866198,
6854.0,liebherr mining equipement colmar sas,660.0,2019.0,1949.0,147.0,0.0,Oui,6854.0,527860555,981.322
5460.0,saverglass,1400.0,2019.0,50027.0,2.0,0.0,Oui,5460.0,525721189,-651.0
4028.0,coop atlantique,3203.0,2018.0,13997.0,2758.0,0.0,Oui,4028.0,525580130,-11725.0
2089.0,marie surgeles,700.0,2014.0,3781.0,2197.0,1509.0,Oui,2089.0,525361465,
4019.0,webhelp compiegne,840.0,2018.0,146.82,50.7,0.0,Oui,4019.0,525105607,
4259.0,groupe smcp,3400.0,2018.0,4240.0,4777.0,541.0,Oui,4259.0,524544939,
5188.0,veolia eau d'ile de france,1400.0,2018.0,2084.0,8331.0,34024.0,Oui,5188.0,524334943,
5002.0,association sevel services,450.0,2019.0,381.02,3.81,0.0,Oui,5002.0,523676245,
6600.0,alienor groupe,150.0,2020.0,1308.35,9.764,678.563,Oui,6600.0,523644615,
4452.0,parker hannifin manufacturing france sas,1278.0,2019.0,3260.0,1000.0,0.0,Oui,4452.0,523394724,
5665.0,msa portes de bretagne,549.0,2019.0,520.033,89.41,1961.243,Oui,5665.0,521826107,
2054.0,msa,504.0,2015.0,391.0,47.0,0.0,Oui,2054.0,521676155,
6172.0,credit agricole technologies et services,1500.0,2019.0,580.0,190.0,63893.0,Oui,6172.0,521320408,-457.0
3326.0,mutualite sociale agricole du languedoc,627.0,2015.0,173.0,222.0,0.0,Oui,3326.0,520335514,
3808.0,azurial,2036.0,2018.0,409.2,8.9,0.0,Oui,3808.0,519881791,-167.3
2081.0,chu,5500.0,2012.0,16874.0,1387.0,51405.0,Oui,2081.0,519819478,
2895.0,cat amania,500.0,2017.0,50.142,5.751,0.0,Oui,2895.0,519685085,
270.0,msa nord - pas de calais,506.0,2014.0,360.0,54.0,93.0,Non,270.0,519482152,
4897.0,shrs,889.0,2018.0,30.0,110.0,5068.0,Oui,4897.0,519319651,
4854.0,tratel,692.0,2018.0,45733.0,37.9,0.0,Oui,4854.0,519091789,
4089.0,trimet france,631.0,2018.0,277930.373,83078.0,0.0,Oui,4089.0,519029573,30711.157000000036
2002.0,gsf athena,528.0,2014.0,347.0,7.0,0.0,Oui,2002.0,519022586,
671.0,msa  provence azur,567.0,2014.0,384.0,174.0,0.0,Oui,671.0,518898069,
5616.0,apave sudeurope sas,3248.0,2019.0,7470.500000000001,234.9,0.0,Oui,5616.0,518720925,505.5000000000009
5374.0,europ net ii,870.0,2019.0,205.62,37.54,0.0,Oui,5374.0,518515564,
5884.0,aaf la providence,1582.0,2019.0,483.0,6.0,0.0,Oui,5884.0,518515416,
4636.0,eiffage enegie systemes telecom sud-est,537.0,2018.0,3417.29,20.74,0.0,Oui,4636.0,518201710,
4374.0,cpam du hainaut,641.0,2018.0,523.266,94.36,2117.185,Oui,4374.0,517614939,22.02899999999994
4721.0,cpam de l'herault,861.0,2018.0,179.026,133.331,2595.744,Oui,4721.0,517608139,
488.0,caagis,495.0,2014.0,887.0,260.0,6251.0,Non,488.0,517585154,
4245.0,cpam lille douai,844.0,2018.0,681.369,148.753,1976.602,Oui,4245.0,517583423,
4082.0,cpam du finistere,673.0,2018.0,306.63031,89.3762720976,2144.4261328,Oui,4082.0,517529830,
4412.0,cpam rouen elbeuf dieppe seine maritime,620.0,2018.0,280.236,194.805,2143.761,Oui,4412.0,517501276,
4330.0,cpam du rhone,1646.0,2018.0,745.508,490.732,4904.873000000001,Oui,4330.0,517465928,
4131.0,cpam du bas-rhin,960.0,2018.0,447.991,123.94,2483.702930211,Oui,4131.0,517442125,
4421.0,cpam 54,571.0,2018.0,325.038,496.231,1830.24,Oui,4421.0,517405783,
4434.0,cpam de l'oise,587.0,2018.0,442.755,174.199,1941.281,Oui,4434.0,517390183,
5531.0,safran seats,5000.0,2019.0,1350.0,320.0,0.0,Oui,5531.0,515450088,
4934.0,cpam,930.0,2019.0,785.0930000000001,191.746,0.0,Oui,4934.0,515260883,
4679.0,caisse primaire d'assurance maladie de loire-atlantique,953.0,2018.0,328.595,194.898,2525.033,Oui,4679.0,515163749,
4446.0,cpam du haut-rhin,598.0,2018.0,309.924,211.143,1841.749,Oui,4446.0,515131431,
3102.0,gapas,768.0,2016.0,1570.0,122.0,0.0,Oui,3102.0,515130599,
4670.0,cpam artois,823.0,2018.0,159.289,128.492,2717.55,Oui,4670.0,515102135,
4282.0,cpam de maine et loire,580.0,2018.0,103.03,342.849,1738.873,Oui,4282.0,515090686,
1560.0,sferis,800.0,2015.0,2040.0,5.0,529.0,Oui,1560.0,514368034,
3317.0,itm lemi,647.0,2017.0,4914.0,461.0,1317.0,Oui,3317.0,514111145,
4579.0,itm logistique alimentaire international,7532.0,2018.0,234060.0,6296.0,60418.0,Oui,4579.0,514080837,
4012.0,webhelp montceau,550.0,2018.0,3.25,30.04,0.0,Oui,4012.0,514032655,
4290.0,snwm,1036.0,2018.0,11485.0,704.0,2.0,Oui,4290.0,513634808,
5403.0,cogepart,1800.0,2019.0,16170.0,113.0,0.0,Oui,5403.0,513254227,0.0
4511.0,econocom,10812.0,2018.0,213.0,403.0,6751.0,Oui,4511.0,512616798,
5655.0,vyv3 sud est,450.0,2019.0,164.51,67.06,0.0,Oui,5655.0,512611781,
4395.0,schneider electric energy france,760.0,2018.0,2574.0,326.0,0.0,Oui,4395.0,511746356,-1621.0
7412.0,lamberet sas,700.0,2020.0,3475.734,1115.4,0.0,Oui,7412.0,511316291,
6004.0,goodyear dunlop tires amiens sud,850.0,2020.0,233.8,10410.0,0.0,Oui,6004.0,511302069,-109.09999999999997
7576.0,even lait industrie,700.0,2019.0,12647.0,1375.0,0.0,Oui,7576.0,511070427,
588.0,le 19 avenue kleber,595.0,2015.0,,,,Oui,588.0,509873543,
5094.0,aepsilon,25.0,2019.0,389.0,2.0,49963.0,Oui,5094.0,509778544,
3000.0,ford aquitaine industries,923.0,2017.0,4982.0,2602.0,0.0,Oui,3000.0,509678959,782.0
4079.0,mhcs,1738.0,2018.0,5702.092,2035.0,0.0,Oui,4079.0,509553459,
3973.0,sas 3 brasseurs france,700.0,2018.0,862.0,431.0,26460.0,Oui,3973.0,509530770,
4156.0,bouygues construction services nucleaires,533.0,2018.0,1218.48,48.8,5383.72,Oui,4156.0,509447892,
1318.0,umicore building products france,648.0,2015.0,11023.0,2553.0,0.0,Oui,1318.0,509378386,
4856.0,"eric langlet , apiculteur",1.0,2019.0,16.675,0.698,17.647,Oui,4856.0,509346391,
4627.0,sas socopa,5519.0,2018.0,35754.0,8874.0,0.0,Oui,4627.0,508513785,
5646.0,d.m.b.p,1201.0,2019.0,8005.0,336.0,2218.0,Oui,5646.0,508102159,
5131.0,ds smith packaging nord-est,632.0,2018.0,475.0,14480.0,0.0,Oui,5131.0,508031523,
7241.0,wepa france sas,615.0,2019.0,58492.2,0.0,0.0,Oui,7241.0,507500635,
2442.0,berner sarl,1457.0,2016.0,5205.0,0.0,1362.0,Oui,2442.0,506950211,
3523.0,stmicroelectronics (site de grenoble),1957.0,2018.0,1128.9,1065.8,0.0,Oui,3523.0,504941337,122.00000000000011
3636.0,suez recyclage & valorisation france,8760.0,2018.0,927770.02,8203.09,0.0,Oui,3636.0,504726787,
4972.0,nxp semiconductors france sas,967.0,2018.0,1271.0,483.0,0.0,Oui,4972.0,504538745,
3041.0,ccs,2432.0,2018.0,746.0,694.0,1384.0,Oui,3041.0,504514555,
360.0,arc international france,5140.0,2014.0,239397.74,15284.9,0.0,Oui,360.0,504313032,
6405.0,ephesia consult sa,8.0,2021.0,0.4,0.93,14.03,Oui,6405.0,503975864,
804.0,axereal,3218.0,2014.0,60154.0,9979.0,0.0,Oui,804.0,503681801,
5163.0,orak,19.0,2019.0,49.5,1.2,36.90000000000001,Oui,5163.0,503110835,
7020.0,promethee conseil,20.0,2020.0,0.1,0.0,61.52599999999999,Oui,7020.0,502567373,
725.0,gascognebois,483.0,2015.0,1155.0,1554.0,0.0,Oui,725.0,501719413,
2922.0,union evolution et cooperative evolution,1151.0,2017.0,12308.0,142.0,0.0,Oui,2922.0,501689558,
4284.0,logistique galeries lafayette,451.0,2018.0,820.0,26.0,6770.0,Oui,4284.0,501683460,
1403.0,compagnie des fromages et richesmonts,1494.0,2015.0,55906.0,8998.0,0.0,Oui,1403.0,501645196,
2620.0,abercrombie & fitch (france) sas,535.0,2016.0,0.0,252.0,0.0,Oui,2620.0,501602916,
7141.0,aldi ennery sarl,537.0,2020.0,3850.5516641,434.52324,0.0,Oui,7141.0,501447288,-1223.3883358999997
7143.0,aldi reims sarl,770.0,2020.0,3198.976246,561.744828,0.0,Oui,7143.0,501434898,-1368.443754
4777.0,phytocontrol dynamics france,45.0,2018.0,214.022,4.217,0.0,Oui,4777.0,501214837,
4247.0,mcdonald's paris sud,740.0,2019.0,155.48,71.46,0.0,Oui,4247.0,501137483,
7047.0,citura - transdev reims,565.0,2019.0,7633.0,522.0,2110.0,Oui,7047.0,501018279,
4246.0,mcdonald's paris nord,418.0,2019.0,107.77,40.2,0.0,Oui,4246.0,500994199,
4218.0,mcdonalds est parisien,870.0,2019.0,194.05,75.92,0.0,Oui,4218.0,500993969,
4340.0,decathlon france sas,20000.0,2018.0,4123.0,4680.0,0.0,Oui,4340.0,500569405,-457.4499999999998
554.0,distribution materiaux travaux publics,530.0,2014.0,,,,Oui,554.0,500168463,
7013.0,maecia,26.0,2020.0,4.4,7.8,53.99999999999999,Oui,7013.0,500119995,
4244.0,mcdonald's ouest parisien,554.0,2019.0,185.3,66.99,0.0,Oui,4244.0,499665537,
4021.0,webhelp vitre,665.0,2018.0,8.64,28.73,0.0,Oui,4021.0,499529121,
354.0,carbone 4,25.0,2014.0,3223.0,365.0,71628.0,Oui,354.0,498903194,
5284.0,polyexpert environnement,50.0,2019.0,133.0,2e-06,307.0,Oui,5284.0,497930164,
3873.0,argel ouest,413.0,2018.0,2248.02,111.82,544.34,Oui,3873.0,497380980,
5050.0,kermene,3531.0,2018.0,19282.29,6862.1,0.0,Oui,5050.0,496680018,219.69000000000233
4298.0,dhl international express,2745.0,2018.0,5396.0,899.0,0.0,Oui,4298.0,494956774,-42.0
3841.0,mars wrigley confectionery france,1387.0,2018.0,5474.0,4877.0,1566.0,Oui,3841.0,494887854,
5494.0,mars pf france,638.0,2018.0,10209.0,2.0,0.0,Oui,5494.0,494887631,
443.0,cafan,534.0,2016.0,61.5,210.0,0.0,Oui,443.0,493983431,
2374.0,fondation jacques chirac,829.0,2016.0,1927.0,491.0,0.0,Oui,2374.0,493844252,
2475.0,biomnis eurofins,715.0,2016.0,289.9,629.7,0.0,Oui,2475.0,493519904,133.84399999999997
3809.0,aeroport nice cote d'azur,550.0,2018.0,1383.6,1449.1,0.0,Oui,3809.0,493479489,-158.70000000000005
2485.0,clinique belhara,500.0,2016.0,865.0,343.0,290.0,Oui,2485.0,493462154,
4926.0,bpce,1563.0,2018.0,195.0,1605.0,0.0,Oui,4926.0,493455042,
2861.0,poclain hydraulics industrie,500.0,2016.0,1225.12,560.0,0.0,Oui,2861.0,493431142,-1387.88
6635.0,davidson paris,572.0,2019.0,61.0,1.0,0.0,Oui,6635.0,493418545,
5114.0,xerox technology services,1279.0,2018.0,2740.0,260.0,0.0,Oui,5114.0,493394662,2520.791
5577.0,viessmann faulquemont sas,530.0,2019.0,4361.0,157.0,1881.0,Oui,5577.0,493385785,219.0
1496.0,kering,38801.0,2015.0,1664.0,522.0,20815.0,Oui,1496.0,493323406,
7134.0,aldi marche cavaillon sarl,811.0,2020.0,4543.560012,611.099748,0.0,Oui,7134.0,493318380,-1270.9499880000003
7144.0,aldi marche toulouse sarl,734.0,2020.0,3460.8506009,834.8577229,0.0,Oui,7144.0,493318067,-1089.5893990999998
3268.0,cerp rouen,2461.0,2017.0,9404.0,868.0,0.0,Oui,3268.0,493265284,
7516.0,smurfit kappa france,2980.0,2020.0,36620.0,9552.0,0.0,Oui,7516.0,493254908,4199.9000000000015
4630.0,kuehne + nagel road,4148.0,2018.0,61845.86,391.41,16327.81,Oui,4630.0,493191407,-4839.139999999999
3813.0,caisse regionale de credit agricole mutuel du languedoc,2710.0,2019.0,185.0,422.0,10325.0,Oui,3813.0,492826417,-344.0
4552.0,transavia france,1055.0,2019.0,765423.0,28.0,91857.0,Oui,4552.0,492791306,317738.0
6974.0,transdev grand est,1026.0,2019.0,22434.0,66.0,5674.0,Oui,6974.0,492497359,
2320.0,ecoact sas,35.0,2016.0,2.0,2.0,141.0,Oui,2320.0,492029475,-0.9325299999999999
5223.0,bridor,1037.0,2018.0,9500.0,2700.0,0.0,Oui,5223.0,491668893,
1767.0,spbi,3247.0,2015.0,9048.0,1790.0,0.0,Oui,1767.0,491372702,
2874.0,lfb biomedicaments,2400.0,2017.0,9979.0,5661.0,24810.0,Oui,2874.0,491371167,-746.0
6649.0,armatis normandie,588.0,2020.0,1.51,4.84,0.0,Oui,6649.0,491327375,-2.1449999999999996
6110.0,sofren,500.0,2019.0,119.0,28.0,2084.0,Oui,6110.0,490596384,
5978.0,awp france sas,2000.0,2019.0,219.0,261.0,0.0,Oui,5978.0,490381753,
4776.0,phytocontrol analytics france,190.0,2018.0,113.517,113.133,0.0,Oui,4776.0,490024049,
1500.0,logement francilien,524.0,2015.0,34748.0,24327.0,10243.0,Oui,1500.0,489938407,
7426.0,zenika,500.0,2020.0,5.237,13.533,552.715,Oui,7426.0,489682005,
6518.0,paprec group,10000.0,2020.0,181635.0,12298.0,0.0,Oui,6518.0,489455360,
512.0,faiveley transport,755.0,2015.0,0.0,0.0,0.0,Non,512.0,489243881,
6468.0,maeci,5.0,2015.0,0.5,0.04,7.699999999999999,Oui,6468.0,488866591,
5384.0,hanes france,1223.0,2018.0,4670.0,533.0,0.0,Oui,5384.0,488727298,-739.0
4949.0,sous mon toit,550.0,2020.0,54.572,3.88,0.0,Oui,4949.0,488624255,
5505.0,talan,3000.0,2019.0,40.7,11.6,946.7,Oui,5505.0,488601337,
